"word","urlcount","totalcount","wordLen","Random Number","Rank"
"Entwicklung",524.00,805.00,11,3095.00,290
"sehr",515.00,797.00,4,400.00,291
"willkommen",625.00,795.00,10,1873.00,292
"Inhalte",354.00,788.00,7,5957.00,293
"reisen",281.00,787.00,6,2987.00,294
"Sachsen",247.00,781.00,7,209.00,296
"Link",338.00,780.00,4,6713.00,297
"Angebote",390.00,774.00,8,2999.00,298
"Partner",567.00,770.00,7,1646.00,300
"Hiv",494.00,765.00,3,5952.00,301
"Europa",431.00,758.00,6,8684.00,303
"Projekte",426.00,755.00,8,4385.00,304
"per",471.00,753.00,3,9455.00,305
"bereits",529.00,751.00,7,4416.00,306
"Technik",335.00,749.00,7,3654.00,307
"Angebot",515.00,749.00,7,678.00,307
"schon",487.00,747.00,5,3304.00,308
"neu",534.00,745.00,3,4177.00,309
"Freizeit",498.00,743.00,8,1032.00,311
"international",385.00,741.00,13,6693.00,312
"Verwaltung",450.00,741.00,10,8546.00,312
"Welt",420.00,737.00,4,3026.00,313
"ca",330.00,735.00,2,507.00,314
"recht",407.00,733.00,5,2449.00,315
"allen",544.00,730.00,5,2303.00,317
"medizinische",405.00,728.00,12,8108.00,318
"Garden",23.00,727.00,6,4533.00,319
"Prof",317.00,725.00,4,3462.00,320
"Website",446.00,725.00,7,57.00,320
"dabei",509.00,719.00,5,9307.00,323
"Studien",295.00,718.00,7,6994.00,324
"Programm",410.00,714.00,8,5244.00,325
"New",258.00,712.00,3,6684.00,326
"erhalten",523.00,711.00,8,398.00,327
"Datenschutz",606.00,708.00,11,9059.00,329
"Background",41.00,707.00,10,9573.00,330
"bietet",545.00,705.00,6,8378.00,332
"soll",408.00,701.00,4,4340.00,334
"all",307.00,700.00,3,8058.00,335
"Württemberg",240.00,700.00,11,4743.00,335
"Gesellschaft",400.00,699.00,12,2698.00,336
"Städte",328.00,698.00,6,8512.00,337
"Eu",260.00,697.00,2,1508.00,338
"gilt",360.00,695.00,4,4753.00,339
"Beratung",406.00,694.00,8,3820.00,340
"Rathaus",333.00,692.00,7,5721.00,341
"Abs",67.00,685.00,3,74.00,343
"seine",413.00,682.00,5,8973.00,345
"Shop",351.00,678.00,4,9561.00,347
"Impotenz",464.00,676.00,8,9099.00,349
"Urlaub",281.00,675.00,6,5937.00,350
"direkt",492.00,674.00,6,7733.00,351
"Spiegel",126.00,674.00,7,9954.00,351
"Diabetes",510.00,673.00,8,5941.00,352
"selbst",460.00,671.00,6,9406.00,353
"drei",443.00,663.00,4,4278.00,354
"Oktober",362.00,662.00,7,9739.00,355
"Nutzung",292.00,660.00,7,5764.00,356
"Nr",242.00,658.00,2,7179.00,357
"gut",452.00,647.00,3,5583.00,358
"Tag",393.00,646.00,3,2307.00,359
"Rostock",127.00,645.00,7,7434.00,360
"machen",475.00,641.00,6,9702.00,361
"unserer",453.00,641.00,7,8485.00,361
"Diagnose",475.00,634.00,8,9153.00,362
"will",380.00,626.00,4,5507.00,365
"dazu",442.00,625.00,4,3466.00,366
"Berliner",237.00,625.00,8,2397.00,366
"möglich",445.00,624.00,7,1488.00,367
"Arzneimittel",292.00,623.00,12,8778.00,368
"teil",347.00,618.00,4,5927.00,369
"pro",291.00,617.00,3,5443.00,370
"ersten",418.00,615.00,6,8612.00,371
"aller",447.00,615.00,5,8932.00,371
"erste",416.00,612.00,5,4036.00,372
"Rheuma",494.00,609.00,6,8311.00,373
"Pressemitteilungen",369.00,604.00,18,6492.00,376
"stellen",453.00,603.00,7,844.00,377
"wer",395.00,601.00,3,9514.00,378
"Orthopädie",516.00,596.00,10,6952.00,380
"wohnen",342.00,595.00,6,3798.00,381
"Einrichtungen",340.00,592.00,13,9058.00,384
"download",357.00,591.00,8,3769.00,385
"deutscher",324.00,589.00,9,9238.00,386
"Management",343.00,588.00,10,3471.00,387
"bayerischen",196.00,583.00,11,2843.00,389
"Highlights",503.00,582.00,10,3578.00,390
"Dresden",192.00,580.00,7,5578.00,391
"bahn",236.00,576.00,4,259.00,392
"also",333.00,575.00,4,2562.00,393
"geben",439.00,574.00,5,2468.00,394
"St",201.00,574.00,2,3155.00,394
"Publikationen",390.00,573.00,13,7060.00,395
"Meldungen",336.00,570.00,9,425.00,397
"unser",434.00,570.00,5,7249.00,397
"Brandenburg",198.00,568.00,11,525.00,398
"Wetter",267.00,567.00,6,1623.00,399
"Hotels",315.00,565.00,6,7037.00,400
"Sicherheit",344.00,565.00,10,2716.00,400
"Ansprechpartner",388.00,564.00,15,6423.00,401
"Produkte",371.00,563.00,8,4735.00,402
"oben",346.00,561.00,4,5453.00,403
"hinweise",422.00,560.00,8,7278.00,404
"Ergebnisse",339.00,558.00,10,8035.00,406
"mal",330.00,555.00,3,6082.00,407
"Version",367.00,555.00,7,3728.00,407
"ganz",396.00,554.00,4,9463.00,408
"ihrem",429.00,554.00,5,4775.00,408
"ob",371.00,553.00,2,8824.00,409
"Report",450.00,553.00,6,7441.00,409
"Hausarzt",427.00,552.00,8,8441.00,410
"Ausgabe",227.00,552.00,7,5539.00,410
"Haus",312.00,547.00,4,7797.00,412
"nutzen",432.00,545.00,6,2866.00,414
"Wm",156.00,542.00,2,8658.00,416
"deren",331.00,540.00,5,7676.00,417
"Kunst",325.00,540.00,5,828.00,417
"Software",243.00,538.00,8,934.00,418
"Zukunft",350.00,538.00,7,2660.00,418
"Mai",322.00,537.00,3,9626.00,419
"steht",419.00,536.00,5,7781.00,420
"wissen",407.00,535.00,6,3850.00,421
"Business",254.00,534.00,8,4652.00,422
"Rahmen",387.00,534.00,6,8458.00,422
"Verfügung",410.00,534.00,9,4581.00,422
"stehen",401.00,532.00,6,5252.00,423
"Schmerz",456.00,530.00,7,5543.00,424
"einfach",412.00,529.00,7,7111.00,425
"doch",341.00,529.00,4,6492.00,425
"Anlagen",57.00,529.00,7,6119.00,425
"geht",398.00,528.00,4,7478.00,426
"wollen",394.00,525.00,6,6985.00,428
"stand",376.00,524.00,5,5005.00,429
"Poker",7.00,522.00,5,8445.00,430
"Werbung",360.00,521.00,7,9989.00,431
"weg",386.00,519.00,3,937.00,432
"seiner",319.00,516.00,6,5036.00,435
"Stadtplan",357.00,516.00,9,3548.00,435
"Juni",303.00,515.00,4,9774.00,436
"vielen",385.00,515.00,6,8446.00,436
"Theater",254.00,514.00,7,8430.00,437
"sondern",364.00,512.00,7,6514.00,438
"Tipps",344.00,511.00,5,4619.00,439
"aufgaben",303.00,511.00,8,1081.00,439
"Frankfurt",177.00,510.00,9,7458.00,440
"lassen",367.00,509.00,6,245.00,441
"Projekt",279.00,507.00,7,6441.00,443
"kein",366.00,506.00,4,880.00,444
"lesen",299.00,506.00,5,9930.00,444
"Adressen",296.00,506.00,8,7067.00,444
"Bonn",199.00,502.00,4,660.00,445
"insbesondere",333.00,501.00,12,3805.00,446
"medizinischen",331.00,500.00,13,9617.00,447
"Bürger",289.00,496.00,6,3528.00,449
"sollten",345.00,495.00,7,7947.00,450
"Team",261.00,495.00,4,9678.00,450
"jedoch",324.00,494.00,6,5863.00,451
"Bilder",304.00,493.00,6,4259.00,452
"Jobs",371.00,492.00,4,4194.00,453
"Naturheilverfahren",389.00,492.00,18,7421.00,453
"neues",401.00,491.00,5,6994.00,454
"Nürnberg",167.00,489.00,8,246.00,455
"Ort",347.00,488.00,3,907.00,456
"Klinik",237.00,487.00,6,8818.00,457
"Prozent",208.00,487.00,7,85.00,457
"Adresse",316.00,485.00,7,4177.00,458
"Herzschrittmacher",366.00,484.00,17,6044.00,459
"ziel",374.00,484.00,4,1540.00,459
"alles",376.00,483.00,5,6634.00,460
"At",182.00,482.00,2,1381.00,461
"deutsch",340.00,479.00,7,7995.00,462
"Praxis",312.00,479.00,6,6386.00,462
"Osteoporose",396.00,479.00,11,3150.00,462
"Verlag",268.00,479.00,6,9068.00,462
"Bund",188.00,478.00,4,72.00,463
"Usa",271.00,478.00,3,6117.00,463
"wo",336.00,478.00,2,5528.00,463
"Ii",272.00,477.00,2,2520.00,464
"et",89.00,475.00,2,407.00,466
"denen",304.00,475.00,5,6813.00,466
"Januar",265.00,475.00,6,2674.00,466
"Grippe",426.00,474.00,6,51.00,467
"Bücher",222.00,473.00,6,6115.00,468
"Journal",145.00,472.00,7,6590.00,469
"schule",241.00,471.00,6,8819.00,470
"Frau",292.00,470.00,4,6993.00,471
"Co",286.00,469.00,2,8633.00,472
"innerhalb",278.00,469.00,9,6243.00,472
"aktuellen",392.00,469.00,9,8141.00,472
"neuer",371.00,468.00,5,6004.00,473
"sollte",330.00,468.00,6,8467.00,473
"Schwerin",89.00,467.00,8,6612.00,474
"waren",276.00,467.00,5,7732.00,474
"Förderung",277.00,465.00,9,3899.00,476
"kostenlos",346.00,465.00,9,6293.00,476
"Datenbank",270.00,464.00,9,9168.00,477
"City",157.00,463.00,4,144.00,478
"unseren",382.00,463.00,7,17.00,478
"Krankenhäuser",417.00,462.00,13,3232.00,479
"daher",317.00,459.00,5,2204.00,480
"Spd",109.00,457.00,3,6218.00,481
"Hochschule",198.00,456.00,10,6362.00,482
"Länder",196.00,456.00,6,823.00,482
"Natur",249.00,455.00,5,2337.00,483
"etwa",317.00,453.00,4,2409.00,484
"deutsches",262.00,453.00,9,1097.00,484
"Kunden",199.00,453.00,6,3621.00,484
"liste",259.00,450.00,5,2432.00,485
"Fahrrad",168.00,449.00,7,2839.00,486
"Kb",130.00,449.00,2,5133.00,486
"Browser",360.00,448.00,7,5619.00,487
"Ostsee",128.00,448.00,6,6558.00,487
"drucken",417.00,447.00,7,5605.00,488
"Brustkrebs",155.00,446.00,10,5175.00,489
"Musik",285.00,446.00,5,6181.00,489
"du",121.00,444.00,2,725.00,490
"ende",305.00,443.00,4,5680.00,491
"besonders",331.00,443.00,9,3462.00,491
"Bundesregierung",179.00,442.00,15,724.00,492
"Herz",263.00,442.00,4,8283.00,492
"allergisches",373.00,442.00,12,3403.00,492
"Login",332.00,441.00,5,3766.00,493
"September",262.00,441.00,9,1055.00,493
"welche",311.00,441.00,6,6026.00,493
"soweit",127.00,440.00,6,2778.00,494
"Titel",257.00,440.00,5,1804.00,494
"Literatur",282.00,439.00,9,5241.00,495
"Redaktion",274.00,439.00,9,9014.00,495
"arbeiten",282.00,438.00,8,1354.00,496
"Center",223.00,437.00,6,3953.00,497
"europäischen",190.00,437.00,12,4273.00,497
"Kiel",123.00,437.00,4,6529.00,497
"Test",169.00,437.00,4,6812.00,497
"Ausbildung",293.00,437.00,10,1862.00,497
"impfen",399.00,436.00,6,2686.00,498
"Navigation",308.00,435.00,10,9229.00,499
"soziales",295.00,435.00,8,2625.00,499
"bestellen",298.00,435.00,9,6189.00,499
"neben",344.00,434.00,5,5456.00,500
"schulen",237.00,434.00,7,1225.00,500
"Studium",254.00,434.00,7,2298.00,500
"Fr",154.00,433.00,2,121.00,501
"Humangenetik",411.00,431.00,12,155.00,502
"Leipzig",153.00,430.00,7,9686.00,503
"allgemeine",283.00,430.00,10,3884.00,503
"kommunale",111.00,429.00,9,3409.00,504
"öffentlichen",236.00,428.00,12,2691.00,505
"letzte",371.00,427.00,6,4863.00,506
"schnell",315.00,425.00,7,1330.00,508
"Augsburg",133.00,425.00,8,1050.00,508
"internationale",298.00,423.00,14,5482.00,509
"bayerische",152.00,423.00,10,6887.00,509
"bieten",369.00,422.00,6,1478.00,510
"Mitarbeiter",313.00,422.00,11,4781.00,510
"Ministerium",209.00,419.00,11,4992.00,512
"Ausstellung",190.00,418.00,11,2336.00,513
"viel",308.00,418.00,4,8282.00,513
"Us",214.00,416.00,2,3648.00,514
"stellt",354.00,416.00,6,6706.00,514
"kommt",327.00,415.00,5,7083.00,515
"Zugang",253.00,414.00,6,8931.00,516
"Mitglieder",242.00,413.00,10,9327.00,517
"System",259.00,412.00,6,407.00,518
"angaben",293.00,411.00,7,9359.00,519
"liegt",335.00,410.00,5,7423.00,520
"unterstützt",366.00,410.00,11,5428.00,520
"Leistungen",253.00,408.00,10,2844.00,521
"Jugend",276.00,408.00,6,4728.00,521
"Anmeldung",267.00,407.00,9,1233.00,522
"denn",276.00,406.00,4,1792.00,523
"Kreis",139.00,406.00,5,6426.00,523
"Antibabypille",372.00,406.00,13,2496.00,523
"nun",292.00,405.00,3,6701.00,524
"allem",293.00,404.00,5,9487.00,525
"Woche",231.00,404.00,5,1094.00,525
"Haarausfall",378.00,403.00,11,2008.00,526
"sollen",289.00,403.00,6,5209.00,526
"Adipositas",377.00,403.00,10,9337.00,526
"Familie",263.00,402.00,7,4731.00,527
"Düsseldorf",197.00,401.00,10,6746.00,528
"ins",298.00,401.00,3,770.00,528
"Landes",212.00,400.00,6,8195.00,529
"ausdrücklich",165.00,400.00,12,6566.00,529
"bauen",241.00,400.00,5,968.00,529
"Gruppe",218.00,399.00,6,7595.00,530
"rechte",314.00,399.00,6,5330.00,530
"preis",229.00,398.00,5,4660.00,531
"Portal",288.00,397.00,6,1032.00,532
"Herzkrankheiten",370.00,396.00,15,5425.00,533
"macht",301.00,395.00,5,360.00,534
"Auto",232.00,395.00,4,997.00,534
"jeder",290.00,394.00,5,7471.00,535
"klicken",305.00,394.00,7,7765.00,535
"kommen",327.00,393.00,6,2489.00,536
"Beiträge",235.00,392.00,8,4201.00,537
"Computer",261.00,390.00,8,8518.00,538
"Nordrhein",197.00,390.00,9,9808.00,538
"während",283.00,390.00,7,3904.00,538
"Stiftung",228.00,389.00,8,8057.00,539
"Zentrum",246.00,389.00,7,655.00,539
"dafür",286.00,388.00,5,5700.00,540
"quelle",154.00,388.00,6,585.00,540
"Deutschlands",247.00,387.00,12,297.00,541
"dort",302.00,385.00,4,5968.00,542
"Bad",241.00,384.00,3,8947.00,543
"kosten",246.00,383.00,6,9633.00,544
"Organisation",278.00,383.00,12,4527.00,544
"Ernährung",191.00,382.00,9,8270.00,545
"deshalb",298.00,382.00,7,6102.00,545
"Bremen",188.00,381.00,6,984.00,546
"Nervenkrankheiten",366.00,381.00,17,3010.00,546
"Anhalt",129.00,381.00,6,6188.00,546
"Zuckerkrankheit",358.00,379.00,15,5945.00,547
"Juli",236.00,377.00,4,8202.00,549
"Insulin",354.00,377.00,7,8462.00,549
"statt",286.00,376.00,5,89.00,550
"Markt",275.00,374.00,5,2732.00,551
"Personen",227.00,374.00,8,7159.00,551
"Uni",183.00,374.00,3,6111.00,551
"findet",265.00,373.00,6,3011.00,552
"möchten",319.00,372.00,7,9299.00,553
"Peter",232.00,372.00,5,1913.00,553
"Name",274.00,371.00,4,9908.00,554
"wichtige",296.00,371.00,8,3275.00,554
"Marketing",225.00,370.00,9,8887.00,555
"mindestens",147.00,368.00,10,5071.00,556
"weniger",231.00,368.00,7,7666.00,556
"worden",233.00,368.00,6,1935.00,556
"Main",138.00,367.00,4,1217.00,557
"Magazin",172.00,367.00,7,5449.00,557
"Not",160.00,367.00,3,3283.00,557
"mich",159.00,366.00,4,8201.00,558
"Mittwoch",299.00,366.00,8,7204.00,558
"dürfen",198.00,365.00,6,9046.00,559
"anzeige",177.00,365.00,7,9620.00,559
"informieren",308.00,364.00,11,3452.00,560
"empfehlen",331.00,363.00,9,6612.00,561
"Form",279.00,363.00,4,8836.00,561
"jeweiligen",242.00,363.00,10,9964.00,561
"Magenleiden",348.00,362.00,11,3630.00,562
"wählen",267.00,362.00,6,6158.00,562
"Mitglied",240.00,361.00,8,4270.00,563
"wegen",223.00,361.00,5,111.00,563
"Museum",171.00,360.00,6,2081.00,564
"Websites",188.00,360.00,8,6786.00,564
"Zusammenarbeit",275.00,360.00,14,291.00,564
"mir",175.00,359.00,3,593.00,565
"Karriere",185.00,358.00,8,542.00,566
"eigenen",276.00,357.00,7,4004.00,567
"Mitte",195.00,357.00,5,5852.00,567
"Raum",218.00,357.00,4,6690.00,567
"pflege",191.00,356.00,6,242.00,568
"Unterstützung",283.00,356.00,13,6482.00,568
"besser",245.00,356.00,6,9424.00,568
"Saarland",141.00,355.00,8,3042.00,569
"April",214.00,355.00,5,3503.00,569
"folgenden",303.00,354.00,9,3612.00,570
"Verein",168.00,354.00,6,5581.00,570
"deutlich",240.00,353.00,8,1334.00,571
"Gemeinden",159.00,353.00,9,2671.00,571
"Kommunikation",225.00,352.00,13,7131.00,572
"Westfalen",194.00,352.00,9,8453.00,572
"Stadtverwaltung",186.00,351.00,15,9199.00,573
"anmelden",304.00,349.00,8,972.00,575
"fast",263.00,345.00,4,4496.00,576
"Finanzen",241.00,345.00,8,7306.00,576
"Rad",144.00,345.00,3,939.00,576
"Weiterbildung",255.00,345.00,13,2061.00,576
"Downloads",207.00,344.00,9,3953.00,577
"einige",274.00,343.00,6,588.00,578
"Zeitschriften",182.00,343.00,13,9483.00,578
"Abo",178.00,342.00,3,6064.00,579
"Start",266.00,340.00,5,5993.00,581
"einmal",253.00,339.00,6,2828.00,582
"technische",243.00,338.00,10,3297.00,583
"Millionen",230.00,336.00,9,3868.00,584
"Börse",199.00,335.00,5,9051.00,585
"Geld",226.00,335.00,4,4931.00,585
"sicher",272.00,335.00,6,8414.00,585
"Design",215.00,334.00,6,8496.00,586
"helfen",251.00,334.00,6,1647.00,586
"führen",236.00,334.00,6,1511.00,586
"häufig",248.00,334.00,6,9951.00,586
"gute",242.00,334.00,4,267.00,586
"Möglichkeit",285.00,334.00,11,8690.00,586
"Url",111.00,334.00,3,8728.00,586
"darüber",275.00,333.00,7,3600.00,587
"Bau",183.00,333.00,3,5713.00,587
"Gestaltung",226.00,332.00,10,7120.00,588
"Behörden",201.00,332.00,8,5624.00,588
"Beispiel",225.00,332.00,8,7296.00,588
