"word","urlcount","totalcount","wordLen","Random Number"
"registo",646.00,1984.00,7,3696.00
"fax",862.00,1963.00,3,8305.00
"até",766.00,1960.00,3,1238.00
"biblioteca",704.00,1957.00,10,3907.00
"pode",839.00,1942.00,4,7060.00
"anos",833.00,1940.00,4,4437.00
"programa",812.00,1899.00,8,9643.00
"ano",737.00,1896.00,3,5044.00
"outros",1067.00,1852.00,6,201.00
"xadrez",280.00,1850.00,6,7606.00
"governo",591.00,1843.00,7,2738.00
"instituto",624.00,1828.00,9,6002.00
"sim",248.00,1816.00,3,7025.00
"silva",482.00,1805.00,5,1225.00
"está",956.00,1797.00,4,6769.00
"José",596.00,1796.00,4,2051.00
"já",931.00,1796.00,2,1341.00
"apoio",909.00,1792.00,5,1827.00
"também",826.00,1765.00,6,6078.00
"esta",1007.00,1763.00,4,1617.00
"cultura",823.00,1739.00,7,733.00
"dias",804.00,1727.00,4,9233.00
"social",792.00,1717.00,6,5161.00
"segurança",690.00,1715.00,9,5910.00
"ensino",685.00,1715.00,6,4.00
"mas",639.00,1712.00,3,4465.00
"internacional",792.00,1710.00,13,1408.00
"conselho",610.00,1704.00,8,1745.00
"data",599.00,1681.00,4,815.00
"projecto",749.00,1670.00,8,4078.00
"projectos",670.00,1665.00,9,471.00
"ainda",820.00,1641.00,5,8668.00
"através",844.00,1641.00,7,4365.00
"quem",980.00,1639.00,4,8667.00
"dados",781.00,1632.00,5,5076.00
"reservados",1584.00,1612.00,10,2338.00
"bem",851.00,1605.00,3,764.00
"António",529.00,1601.00,7,2938.00
"associação",623.00,1588.00,10,6528.00
"português",836.00,1585.00,9,4936.00
"informações",956.00,1568.00,11,3004.00
"empresa",759.00,1568.00,7,1493.00
"grupo",684.00,1564.00,5,9038.00
"escola",445.00,1558.00,6,5766.00
"ver",614.00,1537.00,3,9858.00
"mapa",1266.00,1536.00,4,4033.00
"sistema",731.00,1534.00,7,8259.00
"novo",814.00,1531.00,4,8316.00
"onde",823.00,1521.00,4,7574.00
"trabalho",715.00,1518.00,8,7732.00
"seus",810.00,1513.00,4,8192.00
"empresas",734.00,1503.00,8,5853.00
"nova",752.00,1490.00,4,8532.00
"câmara",411.00,1485.00,6,5903.00
"local",641.00,1481.00,5,2578.00
"Algarve",368.00,1468.00,7,7123.00
"nome",673.00,1466.00,4,6035.00
"maria",423.00,1457.00,5,3828.00
"conhecimento",720.00,1443.00,12,845.00
"área",722.00,1424.00,4,6989.00
"outras",819.00,1423.00,6,7735.00
"autor",403.00,1422.00,5,8349.00
"direito",452.00,1419.00,7,8147.00
"qualquer",636.00,1415.00,8,40.00
"tecnologia",738.00,1413.00,10,514.00
"investigação",523.00,1405.00,12,4083.00
"educação",591.00,1400.00,8,4642.00
"pedro",530.00,1397.00,5,2616.00
"estado",505.00,1384.00,6,297.00
"público",598.00,1373.00,7,7394.00
"rede",608.00,1368.00,4,8895.00
"index",102.00,1367.00,5,1478.00
"ter",639.00,1367.00,3,8189.00
"Outubro",549.00,1358.00,7,323.00
"resultados",594.00,1350.00,10,4733.00
"forma",780.00,1344.00,5,119.00
"saúde",639.00,1333.00,5,8944.00
"ciências",473.00,1328.00,8,3620.00
"cada",630.00,1304.00,4,2975.00
"portal",744.00,1295.00,6,1301.00
"santos",344.00,1288.00,6,6476.00
"caso",571.00,1284.00,4,9304.00
"palavra",230.00,1283.00,7,2701.00
"actividades",639.00,1281.00,11,7575.00
"aqui",796.00,1261.00,4,8158.00
"presidente",417.00,1255.00,10,8143.00
"grande",643.00,1248.00,6,1560.00
"república",497.00,1238.00,9,8345.00
"número",491.00,1233.00,6,5915.00
"desporto",628.00,1233.00,8,7079.00
"suas",681.00,1224.00,4,4903.00
"feira",570.00,1201.00,5,7411.00
"domínio",304.00,1199.00,7,5227.00
"ministério",416.00,1189.00,10,9120.00
"Manuel",428.00,1170.00,6,9619.00
"pública",548.00,1164.00,7,3918.00
"só",546.00,1163.00,2,6345.00
"todas",748.00,1161.00,5,2685.00
"quando",512.00,1159.00,6,3049.00
"vai",578.00,1157.00,3,8853.00
"torneio",172.00,1152.00,7,8216.00
"rua",561.00,1150.00,3,8919.00
"electrónico",551.00,1150.00,11,4277.00
"europeia",520.00,1149.00,8,3329.00
"faro",355.00,1148.00,4,7532.00
"desde",634.00,1145.00,5,7127.00
"vila",394.00,1139.00,4,3295.00
"comunicação",686.00,1136.00,11,1630.00
"administração",503.00,1133.00,13,4320.00
"tempo",622.00,1129.00,5,2766.00
"informática",614.00,1126.00,11,7804.00
"Coimbra",456.00,1124.00,7,4662.00
"edição",499.00,1115.00,6,9182.00
"lhe",522.00,1112.00,3,6286.00
"condições",570.00,1108.00,9,7198.00
"Braga",404.00,1106.00,5,396.00
"ii",458.00,1100.00,2,2554.00
"Carlos",380.00,1100.00,6,9992.00
"clube",333.00,1100.00,5,3979.00
"história",653.00,1098.00,8,8039.00
"Ferreira",418.00,1085.00,8,6784.00
"espaço",662.00,1080.00,6,597.00
"curso",389.00,1079.00,5,8533.00
"direcção",423.00,1076.00,8,7345.00
"muito",528.00,1074.00,5,7042.00
"tumba",119.00,1074.00,5,5487.00
"vida",567.00,1068.00,4,4566.00
"jornal",363.00,1062.00,6,5319.00
"deste",702.00,1062.00,5,9199.00
"entidades",481.00,1054.00,9,2937.00
"final",455.00,1048.00,5,3321.00
"ciência",504.00,1047.00,7,7365.00
"sistemas",463.00,1044.00,8,1384.00
"título",364.00,1043.00,6,8997.00
"termos",516.00,1040.00,6,9293.00
"início",728.00,1023.00,6,1057.00
"será",519.00,1022.00,4,9215.00
"primeiro",509.00,1018.00,8,3637.00
"pessoas",507.00,1011.00,7,7972.00
"apresentação",655.00,1011.00,12,2749.00
"melhor",548.00,1008.00,6,5090.00
"técnica",756.00,1003.00,7,1858.00
"dois",486.00,1003.00,4,2048.00
"mundo",599.00,996.00,5,5436.00
"Setembro",459.00,993.00,8,447.00
"alojamento",319.00,989.00,10,6465.00
"fazer",584.00,987.00,5,9193.00
"documentos",506.00,985.00,10,505.00
"justiça",278.00,983.00,7,701.00
"Dezembro",451.00,980.00,8,8550.00
"legislação",543.00,979.00,10,6633.00
"ajuda",725.00,966.00,5,1466.00
"qualidade",558.00,964.00,9,5934.00
"mesmo",531.00,961.00,5,2237.00
"Luís",326.00,961.00,4,9183.00
"Abril",393.00,961.00,5,7056.00
"páginas",457.00,959.00,7,218.00
"sempre",483.00,957.00,6,7279.00
"última",628.00,955.00,6,9978.00
"pelos",565.00,951.00,5,8864.00
"parte",543.00,951.00,5,7633.00
"recursos",456.00,950.00,8,6830.00
"cidade",469.00,950.00,6,4806.00
"eventos",591.00,946.00,7,5796.00
"produtos",484.00,945.00,8,2855.00
"faculdade",347.00,943.00,9,7807.00
"âmbito",497.00,943.00,6,7261.00
"costa",355.00,943.00,5,6771.00
"estudos",403.00,933.00,7,2557.00
"casa",468.00,921.00,4,2290.00
"Aveiro",395.00,921.00,6,7162.00
"política",492.00,909.00,8,9616.00
"cultural",464.00,909.00,8,892.00
"Janeiro",377.00,908.00,7,5378.00
"cursos",394.00,908.00,6,4392.00
"Paulo",366.00,907.00,5,5673.00
"processo",487.00,907.00,8,9139.00
"conteúdos",450.00,907.00,9,2427.00
"podem",456.00,906.00,5,7330.00
"inovação",412.00,898.00,8,2334.00
"pontos",322.00,895.00,6,8062.00
"semana",376.00,895.00,6,8931.00
"base",513.00,895.00,4,4340.00
"obras",439.00,894.00,5,4093.00
"maio",335.00,893.00,4,2578.00
"Minho",341.00,889.00,5,5894.00
"ministro",354.00,884.00,8,9274.00
"poderá",457.00,883.00,6,6334.00
"neste",564.00,883.00,5,9129.00
"deve",359.00,881.00,4,7750.00
"regional",417.00,878.00,8,4446.00
"sítio",455.00,878.00,5,8533.00
"actividade",467.00,875.00,10,7416.00
"região",393.00,874.00,6,3699.00
"há",418.00,873.00,2,4763.00
"total",411.00,868.00,5,1699.00
"apenas",506.00,868.00,6,4698.00
"alunos",322.00,867.00,6,440.00
"num",555.00,862.00,3,8832.00
"equipa",362.00,862.00,6,173.00
"assim",499.00,861.00,5,7467.00
"organização",494.00,860.00,11,9326.00
"correio",357.00,860.00,7,3117.00
"áreas",504.00,854.00,5,3139.00
"sociais",470.00,851.00,7,1668.00
"nacionais",513.00,849.00,9,9972.00
"la",248.00,847.00,2,3883.00
"agenda",624.00,846.00,6,9484.00
"hoje",482.00,844.00,4,9452.00
"utilização",499.00,844.00,10,8720.00
"Jorge",365.00,843.00,5,3869.00
"tecnologias",443.00,840.00,11,7858.00
"emprego",487.00,837.00,7,7812.00
"departamento",301.00,836.00,12,7362.00
"qual",454.00,834.00,4,7573.00
"software",388.00,834.00,8,3090.00
"criação",460.00,834.00,7,8787.00
"mercado",435.00,830.00,7,5509.00
"acção",438.00,830.00,5,5693.00
"ambiente",458.00,828.00,8,9793.00
"telefone",455.00,826.00,8,4587.00
"sapo",237.00,822.00,4,1551.00
"comissão",414.00,820.00,8,9969.00
"hora",350.00,817.00,4,4335.00
"texto",375.00,817.00,5,4144.00
"agência",494.00,817.00,7,6123.00
"principal",645.00,816.00,9,4796.00
"contacto",574.00,813.00,8,5459.00
"via",311.00,812.00,3,7019.00
"suporte",403.00,811.00,7,1071.00
"dr",240.00,808.00,2,631.00
"ler",251.00,804.00,3,1231.00
"país",453.00,801.00,4,3630.00
"economia",485.00,800.00,8,3136.00
"Fernando",358.00,799.00,8,1000.00
"director",334.00,799.00,8,1048.00
"campeonato",165.00,798.00,10,8975.00
"tipo",431.00,793.00,4,5796.00
"vez",479.00,791.00,3,9934.00
"depois",424.00,788.00,6,9748.00
"soluções",422.00,786.00,8,884.00
"numa",524.00,785.00,4,2107.00
"novas",488.00,784.00,5,3463.00
"Junho",369.00,779.00,5,7190.00
"somos",576.00,777.00,5,3715.00
"maior",491.00,775.00,5,9767.00
"voltar",580.00,775.00,6,1495.00
"versão",379.00,774.00,6,6794.00
"topo",412.00,768.00,4,7172.00
"divisão",233.00,768.00,7,2284.00
"loures",99.00,766.00,6,2005.00
"exposição",210.00,764.00,9,1520.00
"freguesia",259.00,763.00,9,8279.00
"primeira",493.00,762.00,8,4707.00
"seja",402.00,761.00,4,980.00
"documentação",521.00,759.00,12,4859.00
"are",168.00,755.00,3,6755.00
"Julho",328.00,753.00,5,5213.00
"concelho",338.00,751.00,8,5597.00
"durante",490.00,751.00,7,1212.00
"madeira",380.00,748.00,7,6075.00
"estão",464.00,747.00,5,7196.00
"iniciativa",452.00,745.00,10,9352.00
"técnico",413.00,745.00,7,2541.00
"decreto",154.00,744.00,7,2860.00
"gabinete",329.00,739.00,8,6346.00
"publicações",499.00,739.00,11,8945.00
"clientes",379.00,739.00,8,5779.00
"Miguel",301.00,738.00,6,9835.00
"endereço",288.00,738.00,8,1598.00
"Mário",186.00,737.00,5,594.00
"pessoal",362.00,737.00,7,6257.00
"industrial",306.00,734.00,10,8239.00
"imprensa",467.00,732.00,8,2424.00
"todo",508.00,732.00,4,1178.00
"assembleia",268.00,730.00,10,7499.00
"jovens",296.00,728.00,6,5646.00
"preço",231.00,725.00,5,1289.00
"utilizador",387.00,723.00,10,8573.00
"seguintes",417.00,722.00,9,8018.00
"domínios",282.00,721.00,8,427.00
"públicas",379.00,720.00,8,2855.00
"pereira",299.00,719.00,7,8000.00
"castelo",259.00,717.00,7,9554.00
"escolas",287.00,717.00,7,5016.00
"teatro",315.00,712.00,6,1867.00
"úteis",440.00,708.00,5,1925.00
"engenharia",261.00,706.00,10,5009.00
"museu",259.00,705.00,5,5914.00
"arquivo",420.00,705.00,7,1948.00
"contra",273.00,702.00,6,639.00
"Martins",231.00,701.00,7,1343.00
"me",273.00,701.00,2,3835.00
"Março",311.00,700.00,5,9227.00
"têm",400.00,699.00,3,1653.00
"instituições",370.00,698.00,12,2061.00
"real",439.00,696.00,4,2128.00
"anterior",391.00,695.00,8,4389.00
"quer",352.00,693.00,4,2275.00
"parque",259.00,689.00,6,8762.00
"foram",391.00,688.00,5,659.00
"portugueses",420.00,688.00,11,8709.00
"actualização",528.00,687.00,12,4970.00
"lista",353.00,686.00,5,1275.00
"mês",369.00,686.00,3,5384.00
"regulamento",296.00,686.00,11,1279.00
"partir",438.00,684.00,6,5545.00
"norte",383.00,683.00,5,6525.00
"Brasil",365.00,682.00,6,7920.00
"oliveira",272.00,680.00,8,9672.00
"livros",367.00,673.00,6,6529.00
"após",378.00,673.00,4,2630.00
"assunto",197.00,673.00,7,4816.00
"deverá",298.00,673.00,6,686.00
"internacionais",415.00,672.00,14,574.00
"tema",267.00,672.00,4,5624.00
"banda",296.00,672.00,5,1453.00
"linha",331.00,671.00,5,4381.00
"Nuno",268.00,671.00,4,8016.00
"documento",270.00,670.00,9,9797.00
"responsável",249.00,669.00,11,4784.00
"desta",497.00,667.00,5,8696.00
"devem",232.00,665.00,5,5428.00
"regras",365.00,660.00,6,1089.00
"lugar",353.00,658.00,5,6192.00
"plano",356.00,658.00,5,9698.00
"três",372.00,658.00,4,4610.00
"cliente",262.00,658.00,7,3023.00
"imagens",379.00,653.00,7,5008.00
"rui",279.00,653.00,3,4713.00
"animais",99.00,652.00,7,7492.00
"prática",162.00,651.00,7,2479.00
"comentários",395.00,646.00,11,100.00
"Rodrigues",267.00,645.00,9,5110.00
"comercial",347.00,645.00,9,3547.00
"imagem",366.00,644.00,6,369.00
"fim",343.00,644.00,3,4774.00
"língua",287.00,644.00,6,2497.00
"conjunto",409.00,644.00,8,1047.00
"inicial",496.00,643.00,7,8749.00
"Ana",229.00,643.00,3,2711.00
"colecção",217.00,639.00,8,8061.00
"nível",371.00,638.00,5,117.00
"livro",358.00,635.00,5,1612.00
"objectivos",425.00,635.00,10,7470.00
"união",395.00,635.00,5,9703.00
"jogos",366.00,634.00,5,7372.00
"utilizadores",304.00,631.00,12,3113.00
"polícia",172.00,628.00,7,3311.00
"novos",427.00,627.00,5,8660.00
"classificação",195.00,627.00,13,4184.00
"estudo",319.00,627.00,6,221.00
"redes",254.00,626.00,5,8504.00
"legal",385.00,625.00,5,2214.00
"rio",269.00,623.00,3,5750.00
"Agosto",274.00,623.00,6,3774.00
"pesquisar",493.00,622.00,9,1001.00
"avaliação",297.00,622.00,9,9868.00
"legais",538.00,621.00,6,6842.00
"outro",375.00,621.00,5,3451.00
"música",288.00,620.00,6,5805.00
"iii",294.00,617.00,3,4607.00
"programas",356.00,617.00,9,7464.00
"objectivo",461.00,617.00,9,2810.00
"pagamento",217.00,616.00,9,9976.00
"conta",363.00,616.00,5,2682.00
"profissional",338.00,615.00,12,750.00
"presente",300.00,612.00,8,4045.00
"sessão",233.00,612.00,6,1367.00
"possível",368.00,611.00,8,3893.00
"nossa",396.00,611.00,5,5804.00
"Gomes",288.00,610.00,5,7085.00
"civil",329.00,606.00,5,2296.00
"além",411.00,606.00,4,226.00
"pelas",366.00,605.00,5,6519.00
"arte",305.00,605.00,4,3587.00
"desenvolvido",465.00,604.00,12,4137.00
"individual",196.00,603.00,10,3499.00
"membros",268.00,603.00,7,3825.00
"sendo",376.00,602.00,5,6713.00
"Odivelas",147.00,600.00,8,1089.00
"publicidade",406.00,599.00,11,3328.00
"venda",275.00,599.00,5,215.00
"Leiria",274.00,598.00,6,2693.00
"ribeiro",223.00,595.00,7,8844.00
"seguinte",367.00,593.00,8,3610.00
"código",292.00,592.00,6,6007.00
"Europa",359.00,592.00,6,64.00
"guarda",245.00,591.00,6,100.00
"publicação",278.00,590.00,10,8416.00
"ponto",261.00,585.00,5,3466.00
"tribunal",151.00,585.00,8,350.00
"Fevereiro",268.00,583.00,9,8636.00
"jogadores",164.00,583.00,9,4885.00
"acções",286.00,583.00,6,166.00
"vale",274.00,582.00,4,315.00
"duas",358.00,582.00,4,8055.00
"ficha",506.00,581.00,5,8810.00
"sector",298.00,580.00,6,8229.00
"Guimarães",202.00,579.00,9,5755.00
"etc",333.00,579.00,3,2013.00
"gerais",349.00,578.00,6,3354.00
"novidades",449.00,577.00,9,4381.00
"valor",316.00,577.00,5,5939.00
"segundo",337.00,574.00,7,6928.00
"construção",333.00,574.00,10,1156.00
"quais",356.00,573.00,5,2076.00
"Benfica",143.00,573.00,7,2491.00
"Francisco",250.00,572.00,9,5312.00
"dar",392.00,571.00,3,9160.00
"tudo",368.00,569.00,4,5166.00
"série",222.00,567.00,5,1279.00
"horas",274.00,564.00,5,4982.00
"nesta",404.00,561.00,5,1434.00
"password",286.00,560.00,8,416.00
"Abrantes",153.00,560.00,8,495.00
"exemplo",307.00,560.00,7,3868.00
"diário",308.00,560.00,6,6677.00
"período",216.00,559.00,7,6023.00
"entrada",344.00,559.00,7,8480.00
"medida",286.00,558.00,6,5431.00
"alguns",368.00,558.00,6,655.00
"oficial",356.00,557.00,7,2855.00
"isso",312.00,556.00,4,5313.00
"porque",270.00,555.00,6,4518.00
"relação",287.00,553.00,7,8614.00
"nossos",308.00,553.00,6,4524.00
"acordo",348.00,553.00,6,7181.00
"tendo",342.00,552.00,5,1400.00
"turismo",347.00,550.00,7,9827.00
"estudantes",284.00,549.00,10,4756.00
"menos",272.00,546.00,5,1778.00
"nosso",339.00,546.00,5,6379.00
"virtual",339.00,546.00,7,3542.00
"judiciária",132.00,542.00,10,515.00
"protecção",266.00,541.00,9,601.00
"Sousa",270.00,541.00,5,6012.00
"quarta",440.00,538.00,6,9529.00
"quinta",266.00,537.00,6,6794.00
"toda",359.00,537.00,4,4197.00
"sob",278.00,537.00,3,2663.00
"cooperação",262.00,536.00,10,8964.00
"ministros",279.00,534.00,9,7485.00
"portuguesas",253.00,534.00,11,9053.00
"cidadãos",207.00,534.00,8,547.00
"acessibilidade",122.00,533.00,14,5798.00
"necessidades",289.00,532.00,12,6950.00
"liga",130.00,530.00,4,1165.00
"guia",322.00,529.00,4,1823.00
"perguntas",386.00,529.00,9,2465.00
"estar",324.00,529.00,5,8336.00
"física",199.00,528.00,6,1542.00
"campo",299.00,528.00,5,9862.00
"contacte",419.00,528.00,8,1560.00
"loja",278.00,525.00,4,7024.00
"sub",154.00,523.00,3,7849.00
"distrital",121.00,523.00,9,9980.00
"produção",320.00,521.00,8,5065.00
"poder",237.00,519.00,5,9018.00
"auto",209.00,519.00,4,5489.00
"nomeadamente",300.00,518.00,12,7108.00
"pedido",239.00,517.00,6,956.00
"junta",197.00,516.00,5,57.00
"central",262.00,514.00,7,328.00
"pretende",400.00,513.00,8,4245.00
"preços",324.00,513.00,6,8297.00
"países",279.00,513.00,6,110.00
"tal",293.00,513.00,3,911.00
"comércio",295.00,513.00,8,4863.00
"participantes",170.00,510.00,13,9120.00
"Almeida",276.00,508.00,7,192.00
"responsabilidade",292.00,507.00,16,4576.00
"cm",188.00,507.00,2,7499.00
"vários",358.00,506.00,6,1251.00
"santa",241.00,506.00,5,4813.00
"Gaia",141.00,505.00,4,33.00
"secção",221.00,505.00,6,4998.00
"principais",356.00,503.00,10,5852.00
"realização",277.00,503.00,10,2238.00
"prazo",227.00,502.00,5,1120.00
"Cd",183.00,501.00,2,9497.00
"mundial",259.00,500.00,7,8081.00
"comunidades",175.00,500.00,11,416.00
"classificados",343.00,500.00,13,2105.00
"especiais",294.00,498.00,9,1986.00
"prof",120.00,497.00,4,1071.00
"natal",161.00,496.00,5,3118.00
"livre",257.00,495.00,5,2341.00
"prova",178.00,495.00,5,8590.00
"clique",285.00,495.00,6,4583.00
"avançada",397.00,494.00,8,1588.00
"autores",222.00,494.00,7,8074.00
"artigos",283.00,494.00,7,3924.00
"estrutura",335.00,494.00,9,8729.00
"centros",259.00,493.00,7,2100.00
"digitais",238.00,493.00,8,933.00
"menu",281.00,492.00,4,6290.00
"especial",289.00,492.00,8,2437.00
"albufeira",149.00,491.00,9,7941.00
"imprimir",348.00,490.00,8,9753.00
"relatório",232.00,489.00,9,6003.00
"crédito",179.00,489.00,7,1016.00
"sala",302.00,488.00,4,3383.00
"cerca",300.00,488.00,5,9102.00
"destaques",356.00,488.00,9,9930.00
"locais",278.00,486.00,6,9910.00
"partidas",164.00,486.00,8,960.00
"técnicas",272.00,486.00,8,9612.00
"co",224.00,486.00,2,8242.00
"resolução",313.00,485.00,9,3160.00
"sido",297.00,485.00,4,2770.00
"larga",218.00,484.00,5,4608.00
"água",233.00,482.00,4,6893.00
"disponível",313.00,482.00,10,3731.00
"era",201.00,482.00,3,2622.00
"formato",267.00,481.00,7,8655.00
"opinião",316.00,481.00,7,3321.00
"europeu",288.00,481.00,7,5260.00
"compras",178.00,480.00,7,3251.00
"pessoa",264.00,479.00,6,4116.00
"revista",246.00,478.00,7,3261.00
"média",290.00,477.00,5,8658.00
"interesse",307.00,472.00,9,735.00
"permite",311.00,472.00,7,2035.00
"artes",260.00,472.00,5,5363.00
"Lopes",201.00,471.00,5,3650.00
"frequentes",392.00,470.00,10,9341.00
"bibliotecas",231.00,469.00,11,3826.00
"formulário",251.00,468.00,10,3952.00
"serão",284.00,467.00,5,9669.00
"servidores",158.00,466.00,10,8762.00
"natureza",235.00,462.00,8,6817.00
"fundação",245.00,461.00,8,8056.00
"edições",284.00,461.00,7,5127.00
"funcionamento",278.00,459.00,13,2256.00
"inscrição",227.00,459.00,9,8135.00
"cinema",287.00,459.00,6,1203.00
"enviar",314.00,459.00,6,5338.00
"equipas",195.00,459.00,7,1169.00
"criar",279.00,458.00,5,6267.00
"ligações",312.00,457.00,8,4812.00
"veja",243.00,457.00,4,5019.00
"funções",217.00,456.00,7,686.00
"literatura",212.00,456.00,10,6424.00
"professores",209.00,456.00,11,616.00
"negócios",312.00,456.00,8,6291.00
"zona",219.00,456.00,4,9650.00
"agora",324.00,456.00,5,5004.00
"Fernandes",213.00,453.00,9,8469.00
"ciclo",197.00,453.00,5,4670.00
"pós",228.00,452.00,3,5699.00
"públicos",290.00,451.00,8,4469.00
"estes",316.00,451.00,5,765.00
"professor",187.00,450.00,9,1937.00
"segunda",258.00,449.00,7,1881.00
"cartão",171.00,449.00,6,3078.00
"branco",274.00,449.00,6,6571.00
"unidade",241.00,448.00,7,8550.00
"bolsas",197.00,448.00,6,549.00
"fórum",265.00,447.00,5,6464.00
"presença",307.00,445.00,8,9537.00
"eu",186.00,445.00,2,9611.00
"regime",176.00,444.00,6,9395.00
"manutenção",213.00,443.00,10,3699.00
"participação",255.00,443.00,12,3344.00
"verde",292.00,443.00,5,5593.00
"grandes",289.00,442.00,7,3277.00
"mensagem",252.00,442.00,8,4878.00
"nós",284.00,442.00,3,4261.00
"modo",280.00,441.00,4,4092.00
"solução",187.00,440.00,7,1585.00
"fase",230.00,438.00,4,2092.00
"textos",238.00,438.00,6,5032.00
"vista",242.00,438.00,5,2841.00
"utilizar",215.00,437.00,8,2260.00
"prémios",324.00,436.00,7,7252.00
"orçamento",191.00,435.00,9,5403.00
"bases",256.00,435.00,5,2283.00
"várias",326.00,434.00,6,2780.00
"escolha",303.00,434.00,7,3035.00
"órgãos",192.00,433.00,6,299.00
"visita",274.00,433.00,6,7186.00
"encontra",299.00,433.00,8,4628.00
"humanos",238.00,432.00,7,1476.00
"faz",287.00,430.00,3,2869.00
"exercício",150.00,430.00,9,2877.00
"disponíveis",303.00,429.00,11,286.00
"santo",189.00,428.00,5,6536.00
"concurso",195.00,427.00,8,5393.00
"multimédia",275.00,426.00,10,6294.00
"nota",279.00,426.00,4,1756.00
"missão",327.00,425.00,6,1052.00
"nem",234.00,425.00,3,2237.00
"estatísticas",278.00,425.00,12,2590.00
"comunicações",254.00,424.00,12,8310.00
"momento",259.00,423.00,7,474.00
"Ricardo",127.00,423.00,7,914.00
"municipais",171.00,422.00,10,7411.00
"encontro",221.00,422.00,8,7861.00
"consulte",316.00,422.00,8,2582.00
"científica",264.00,421.00,10,2712.00
"iniciativas",291.00,420.00,11,7950.00
"instalações",231.00,420.00,11,5960.00
"colaboração",284.00,419.00,11,9505.00
"conteúdo",169.00,417.00,8,7817.00
"futebol",177.00,416.00,7,2273.00
"próximo",291.00,416.00,7,8093.00
"torneios",100.00,416.00,8,1321.00
"competências",206.00,416.00,12,5455.00
"capital",252.00,416.00,7,9273.00
"diferentes",282.00,415.00,10,8323.00
"controlo",201.00,415.00,8,9783.00
"horário",210.00,414.00,7,7452.00
"sul",244.00,414.00,3,9154.00
"homem",206.00,413.00,5,5860.00
"catálogo",208.00,413.00,8,9419.00
"crianças",222.00,413.00,8,481.00
"pinto",219.00,412.00,5,1734.00
"busca",222.00,412.00,5,5864.00
"conferência",167.00,412.00,11,68.00
"associados",256.00,410.00,10,1216.00
"espaços",256.00,410.00,7,72.00
"quatro",249.00,409.00,6,6194.00
"próprio",230.00,409.00,7,8772.00
"junto",249.00,408.00,5,4679.00
"situação",247.00,408.00,8,2339.00
"milhões",157.00,406.00,7,4942.00
