"word","urlcount","totalcount","wordLen","Random Number"
"demande",3110.00,14056.00,7,144.00
"personnes",3739.00,14021.00,9,7471.00
"faire",5144.00,13898.00,5,5167.00
"tous",6220.00,13776.00,4,4886.00
"comme",4603.00,13769.00,5,1948.00
"fait",4131.00,13727.00,4,2152.00
"droit",2587.00,13333.00,5,7025.00
"ainsi",4989.00,13309.00,5,9626.00
"membres",3725.00,13307.00,7,1906.00
"paragraphe",556.00,13180.00,10,2320.00
"importants",10964.00,13098.00,10,8881.00
"cas",3000.00,12910.00,3,7317.00
"santé",3083.00,12674.00,5,3410.00
"notre",5377.00,12571.00,5,924.00
"société",2994.00,12549.00,7,6208.00
"activités",4476.00,12078.00,9,2623.00
"vertu",1502.00,11895.00,5,9944.00
"canadiennes",4642.00,11860.00,11,7736.00
"cours",3937.00,11765.00,5,8532.00
"gestion",3574.00,11629.00,7,1160.00
"ils",3713.00,11547.00,3,9913.00
"soit",2963.00,11402.00,4,2655.00
"sécurité",3326.00,11386.00,8,9677.00
"entre",4129.00,10826.00,5,4208.00
"défense",2551.00,10769.00,7,1789.00
"droits",4185.00,10766.00,6,6834.00
"dont",3770.00,10674.00,4,2508.00
"contactez",9068.00,10591.00,9,6783.00
"deux",3967.00,10569.00,4,487.00
"nationale",4681.00,10550.00,9,2417.00
"afin",4024.00,10437.00,4,6277.00
"toute",2886.00,10352.00,5,8936.00
"leurs",3997.00,10220.00,5,3144.00
"peuvent",3430.00,10191.00,7,2817.00
"organismes",4948.00,9917.00,10,4035.00
"où",3204.00,9856.00,2,7140.00
"sujet",6037.00,9785.00,5,3749.00
"état",3720.00,9777.00,4,3584.00
"données",2987.00,9694.00,7,751.00
"comité",2237.00,9609.00,6,230.00
"transcanadien",880.00,9586.00,13,6201.00
"région",2967.00,9586.00,6,7688.00
"avant",3365.00,9548.00,5,9591.00
"bien",3151.00,9457.00,4,9454.00
"nouvelles",4881.00,9451.00,9,9239.00
"règlements",2443.00,9439.00,10,9771.00
"accès",3759.00,9418.00,5,3673.00
"nom",3078.00,9395.00,3,8805.00
"après",2756.00,9185.00,5,962.00
"doit",2262.00,9054.00,4,8391.00
"règlement",1099.00,9038.00,9,6130.00
"même",3270.00,9032.00,4,3803.00
"nouveau",4308.00,8915.00,7,7589.00
"haut",4389.00,8885.00,4,2220.00
"nord",3164.00,8847.00,4,754.00
"chaque",3326.00,8794.00,6,9449.00
"frais",3309.00,8788.00,5,6087.00
"aussi",4070.00,8589.00,5,1300.00
"selon",2368.00,8559.00,5,5189.00
"dors",115.00,8416.00,4,9113.00
"environnement",3004.00,8411.00,13,2388.00
"produits",2649.00,8336.00,8,290.00
"entreprises",3399.00,8219.00,11,8235.00
"vos",3782.00,8060.00,3,4305.00
"matière",3291.00,8030.00,7,9770.00
"personnels",1670.00,8018.00,10,3197.00
"politiques",3776.00,7917.00,10,3429.00
"compte",2633.00,7909.00,6,1800.00
"politique",3680.00,7904.00,9,1024.00
"montant",1008.00,7903.00,7,8917.00
"moins",2286.00,7885.00,5,3338.00
"nouvelle",4281.00,7817.00,8,9276.00
"affaires",3806.00,7780.00,8,6967.00
"études",2430.00,7754.00,6,1360.00
"secteur",2370.00,7742.00,7,3689.00
"prix",2403.00,7649.00,4,9648.00
"enfants",1833.00,7591.00,7,6438.00
"projets",2905.00,7548.00,7,3080.00
"sep",2179.00,7502.00,3,4532.00
"avoir",2675.00,7482.00,5,3187.00
"revenu",1208.00,7420.00,6,9743.00
"trois",4085.00,7366.00,5,4999.00
"évaluation",2231.00,7330.00,10,9144.00
"régime",1204.00,7315.00,6,5726.00
"obtenir",3559.00,7142.00,7,8694.00
"également",3205.00,7130.00,9,2473.00
"directeur",1693.00,7121.00,9,864.00
"prestations",843.00,7076.00,11,3868.00
"concernant",2736.00,7040.00,10,186.00
"liste",3360.00,6982.00,5,9618.00
"industrie",2142.00,6947.00,9,1301.00
"seulement",2542.00,6895.00,9,2860.00
"sera",2760.00,6876.00,4,3506.00
"quoi",5738.00,6873.00,4,441.00
"mais",2982.00,6807.00,4,4767.00
"nombre",2249.00,6798.00,6,3937.00
"toutes",3259.00,6641.00,6,248.00
"carte",3393.00,6633.00,5,7466.00
"système",2525.00,6624.00,7,470.00
"neuf",5601.00,6559.00,4,9293.00
"terre",3296.00,6551.00,5,9562.00
"membre",1919.00,6539.00,6,2236.00
"je",1540.00,6486.00,2,7643.00
"général",2455.00,6484.00,7,1676.00
"mesures",1871.00,6456.00,7,370.00
"lui",1585.00,6235.00,3,1042.00
"humaines",2683.00,6227.00,8,3495.00
"université",1939.00,6196.00,10,5949.00
"résultats",2098.00,6175.00,9,5984.00
"permis",1451.00,6175.00,6,1606.00
"utilisation",2458.00,6166.00,11,7115.00
"contre",2253.00,6124.00,6,8451.00
"monde",2530.00,6073.00,5,7452.00
"façon",2874.00,6069.00,5,1527.00
"organisation",3652.00,6068.00,12,9637.00
"voir",2222.00,6038.00,4,3142.00
"presse",4015.00,6010.00,6,2014.00
"équipe",2291.00,5996.00,6,7302.00
"entreprise",2105.00,5973.00,10,2198.00
"période",1683.00,5970.00,7,6921.00
"anglais",1683.00,5954.00,7,1850.00
"biens",1056.00,5878.00,5,8822.00
"doivent",2170.00,5877.00,7,7993.00
"Mcgill",1438.00,5876.00,6,9580.00
"chez",2710.00,5863.00,4,9878.00
"groupe",2591.00,5863.00,6,1802.00
"jeunes",2021.00,5851.00,6,6983.00
"près",2776.00,5808.00,4,5480.00
"appel",1555.00,5784.00,5,1977.00
"ici",2783.00,5745.00,3,8066.00
"octobre",2264.00,5732.00,7,763.00
"veuillez",3385.00,5701.00,8,9190.00
"ligne",2846.00,5688.00,5,3698.00
"fondation",1798.00,5668.00,9,711.00
"publique",2132.00,5575.00,8,7577.00
"lorsque",1803.00,5575.00,7,956.00
"valeur",1625.00,5574.00,6,4337.00
"cet",2915.00,5538.00,3,6937.00
"grande",3550.00,5503.00,6,8049.00
"employés",1557.00,5469.00,8,4938.00
"compétences",1684.00,5454.00,11,704.00
"formulaires",3844.00,5404.00,11,3756.00
"téléphone",2155.00,5381.00,9,8110.00
"ouest",2322.00,5380.00,5,1780.00
"financement",2035.00,5365.00,11,9307.00
"président",1439.00,5357.00,9,6548.00
"jusqu",2163.00,5297.00,5,6779.00
"aérienne",1480.00,5294.00,8,4941.00
"novembre",2055.00,5254.00,8,903.00
"territoire",2247.00,5173.00,10,9105.00
"vers",2234.00,5168.00,4,821.00
"propos",3676.00,5149.00,6,4803.00
"éducation",2211.00,5145.00,9,7678.00
"dépenses",1018.00,5139.00,8,8457.00
"plusieurs",2666.00,5136.00,9,7658.00
"déclaration",1353.00,5131.00,11,3504.00
"patrimoine",2036.00,5123.00,10,9973.00
"jours",1821.00,5115.00,5,5169.00
"seront",2387.00,5103.00,6,355.00
"marché",1636.00,5099.00,6,8019.00
"taux",1028.00,5086.00,4,3961.00
"intérêt",1773.00,5062.00,7,80.00
"étudiants",1634.00,5057.00,9,1217.00
"enregistrement",856.00,5044.00,14,2068.00
"médias",2586.00,5037.00,6,136.00
"vue",2417.00,5013.00,3,5315.00
"territoires",2561.00,5005.00,11,4806.00
"autochtones",1291.00,4888.00,11,2985.00
"qualité",2181.00,4839.00,7,5573.00
"apprentissage",1455.00,4834.00,13,3914.00
"normes",1723.00,4820.00,6,7923.00
"musée",1133.00,4806.00,5,5816.00
"enquête",1049.00,4738.00,7,2438.00
"jeunesse",2457.00,4737.00,8,7116.00
"réserve",1138.00,4720.00,7,562.00
"adresse",2210.00,4717.00,7,7162.00
"niveau",2156.00,4713.00,6,8388.00
"organisme",1906.00,4666.00,9,1414.00
"jeux",1231.00,4660.00,4,3440.00
"mesure",1966.00,4655.00,6,9308.00
"poste",2005.00,4648.00,5,8758.00
"elles",2028.00,4632.00,5,464.00
"numéro",1795.00,4628.00,6,1121.00
"alinéa",364.00,4626.00,6,8434.00
"soutien",1991.00,4622.00,7,7367.00
"était",1538.00,4585.00,5,4251.00
"Cdn",3076.00,4579.00,3,7620.00
"partenaires",2763.00,4570.00,11,8537.00
"années",1914.00,4569.00,6,1795.00
"eau",1388.00,4559.00,3,4104.00
"fonction",1862.00,4543.00,8,5690.00
"activité",1872.00,4530.00,8,6764.00
"immobilier",873.00,4519.00,10,4743.00
"laquelle",1353.00,4513.00,8,1739.00
"juin",1736.00,4510.00,4,6846.00
"assurer",2331.00,4505.00,7,8448.00
"prendre",1997.00,4497.00,7,3671.00
"exercice",983.00,4489.00,8,4947.00
"communiqués",2719.00,4452.00,11,6876.00
"salle",3123.00,4442.00,5,3878.00
"agence",1951.00,4411.00,6,5497.00
"offre",2520.00,4403.00,5,6857.00
"examen",1440.00,4393.00,6,2479.00
"britannique",2376.00,4392.00,11,6897.00
"générale",2243.00,4375.00,8,8069.00
"officielles",1864.00,4372.00,11,1058.00
"opérations",1730.00,4366.00,10,2463.00
"septembre",1787.00,4352.00,9,5197.00
"nouveaux",2037.00,4337.00,8,9173.00
"première",2130.00,4315.00,8,9249.00
"pouvez",2127.00,4309.00,6,8339.00
"ordre",1519.00,4304.00,5,4389.00
"certains",2222.00,4303.00,8,1870.00
"ayant",1821.00,4298.00,5,3324.00
"technologie",1954.00,4281.00,11,7489.00
"processus",1738.00,4242.00,9,5720.00
"travaux",1741.00,4240.00,7,564.00
"depuis",2348.00,4231.00,6,6248.00
"celui",1450.00,4229.00,5,6055.00
"ordonnance",328.00,4228.00,10,7817.00
"emplois",1698.00,4173.00,7,7330.00
"ville",2442.00,4152.00,5,8474.00
"notamment",1730.00,4141.00,9,3528.00
"sommes",1757.00,4138.00,6,205.00
"propre",1280.00,4132.00,6,6298.00
"vigueur",1113.00,4101.00,7,7418.00
"Colombie",2303.00,4097.00,8,771.00
"mandat",1628.00,4094.00,6,4533.00
"économique",1774.00,4090.00,10,3542.00
"lorsqu",1334.00,4087.00,6,8345.00
"fédéral",1818.00,4084.00,7,1580.00
"compris",1814.00,4076.00,7,5517.00
"avez",1757.00,4042.00,4,7429.00
"effet",1529.00,4042.00,5,8506.00
"conformément",856.00,4021.00,12,9596.00
"ceux",1928.00,4020.00,4,4856.00
"travailleurs",1140.00,4009.00,12,2214.00
"employeurs",1560.00,3976.00,10,8762.00
"neuve",2296.00,3974.00,5,1735.00
"lors",1950.00,3971.00,4,8243.00
"objectifs",1611.00,3954.00,9,967.00
"panneaux",303.00,3954.00,8,3290.00
"établissement",1251.00,3929.00,13,2990.00
"groupes",1979.00,3922.00,7,5908.00
"besoin",2415.00,3911.00,6,6142.00
"régions",1999.00,3889.00,7,9200.00
"publiques",2444.00,3880.00,9,2060.00
"besoins",1851.00,3879.00,7,6347.00
"dernière",3131.00,3869.00,8,3049.00
"produit",1469.00,3864.00,7,5714.00
"juge",586.00,3858.00,4,7012.00
"sentiers",433.00,3856.00,8,5771.00
"appui",2431.00,3848.00,5,1597.00
"fournir",1844.00,3840.00,7,7048.00
"sociétés",2127.00,3821.00,8,3614.00
"pavillons",438.00,3818.00,9,4209.00
"paiement",874.00,3814.00,8,662.00
"responsable",1728.00,3808.00,11,2366.00
"histoire",1918.00,3797.00,8,7090.00
"formulaire",1641.00,3781.00,10,5956.00
"étude",1257.00,3775.00,5,6640.00
"énergie",1562.00,3749.00,7,894.00
"écosse",2381.00,3699.00,6,5375.00
"juillet",1438.00,3685.00,7,8136.00
"suivants",1795.00,3683.00,8,3762.00
"femmes",1164.00,3674.00,6,4960.00
"faune",1296.00,3666.00,5,1530.00
"commentaires",2824.00,3658.00,12,6322.00
"bureaux",2465.00,3650.00,7,3841.00
"états",1493.00,3607.00,5,4587.00
"demandes",1461.00,3582.00,8,3214.00
"informations",2306.00,3567.00,12,7173.00
"très",1822.00,3560.00,4,8575.00
"conseils",1912.00,3524.00,8,1022.00
"objet",1237.00,3519.00,5,6689.00
"électronique",1606.00,3517.00,12,3614.00
"trouver",1999.00,3514.00,7,6687.00
"statistiques",1896.00,3506.00,12,4938.00
"recherches",1902.00,3499.00,10,6442.00
"fédérale",1207.00,3498.00,8,788.00
"militaire",1387.00,3481.00,9,8046.00
"réseau",1790.00,3479.00,6,421.00
"planification",1657.00,3476.00,13,7157.00
"prestation",905.00,3469.00,10,1050.00
"moyen",1840.00,3457.00,5,8836.00
"domaine",1697.00,3431.00,7,3237.00
"analyse",1621.00,3416.00,7,6218.00
"contenu",1492.00,3405.00,7,1216.00
"carrières",2089.00,3388.00,9,5078.00
"particuliers",2170.00,3361.00,12,9988.00
"exemple",1598.00,3351.00,7,9200.00
"copie",861.00,3344.00,5,9312.00
"fonctions",1002.00,3339.00,9,9203.00
"athlètes",725.00,3338.00,8,5939.00
"télécopieur",1250.00,3318.00,11,5057.00
"visant",1586.00,3317.00,6,4673.00
"permet",1900.00,3306.00,6,5933.00
"auprès",1685.00,3304.00,6,8524.00
"savoir",2045.00,3302.00,6,3248.00
"suivant",1474.00,3300.00,7,9788.00
"responsabilité",1346.00,3298.00,14,5518.00
"situé",510.00,3285.00,5,7060.00
"particulier",1213.00,3282.00,11,880.00
"décret",337.00,3242.00,6,9565.00
"Lepage",908.00,3237.00,6,5058.00
"termes",1092.00,3229.00,6,5647.00
"rôle",1752.00,3220.00,4,6973.00
"utiliser",1687.00,3219.00,8,704.00
"mettre",1757.00,3213.00,6,4541.00
"décembre",1389.00,3212.00,8,932.00
"école",1541.00,3210.00,5,4250.00
"régionaux",2052.00,3201.00,9,2261.00
"aperçu",2158.00,3196.00,6,8483.00
"annuel",1444.00,3190.00,6,9379.00
"carrière",1587.00,3188.00,8,467.00
"intérêts",978.00,3187.00,8,3040.00
"cela",1459.00,3183.00,4,5147.00
"donné",1178.00,3183.00,5,7708.00
"nécessaires",1379.00,3161.00,11,2973.00
"communiquer",1836.00,3149.00,11,3476.00
"secteurs",1260.00,3138.00,8,2416.00
"gouverneur",711.00,3137.00,10,395.00
"contrôle",1271.00,3128.00,8,9753.00
"outils",1954.00,3113.00,6,2568.00
"preuve",1009.00,3108.00,6,7087.00
"langue",1248.00,3107.00,6,349.00
"événements",1751.00,3097.00,10,5354.00
"cinq",1626.00,3091.00,4,7633.00
"vente",961.00,3087.00,5,7736.00
"mis",1799.00,3078.00,3,5987.00
"bibliothèque",1293.00,3075.00,12,4435.00
"foire",2604.00,3070.00,5,7282.00
"ministres",1715.00,3068.00,9,6872.00
"sauf",951.00,3051.00,4,6791.00
"tél",842.00,3044.00,3,4197.00
"disponible",2062.00,3042.00,10,6462.00
"retraite",679.00,3040.00,8,5470.00
"famille",1417.00,3039.00,7,5201.00
"sein",1582.00,3036.00,4,9750.00
"création",2011.00,3025.00,8,2115.00
"êtes",2138.00,3023.00,4,2265.00
"enfant",649.00,3021.00,6,3696.00
"suivantes",1410.00,3018.00,9,5673.00
"prêts",708.00,3006.00,5,7233.00
"certaines",1683.00,3004.00,9,2359.00
"pratiques",1695.00,3001.00,9,2557.00
"employeur",617.00,2977.00,9,3925.00
"communauté",1648.00,2976.00,10,2042.00
"janvier",1312.00,2965.00,7,3631.00
"forme",1322.00,2963.00,5,4000.00
"consulter",2034.00,2956.00,9,8463.00
"grâce",1674.00,2948.00,5,2880.00
"économie",1200.00,2933.00,8,5915.00
"communiqué",929.00,2933.00,10,3524.00
"éléments",1280.00,2931.00,8,9715.00
"avons",1251.00,2923.00,5,9645.00
"établir",1769.00,2918.00,7,441.00
"endroit",2155.00,2908.00,7,776.00
"connexes",2120.00,2904.00,8,4208.00
"quatre",1672.00,2903.00,6,4671.00
"publics",1369.00,2873.00,7,8861.00
"changements",1347.00,2864.00,11,9264.00
"devant",1041.00,2863.00,6,4055.00
"diversité",1689.00,2843.00,9,4599.00
"matériel",1159.00,2841.00,8,9717.00
"valeurs",993.00,2839.00,7,2931.00
"terme",1312.00,2836.00,5,4938.00
"certificat",593.00,2834.00,10,1395.00
"relativement",878.00,2833.00,12,7318.00
"divulgation",2105.00,2833.00,11,9376.00
"institut",1125.00,2832.00,8,3278.00
"employé",728.00,2829.00,7,1545.00
"privée",1371.00,2815.00,6,9055.00
"pêche",470.00,2811.00,5,7078.00
"sujets",2213.00,2806.00,6,7138.00
"nécessaire",1443.00,2801.00,10,1149.00
"objectif",1418.00,2795.00,8,2677.00
"naturelles",1375.00,2789.00,10,6523.00
"collectivités",1043.00,2785.00,13,1883.00
"priorités",1363.00,2770.00,9,2159.00
"établissements",956.00,2768.00,14,3163.00
"tant",1693.00,2755.00,4,2689.00
"citoyenneté",1740.00,2728.00,11,7668.00
"investissement",1012.00,2728.00,14,3302.00
"vendre",1020.00,2720.00,6,1884.00
"choix",1537.00,2706.00,5,9318.00
"soient",1333.00,2704.00,6,1632.00
"bienvenue",2066.00,2701.00,9,3393.00
"matières",1546.00,2685.00,8,2571.00
"forêts",1015.00,2671.00,6,8947.00
"entrée",1100.00,2667.00,6,6197.00
"contrat",542.00,2663.00,7,5480.00
"toutefois",1401.00,2661.00,9,7732.00
"sociale",895.00,2656.00,7,2744.00
"partir",1511.00,2637.00,6,3186.00
"génie",844.00,2637.00,5,8548.00
"février",1262.00,2635.00,7,1630.00
"faites",1864.00,2635.00,6,6191.00
"aucun",1195.00,2630.00,5,4302.00
"enseignement",1094.00,2628.00,12,9030.00
"dernier",1416.00,2619.00,7,7049.00
"présenter",1319.00,2619.00,9,540.00
"dépôt",904.00,2617.00,5,7844.00
"alors",1349.00,2615.00,5,194.00
"raison",1310.00,2597.00,6,5873.00
"soins",867.00,2582.00,5,7278.00
"communautés",1096.00,2581.00,11,2933.00
"commissaire",539.00,2579.00,11,540.00
"privé",1443.00,2577.00,5,3736.00
"avait",992.00,2574.00,5,4255.00
"avantages",1424.00,2567.00,9,830.00
"capacité",1127.00,2561.00,8,549.00
"rendre",1245.00,2555.00,6,6427.00
"série",1138.00,2550.00,5,2158.00
"communautaire",898.00,2550.00,13,2289.00
"identité",1822.00,2549.00,8,7874.00
"Sherbrooke",1774.00,2541.00,10,1880.00
"recrutement",1564.00,2534.00,11,928.00
"problèmes",1497.00,2534.00,9,802.00
"vérification",632.00,2532.00,12,2800.00
"militaires",998.00,2531.00,10,6047.00
"laurier",1142.00,2526.00,7,5749.00
"internationales",1348.00,2522.00,15,9710.00
"généraux",1416.00,2512.00,8,2412.00
"déjà",1551.00,2509.00,4,9520.00
"catégorie",682.00,2507.00,9,9036.00
"retour",1809.00,2502.00,6,9021.00
"expérience",1364.00,2501.00,10,5112.00
"recevoir",1101.00,2496.00,8,2232.00
"déterminer",1273.00,2495.00,10,9287.00
"écrit",728.00,2490.00,5,8902.00
"disponibles",1603.00,2476.00,11,7912.00
"bon",1682.00,2473.00,3,5283.00
"maintenant",1596.00,2473.00,10,6305.00
"tenu",1039.00,2465.00,4,8942.00
"officielle",1261.00,2460.00,10,5986.00
"provinciaux",1286.00,2457.00,11,2965.00
"guerre",787.00,2457.00,6,2776.00
"étranger",1174.00,2456.00,8,8613.00
"rendement",853.00,2455.00,9,5131.00
"aucune",1313.00,2446.00,6,5672.00
"changement",1200.00,2437.00,10,7308.00
"règles",754.00,2436.00,6,7056.00
"délai",532.00,2434.00,5,5901.00
"compagnie",565.00,2431.00,9,3876.00
"coûts",906.00,2419.00,5,3839.00
"nationaux",1310.00,2411.00,9,9213.00
"représentant",815.00,2408.00,12,4224.00
"sainte",1449.00,2404.00,6,6959.00
"conférence",1151.00,2396.00,10,642.00
"garde",910.00,2396.00,5,3773.00
"manière",1131.00,2391.00,7,8717.00
"définition",888.00,2386.00,10,3921.00
"crédit",672.00,2386.00,6,8909.00
"offerts",1537.00,2374.00,7,3458.00
"début",1364.00,2355.00,5,6111.00
"celles",1338.00,2343.00,6,3957.00
"terres",435.00,2338.00,6,8655.00
"avenir",1091.00,2335.00,6,8478.00
"agit",1376.00,2331.00,4,5959.00
"texte",1390.00,2326.00,5,7839.00
"reçu",1110.00,2319.00,4,6108.00
"autorité",622.00,2317.00,8,2336.00
"ministères",1156.00,2310.00,10,3579.00
"fournit",1338.00,2307.00,7,996.00
"répondre",1463.00,2305.00,8,787.00
"exécution",656.00,2304.00,9,9151.00
"calcul",522.00,2298.00,6,9495.00
"quelques",1636.00,2296.00,8,4256.00
"étape",1319.00,2290.00,5,122.00
"durée",991.00,2289.00,5,6983.00
"peu",1382.00,2282.00,3,3146.00
"rivière",803.00,2281.00,7,9413.00
"modalités",931.00,2273.00,9,2085.00
"balises",113.00,2268.00,7,2841.00
"systèmes",987.00,2264.00,8,4790.00
"comprend",1358.00,2253.00,8,7798.00
"québécois",803.00,2250.00,9,3583.00
"handicapées",454.00,2239.00,11,4038.00
"gouvernementaux",1257.00,2233.00,15,6792.00
"paiements",489.00,2229.00,9,1703.00
"assemblée",737.00,2225.00,9,2467.00
"gouvernements",1126.00,2225.00,13,7599.00
"croissance",684.00,2217.00,10,996.00
"présentation",1239.00,2213.00,12,8928.00
"législation",1818.00,2211.00,11,3314.00
"offrir",1427.00,2209.00,6,670.00
"stratégique",1033.00,2208.00,11,8464.00
"semaine",1041.00,2205.00,7,184.00
"élaboration",973.00,2181.00,11,4459.00
"voie",1302.00,2176.00,4,9111.00
"royale",908.00,2170.00,6,758.00
"haute",1503.00,2167.00,5,1437.00
"résumé",882.00,2163.00,6,9927.00
"mieux",1375.00,2146.00,5,9320.00
"pouvoirs",529.00,2141.00,8,294.00
"visé",423.00,2139.00,4,8771.00
"pouvoir",1070.00,2138.00,7,2195.00
"chacun",1031.00,2137.00,6,464.00
"parmi",1327.00,2134.00,5,6694.00
"appliquent",752.00,2132.00,10,4014.00
"montants",332.00,2126.00,8,9621.00
"critères",962.00,2125.00,8,1418.00
"risques",768.00,2117.00,7,9928.00
"titulaire",326.00,2116.00,9,88.00
"contient",1273.00,2115.00,8,3035.00
"chapitre",671.00,2113.00,8,2299.00
"comptes",747.00,2109.00,7,5885.00
"responsables",1287.00,2107.00,12,5188.00
"actif",555.00,2104.00,5,9517.00
"visée",410.00,2100.00,5,3977.00
"participer",1330.00,2100.00,10,6781.00
"trésor",732.00,2098.00,6,8233.00
"travailler",1128.00,2092.00,10,384.00
"rémunération",573.00,2092.00,12,2311.00
"recommandations",942.00,2089.00,15,6255.00
"statistique",816.00,2089.00,11,507.00
"confidentialité",1662.00,2083.00,15,8847.00
"puis",911.00,2079.00,4,4848.00
"directement",1227.00,2079.00,11,1368.00
"répertoire",1373.00,2075.00,10,3698.00
"canoë",2011.00,2063.00,5,5162.00
"objets",453.00,2062.00,6,1515.00
"lignes",982.00,2061.00,6,5135.00
"deuxième",1150.00,2060.00,8,5040.00
"familles",850.00,2058.00,8,2488.00
"mot",953.00,2050.00,3,3580.00
"bois",785.00,2035.00,4,9280.00
"permettre",1126.00,2033.00,9,8991.00
"connaissances",1184.00,2029.00,13,5309.00
"donc",1287.00,2029.00,4,1591.00
"pratique",1185.00,2025.00,8,7393.00
"faits",1126.00,2019.00,5,5690.00
"prévisions",465.00,2014.00,10,4823.00
"étaient",900.00,2013.00,7,3434.00
"autorisation",800.00,2007.00,12,73.00
"importante",1479.00,1998.00,10,2986.00
"coût",798.00,1995.00,4,8719.00
"étant",1130.00,1994.00,5,6818.00
"partenariats",782.00,1992.00,12,758.00
"pont",549.00,1988.00,4,1220.00
"traitement",816.00,1987.00,10,4217.00
"transfert",626.00,1987.00,9,2576.00
"postes",846.00,1987.00,6,92.00
"demander",883.00,1976.00,8,5719.00
"faut",1065.00,1975.00,4,3638.00
"municipalité",397.00,1975.00,12,6797.00
"âge",748.00,1970.00,3,3790.00
"internationaux",1200.00,1970.00,14,1033.00
"constitue",1212.00,1962.00,9,8889.00
"tenue",819.00,1959.00,5,9317.00
"banque",803.00,1958.00,6,4657.00
"lequel",972.00,1953.00,6,8526.00
"championnats",398.00,1952.00,12,5146.00
"prévues",578.00,1951.00,7,2102.00
"météo",579.00,1950.00,5,7726.00
"dès",1091.00,1946.00,3,2336.00
"envoyer",1580.00,1946.00,7,6227.00
"Rpc",264.00,1944.00,3,6494.00
"professionnels",1145.00,1944.00,14,2686.00
"échelle",1107.00,1940.00,7,659.00
"paix",929.00,1938.00,4,983.00
"admissibles",665.00,1928.00,11,5503.00
"courrier",838.00,1925.00,8,8829.00
"prévu",688.00,1925.00,5,2252.00
"propriété",817.00,1924.00,9,3091.00
"partenariat",1217.00,1923.00,11,3981.00
"communautaires",882.00,1919.00,14,9816.00
"atlantique",859.00,1919.00,10,6478.00
"mondiale",1040.00,1919.00,8,8362.00
"véhicule",358.00,1917.00,8,2421.00
"réponse",1012.00,1913.00,7,6601.00
"armée",843.00,1913.00,5,3573.00
"éthique",504.00,1911.00,7,1669.00
"maladie",641.00,1909.00,7,6563.00
"inscrit",881.00,1907.00,7,2114.00
"tels",1314.00,1906.00,4,8465.00
"fédéraux",869.00,1899.00,8,8123.00
"anciens",926.00,1893.00,7,978.00
"prévue",579.00,1893.00,6,8766.00
"secrétariat",786.00,1888.00,11,7611.00
"possibilités",1116.00,1888.00,12,43.00
"faite",816.00,1885.00,5,7785.00
"limite",839.00,1871.00,6,5966.00
"amélioration",969.00,1870.00,12,3264.00
"chemin",721.00,1866.00,6,6933.00
"calendrier",1362.00,1865.00,10,5996.00
"procédure",579.00,1863.00,9,9720.00
"ailleurs",1009.00,1862.00,8,6363.00
"portefeuille",1507.00,1860.00,12,1328.00
"suivante",1234.00,1852.00,8,3734.00
"bonne",1193.00,1852.00,5,294.00
"avancée",903.00,1852.00,7,8108.00
"décisions",855.00,1848.00,9,7399.00
"promouvoir",1059.00,1847.00,10,2513.00
