"word","urlcount","totalcount","wordLen","Random Number"
"tokat",290.00,610.00,5,2912.00
"doğal",287.00,609.00,5,8080.00
"İşlemleri",264.00,607.00,9,7426.00
"samsun",348.00,605.00,6,2408.00
"sonucu",294.00,605.00,6,290.00
"mahkeme",94.00,602.00,7,1090.00
"maliye",268.00,599.00,6,5737.00
"murat",269.00,598.00,5,709.00
"olacak",309.00,597.00,6,6007.00
"eğitimi",307.00,592.00,7,9883.00
"sırasında",279.00,591.00,9,4141.00
"çalışmalar",340.00,591.00,10,3506.00
"biri",308.00,591.00,4,5618.00
"yasal",318.00,591.00,5,1832.00
"arası",297.00,591.00,5,5354.00
"kararları",325.00,591.00,9,1046.00
"İdaresi",215.00,590.00,7,2072.00
"şubat",289.00,589.00,5,192.00
"ifade",240.00,588.00,5,404.00
"yetkili",162.00,587.00,7,2949.00
"alınması",187.00,587.00,8,9463.00
"bunların",208.00,586.00,8,6723.00
"ziyaret",337.00,585.00,7,69.00
"hafta",274.00,585.00,5,3871.00
"serbest",253.00,581.00,7,8486.00
"toplu",184.00,581.00,5,8090.00
"bakanliği",173.00,581.00,9,1779.00
"taşra",82.00,580.00,5,2980.00
"general",227.00,580.00,7,4919.00
"açısından",270.00,579.00,9,7431.00
"talep",255.00,576.00,5,8144.00
"doğu",224.00,575.00,4,8733.00
"eskişehir",291.00,574.00,9,8437.00
"hızlı",355.00,574.00,5,3771.00
"İnternet",349.00,574.00,8,3337.00
"planı",276.00,573.00,5,7432.00
"farklı",315.00,572.00,6,4283.00
"açıklaması",65.00,572.00,10,8923.00
"gazi",259.00,571.00,4,609.00
"hiçbir",279.00,570.00,6,9290.00
"kültürel",298.00,569.00,8,964.00
"teklif",148.00,569.00,6,6173.00
"kez",296.00,568.00,3,5463.00
"petrol",158.00,566.00,6,1447.00
"almak",324.00,566.00,5,9873.00
"koruma",234.00,564.00,6,1253.00
"günlük",296.00,564.00,6,1673.00
"numarası",308.00,563.00,8,724.00
"hesap",269.00,559.00,5,3425.00
"kişiler",215.00,557.00,7,8490.00
"uzun",291.00,556.00,4,8911.00
"değişik",191.00,556.00,7,8055.00
"gündem",251.00,556.00,6,7481.00
"yine",317.00,556.00,4,9686.00
"aykırı",105.00,555.00,6,1106.00
"dergi",239.00,553.00,5,9761.00
"işlemleri",216.00,552.00,9,8392.00
"yolu",309.00,550.00,4,2929.00
"yazı",343.00,544.00,4,5756.00
"rehabilitasyon",67.00,542.00,14,9458.00
"mümkün",254.00,540.00,6,3095.00
"süreli",247.00,539.00,6,8798.00
"dolayı",219.00,538.00,6,7240.00
"fotoğraf",299.00,538.00,8,800.00
"sistem",220.00,535.00,6,8960.00
"İçİn",247.00,535.00,4,6803.00
"başbakan",214.00,534.00,8,829.00
"eğİtİm",245.00,533.00,6,2935.00
"sözleşme",125.00,532.00,8,5245.00
"millet",166.00,531.00,6,3669.00
"elektrik",220.00,529.00,8,6205.00
"yatırım",254.00,529.00,7,591.00
"ödeme",193.00,527.00,5,2284.00
"televizyon",251.00,527.00,10,5302.00
"ağır",163.00,524.00,4,9793.00
"sürekli",268.00,521.00,7,1568.00
"bilişim",259.00,518.00,7,494.00
"yapılır",141.00,518.00,7,8079.00
"akademik",278.00,517.00,8,9950.00
"tasarım",407.00,516.00,7,5217.00
"sigorta",149.00,515.00,7,2768.00
"içi",279.00,515.00,3,8897.00
"lütfen",405.00,514.00,6,3187.00
"pasaport",179.00,511.00,8,9652.00
"görüş",278.00,511.00,5,4861.00
"sermaye",175.00,509.00,7,6125.00
"hat",210.00,509.00,3,8460.00
"giren",250.00,508.00,5,5088.00
"yıla",84.00,508.00,4,2948.00
"adına",262.00,508.00,5,8845.00
"bakım",182.00,507.00,5,1445.00
"genç",269.00,506.00,4,87.00
"sahibi",253.00,505.00,6,3609.00
"geliştirme",224.00,503.00,10,750.00
"işlem",227.00,503.00,5,5745.00
"kuruluşların",149.00,502.00,12,430.00
"İçtüzüğün",4.00,501.00,9,2825.00
"beş",194.00,499.00,3,3935.00
"etkin",245.00,499.00,5,5293.00
"kalkınma",229.00,499.00,8,9112.00
"vardır",261.00,498.00,6,4283.00
"element",9.00,496.00,7,5977.00
"yoluyla",215.00,495.00,7,1505.00
"iletişim",269.00,495.00,8,6348.00
"güzel",283.00,494.00,5,8445.00
"arasındaki",238.00,494.00,10,6572.00
"yaşam",320.00,493.00,5,4094.00
"grup",233.00,492.00,4,7319.00
"arşiv",344.00,492.00,5,441.00
"alanı",265.00,492.00,5,5240.00
"değerlendirme",244.00,491.00,13,6627.00
"banka",176.00,490.00,5,1432.00
"eder",210.00,490.00,4,938.00
"üçüncü",182.00,489.00,6,5113.00
"kişinin",169.00,489.00,7,978.00
"yaklaşık",253.00,487.00,8,161.00
"terör",226.00,484.00,5,4006.00
"kaynakları",342.00,484.00,10,9646.00
"gösteren",268.00,482.00,8,166.00
"adlî",40.00,482.00,4,8513.00
"sıra",283.00,481.00,4,1501.00
"teşkilatı",243.00,479.00,9,4285.00
"aydın",295.00,478.00,5,6703.00
"bş",3.00,477.00,2,4453.00
"birim",224.00,474.00,5,149.00
"uşak",175.00,469.00,4,4834.00
"bakanlık",154.00,469.00,8,3508.00
"sık",341.00,468.00,3,5633.00
"iç",185.00,468.00,2,7337.00
"çalışan",248.00,467.00,7,6125.00
"fon",64.00,467.00,3,6881.00
"batı",140.00,465.00,4,6739.00
"çalişma",110.00,464.00,7,1350.00
"önceki",267.00,463.00,6,854.00
"tanıtım",299.00,463.00,7,9282.00
"güneş",262.00,462.00,5,8073.00
"piyango",139.00,461.00,7,7726.00
"dışı",219.00,458.00,4,3985.00
"etkinlikler",335.00,458.00,11,7648.00
"gül",182.00,457.00,3,4538.00
"cevap",172.00,456.00,5,2910.00
"baş",158.00,455.00,3,9338.00
"artık",266.00,455.00,5,4939.00
"toplantısı",239.00,454.00,10,3133.00
"amacı",271.00,454.00,5,2483.00
"mİllİ",151.00,452.00,5,484.00
"buna",223.00,451.00,4,9048.00
"İşletme",179.00,451.00,7,3105.00
"kongre",173.00,450.00,6,782.00
"başkanliği",203.00,450.00,10,6509.00
"sorumlu",204.00,449.00,7,1478.00
"duyuru",230.00,449.00,6,3004.00
"yenİ",195.00,449.00,4,806.00
"şehir",201.00,448.00,5,3303.00
"ürün",195.00,448.00,4,5070.00
"İdare",251.00,448.00,5,8085.00
"sonuçları",315.00,446.00,9,699.00
"kişilerin",171.00,444.00,9,7569.00
"savaş",178.00,443.00,5,8912.00
"vakfı",236.00,443.00,5,1321.00
"zihinsel",31.00,443.00,8,2067.00
"ulaşım",280.00,442.00,6,4589.00
"vermek",217.00,442.00,6,164.00
"doğrudan",177.00,442.00,8,8140.00
"hazırlanan",284.00,442.00,10,8079.00
"aday",160.00,439.00,4,441.00
"osmanlı",240.00,438.00,7,7.00
"yakın",268.00,438.00,5,5803.00
"düzenleme",180.00,437.00,9,7332.00
"yardımcı",237.00,437.00,8,8791.00
"satış",207.00,436.00,5,3013.00
"birlik",153.00,434.00,6,4162.00
"bakımından",163.00,432.00,10,6012.00
"göz",252.00,432.00,3,3182.00
"tabi",190.00,431.00,4,6331.00
"işbirliği",211.00,431.00,9,5952.00
"tür",199.00,430.00,3,9437.00
"değildir",221.00,430.00,8,2639.00
"dalı",67.00,430.00,4,6022.00
"yeterli",212.00,429.00,7,303.00
"toprak",181.00,428.00,6,8340.00
"İlİşkİn",60.00,428.00,7,5714.00
"kıbrıs",118.00,428.00,6,1517.00
"sayısal",184.00,427.00,7,5546.00
"benzeri",163.00,426.00,7,1386.00
"tübİtak",196.00,425.00,7,9635.00
"denetleme",142.00,425.00,9,6114.00
"tarihçe",362.00,422.00,7,5871.00
"sorgulama",271.00,421.00,9,3029.00
"temin",212.00,421.00,5,110.00
"teftİş",10.00,421.00,6,8506.00
"şifre",278.00,420.00,5,9202.00
"diş",256.00,420.00,3,6926.00
"geniş",252.00,418.00,5,6673.00
"yetki",135.00,418.00,5,1310.00
"kullanımı",244.00,417.00,9,564.00
"dernek",124.00,417.00,6,9302.00
"derece",165.00,416.00,6,4235.00
"sağlik",222.00,415.00,6,163.00
"ramazan",157.00,413.00,7,6129.00
"meteoroloji",117.00,412.00,11,444.00
"yönetmeliği",189.00,412.00,11,1198.00
"görevli",165.00,411.00,7,125.00
"acil",242.00,411.00,4,815.00
"vakıf",90.00,410.00,5,6544.00
"teslim",194.00,409.00,6,3138.00
"şikayet",147.00,408.00,7,3243.00
"dili",127.00,408.00,4,500.00
"İngilizce",203.00,408.00,9,673.00
"hiç",227.00,407.00,3,5150.00
"rapor",193.00,406.00,5,6007.00
"başladı",226.00,406.00,7,3899.00
"dört",207.00,406.00,4,2332.00
"ihtiyaç",217.00,405.00,7,9102.00
"satın",167.00,404.00,5,1167.00
"gençlik",229.00,404.00,7,8053.00
"aktif",316.00,404.00,5,6116.00
"harita",266.00,404.00,6,7778.00
"top",151.00,403.00,3,1268.00
"dolayısıyla",191.00,402.00,11,9810.00
"edilmiştir",218.00,402.00,10,9584.00
"teşvik",182.00,401.00,6,1269.00
"verme",163.00,401.00,5,3946.00
"tüzüğü",61.00,400.00,6,7650.00
"erkek",189.00,400.00,5,7192.00
"olmuştur",204.00,399.00,8,5117.00
"tarama",168.00,399.00,6,9701.00
"yani",156.00,399.00,4,4399.00
"örnek",238.00,397.00,5,7753.00
"sayfası",315.00,397.00,7,7508.00
"uygulanır",69.00,397.00,9,5303.00
"usulü",121.00,397.00,5,1902.00
"yorum",145.00,396.00,5,7731.00
"kurumları",241.00,395.00,9,4907.00
"hemen",234.00,395.00,5,1066.00
"mı",182.00,394.00,2,1376.00
"ulaştırma",212.00,394.00,9,518.00
"rağmen",189.00,393.00,6,3430.00
"dışişleri",205.00,392.00,9,2578.00
"askerlik",156.00,392.00,8,5340.00
"hâkim",43.00,392.00,5,4284.00
"ön",208.00,391.00,2,3794.00
"kayıtlı",202.00,390.00,7,4589.00
"mit",19.00,389.00,3,8349.00
"firma",190.00,389.00,5,670.00
"İşler",183.00,388.00,5,63.00
"bankacılık",81.00,387.00,10,5463.00
"şubesi",171.00,386.00,6,4680.00
"doğrultusunda",222.00,386.00,13,3255.00
"belli",212.00,385.00,5,9478.00
"ziraat",256.00,385.00,6,4333.00
"aşağıda",242.00,385.00,7,9233.00
"anayasanın",29.00,384.00,10,8508.00
"alanında",217.00,383.00,8,2282.00
"büyükşehir",152.00,382.00,10,6520.00
"böyle",180.00,381.00,5,7794.00
"gereğince",153.00,381.00,9,2844.00
"koordinasyon",236.00,379.00,12,79.00
"valilik",160.00,379.00,7,1821.00
"edilmiş",192.00,379.00,7,9175.00
"kullanılan",199.00,378.00,10,6980.00
"ajansı",116.00,378.00,6,5613.00
"İçişleri",234.00,378.00,8,7516.00
"yıldan",70.00,377.00,6,6854.00
"afyon",240.00,377.00,5,6663.00
"tescil",145.00,376.00,6,2106.00
"alınarak",179.00,376.00,8,1487.00
"kullanım",247.00,375.00,8,1415.00
"sicil",154.00,375.00,5,4378.00
"soruşturma",83.00,374.00,10,9849.00
"hazır",204.00,374.00,5,3663.00
"korunması",148.00,373.00,9,4287.00
"sağlanması",175.00,373.00,10,9750.00
"yukarıdaki",87.00,372.00,10,581.00
"ilçe",163.00,372.00,4,3594.00
"ordu",251.00,371.00,4,707.00
"oluşan",229.00,371.00,6,8036.00
"işçi",64.00,370.00,4,3485.00
"sözleşmesi",194.00,369.00,10,1787.00
"programları",234.00,366.00,11,5000.00
"şırnak",138.00,365.00,6,6403.00
"birçok",209.00,363.00,6,6169.00
"güven",163.00,363.00,5,8095.00
"malzeme",153.00,362.00,7,384.00
"nİn",124.00,361.00,3,1266.00
"bile",198.00,361.00,4,161.00
"yasama",55.00,361.00,6,7947.00
"yanı",226.00,361.00,4,47.00
"İmar",133.00,361.00,4,1997.00
"dosya",171.00,360.00,5,5393.00
"geç",175.00,358.00,3,4656.00
"sınav",145.00,357.00,5,569.00
"yılmaz",173.00,357.00,6,5681.00
"mahalli",165.00,356.00,7,1605.00
"mühendislik",227.00,356.00,11,4672.00
"olur",191.00,356.00,4,6073.00
"disiplin",99.00,356.00,8,2117.00
"sektör",153.00,355.00,6,8257.00
"yapılmasına",118.00,353.00,11,824.00
"hariç",133.00,352.00,5,9061.00
"bulunmak",170.00,351.00,8,1633.00
"inceleme",122.00,351.00,8,6687.00
"muğla",208.00,350.00,5,8872.00
"önem",211.00,350.00,4,8543.00
"tahsis",142.00,350.00,6,7950.00
"girişi",263.00,350.00,6,3504.00
"yapıldı",167.00,350.00,7,9215.00
"araştırması",66.00,350.00,11,7237.00
"basında",307.00,348.00,7,5383.00
"bölgesel",214.00,347.00,8,5552.00
"çankırı",155.00,346.00,7,4253.00
"diye",173.00,346.00,4,8278.00
"yılda",207.00,346.00,5,3828.00
"kapalı",141.00,346.00,6,6066.00
"müsteşarlığı",143.00,344.00,12,5140.00
"konut",138.00,344.00,5,58.00
"sokak",185.00,344.00,5,2180.00
"fatih",214.00,344.00,5,398.00
"İç",178.00,343.00,2,7452.00
"bağlantılar",285.00,342.00,11,5946.00
"kimya",124.00,342.00,5,258.00
"balıkesir",190.00,341.00,9,4664.00
"çarşamba",209.00,341.00,8,5801.00
"dava",110.00,341.00,4,5712.00
"ermenİ",47.00,341.00,6,7807.00
"hüküm",73.00,341.00,5,3146.00
"sandığı",198.00,340.00,7,3151.00
"gizli",98.00,340.00,5,269.00
"aldığı",226.00,340.00,6,3912.00
"bağ",128.00,339.00,3,258.00
"komisyon",195.00,338.00,8,2404.00
"başarılı",175.00,338.00,8,5904.00
"yapılmış",175.00,338.00,8,6987.00
"katılım",136.00,338.00,7,7313.00
"ülkeler",143.00,337.00,7,5739.00
"biz",205.00,337.00,3,3822.00
"gereği",161.00,337.00,6,8435.00
"açılmasına",30.00,337.00,10,8339.00
"döviz",135.00,335.00,5,3385.00
