"word","urlcount","totalcount","wordLen","Random Number"
"set",902.00,1539.00,3,9702.00
"he",429.00,1535.00,2,3999.00
"two",808.00,1532.00,3,1742.00
"studies",600.00,1523.00,7,9732.00
"were",622.00,1507.00,4,3390.00
"performance",607.00,1498.00,11,7579.00
"forum",541.00,1487.00,5,2913.00
"skills",638.00,1485.00,6,347.00
"day",676.00,1481.00,3,3685.00
"years",777.00,1478.00,5,9910.00
"system",764.00,1458.00,6,6378.00
"parliament",536.00,1448.00,10,6211.00
"food",483.00,1448.00,4,1622.00
"than",769.00,1447.00,4,3170.00
"funding",726.00,1445.00,7,9784.00
"question",318.00,1442.00,8,9876.00
"based",852.00,1442.00,5,2663.00
"external",530.00,1441.00,8,7888.00
"between",746.00,1421.00,7,1020.00
"each",868.00,1417.00,4,2682.00
"fax",790.00,1408.00,3,7962.00
"change",771.00,1407.00,6,9215.00
"central",785.00,1399.00,7,3059.00
"independent",742.00,1399.00,11,9436.00
"executive",690.00,1398.00,9,158.00
"appointments",260.00,1397.00,12,8170.00
"following",920.00,1397.00,9,1657.00
"case",662.00,1396.00,4,1533.00
"strategic",538.00,1392.00,9,5240.00
"young",565.00,1387.00,5,442.00
"documents",762.00,1386.00,9,2267.00
"many",809.00,1385.00,4,8109.00
"well",869.00,1379.00,4,2231.00
"human",413.00,1379.00,5,3424.00
"name",571.00,1378.00,4,9869.00
"projects",768.00,1371.00,8,4832.00
"go",826.00,1369.00,2,871.00
"made",794.00,1364.00,4,3626.00
"march",515.00,1357.00,5,2629.00
"sites",938.00,1354.00,5,6463.00
"July",514.00,1353.00,4,7244.00
"rural",495.00,1349.00,5,6258.00
"transport",579.00,1349.00,9,3015.00
"date",662.00,1344.00,4,5611.00
"Scottish",438.00,1341.00,8,478.00
"good",742.00,1338.00,4,6169.00
"library",611.00,1336.00,7,8136.00
"pm",131.00,1335.00,2,1762.00
"organisation",789.00,1331.00,12,1954.00
"version",814.00,1327.00,7,654.00
"road",626.00,1326.00,4,9696.00
"recruitment",740.00,1320.00,11,4409.00
"select",596.00,1319.00,6,534.00
"paper",499.00,1318.00,5,4649.00
"skip",1171.00,1313.00,4,9011.00
"April",540.00,1313.00,5,8429.00
"Yorkshire",345.00,1312.00,9,7158.00
"range",903.00,1309.00,5,6734.00
"September",525.00,1309.00,9,6834.00
"below",999.00,1309.00,5,4410.00
"making",743.00,1307.00,6,7173.00
"departments",684.00,1305.00,11,2300.00
"opportunities",791.00,1298.00,13,6095.00
"open",735.00,1292.00,4,1142.00
"security",505.00,1288.00,8,5968.00
"document",692.00,1288.00,8,5130.00
"protection",579.00,1287.00,10,4693.00
"force",480.00,1281.00,5,7230.00
"way",797.00,1274.00,3,9333.00
"non",736.00,1272.00,3,825.00
"water",263.00,1272.00,5,2470.00
"statement",771.00,1268.00,9,1240.00
"role",768.00,1267.00,4,206.00
"after",640.00,1265.00,5,9463.00
"party",368.00,1259.00,5,6443.00
"legislation",544.00,1257.00,11,1133.00
"Leeds",198.00,1253.00,5,4713.00
"register",742.00,1252.00,8,271.00
"provides",818.00,1252.00,8,5815.00
"future",782.00,1251.00,6,8393.00
"place",812.00,1249.00,5,8310.00
"high",745.00,1249.00,4,2533.00
"lords",157.00,1242.00,5,9789.00
"jobs",764.00,1236.00,4,8768.00
"Britain",588.00,1232.00,7,8921.00
"across",787.00,1231.00,6,6655.00
"mail",629.00,1229.00,4,1643.00
"Sheffield",177.00,1227.00,9,3239.00
"travel",515.00,1227.00,6,2854.00
"process",687.00,1221.00,7,4403.00
"background",440.00,1220.00,10,9390.00
"court",336.00,1219.00,5,7789.00
"index",772.00,1217.00,5,5810.00
"delivery",483.00,1209.00,8,4460.00
"survey",459.00,1201.00,6,1406.00
"does",670.00,1200.00,4,9019.00
"policing",354.00,1199.00,8,3299.00
"industry",570.00,1198.00,8,640.00
"used",658.00,1193.00,4,1146.00
"advanced",924.00,1192.00,8,4295.00
"disclaimer",1065.00,1189.00,10,5436.00
"meeting",419.00,1186.00,7,5985.00
"like",741.00,1182.00,4,1198.00
"better",588.00,1181.00,6,707.00
"Internet",596.00,1177.00,8,4742.00
"reform",373.00,1176.00,6,240.00
"chief",553.00,1175.00,5,3434.00
"justice",445.00,1175.00,7,6726.00
"complaints",740.00,1174.00,10,7055.00
"united",597.00,1171.00,6,1662.00
"level",648.00,1166.00,5,1024.00
"his",429.00,1162.00,3,7870.00
"action",657.00,1160.00,6,4739.00
"criminal",388.00,1159.00,8,8135.00
"today",554.00,1158.00,5,9445.00
"country",581.00,1152.00,7,6042.00
"technology",508.00,1150.00,10,9641.00
"post",652.00,1148.00,4,6733.00
"contacts",806.00,1148.00,8,2584.00
"st",358.00,1146.00,2,4222.00
"special",679.00,1142.00,7,86.00
"evidence",422.00,1141.00,8,2016.00
"three",709.00,1137.00,5,6455.00
"both",749.00,1136.00,4,9305.00
"June",399.00,1135.00,4,3770.00
"study",441.00,1128.00,5,7243.00
"personal",531.00,1127.00,8,4535.00
"enquiries",742.00,1120.00,9,9299.00
"property",455.00,1119.00,8,3749.00
"black",305.00,1111.00,5,2127.00
"address",710.00,1107.00,7,2743.00
"visit",719.00,1103.00,5,9836.00
"subject",615.00,1102.00,7,2534.00
"own",757.00,1099.00,3,9472.00
"professional",608.00,1095.00,12,9831.00
"economic",509.00,1092.00,8,7049.00
"advisory",389.00,1090.00,8,7874.00
"women",322.00,1089.00,5,9830.00
"faqs",861.00,1089.00,4,103.00
"end",487.00,1077.00,3,8246.00
"against",509.00,1076.00,7,3109.00
"financial",505.00,1073.00,9,1513.00
"partnership",631.00,1071.00,11,5653.00
"great",616.00,1067.00,5,4949.00
"January",451.00,1066.00,7,9803.00
"archive",601.00,1065.00,7,6496.00
"must",544.00,1059.00,4,8661.00
"notes",440.00,1039.00,5,3375.00
"employment",486.00,1039.00,10,8738.00
"then",633.00,1038.00,4,9454.00
"pensions",325.00,1035.00,8,9105.00
"releases",626.00,1035.00,8,4434.00
"needs",656.00,1032.00,5,5418.00
"books",415.00,1029.00,5,9671.00
"assessment",443.00,1027.00,10,517.00
"students",426.00,1023.00,8,627.00
"member",565.00,1023.00,6,5420.00
"region",401.00,1020.00,6,1002.00
"release",407.00,1019.00,7,4163.00
"book",476.00,1019.00,4,8523.00
"sustainable",410.00,1018.00,11,5513.00
"guardian",168.00,1018.00,8,3217.00
"my",385.00,1017.00,2,2102.00
"left",311.00,1013.00,4,760.00
"census",218.00,1009.00,6,6716.00
"vacancies",605.00,1005.00,9,5673.00
"users",510.00,1003.00,5,3033.00
"activities",590.00,1002.00,10,8252.00
"application",460.00,996.00,11,2325.00
"publication",574.00,994.00,11,3212.00
"pension",159.00,991.00,7,3238.00
"include",610.00,989.00,7,9046.00
"asylum",173.00,986.00,6,7780.00
"labour",277.00,983.00,6,6876.00
"introduction",565.00,983.00,12,6183.00
"regulation",303.00,980.00,10,2880.00
"diversity",426.00,979.00,9,8526.00
"college",355.00,970.00,7,108.00
"urban",340.00,969.00,5,2948.00
"park",332.00,968.00,4,619.00
"officers",452.00,967.00,8,1415.00
"state",437.00,959.00,5,7776.00
"emergency",347.00,959.00,9,4629.00
"ensure",622.00,955.00,6,2736.00
"products",496.00,946.00,8,8906.00
"job",595.00,946.00,3,3444.00
"town",365.00,944.00,4,8490.00
"body",563.00,944.00,4,8086.00
"village",270.00,940.00,7,8841.00
"Muslim",161.00,937.00,6,2617.00
"size",268.00,936.00,4,6423.00
"bodies",453.00,936.00,6,1786.00
"benefits",457.00,934.00,8,8766.00
"trade",386.00,931.00,5,4731.00
"English",458.00,931.00,7,5310.00
"assembly",253.00,929.00,8,9913.00
"material",390.00,926.00,8,9974.00
"political",351.00,924.00,9,8598.00
"held",474.00,921.00,4,4467.00
"results",465.00,919.00,7,9012.00
"telephone",594.00,918.00,9,4667.00
"equality",421.00,918.00,8,3079.00
"together",635.00,917.00,8,7932.00
"Eu",378.00,916.00,2,3494.00
"borough",203.00,914.00,7,1582.00
"design",472.00,913.00,6,399.00
"ac",294.00,912.00,2,6098.00
"environmental",470.00,907.00,13,5838.00
"before",564.00,905.00,6,1639.00
"kingdom",490.00,905.00,7,7057.00
"energy",297.00,904.00,6,1139.00
"asked",596.00,903.00,5,4421.00
"know",596.00,901.00,4,4095.00
"every",583.00,897.00,5,6458.00
"re",519.00,892.00,2,4327.00
"much",572.00,890.00,4,3112.00
"title",356.00,889.00,5,7553.00
"want",584.00,889.00,4,4335.00
"February",337.00,886.00,8,3410.00
"interest",570.00,884.00,8,3570.00
"value",416.00,881.00,5,3309.00
"campaign",406.00,881.00,8,3474.00
"royal",392.00,880.00,5,3750.00
"teaching",345.00,879.00,8,6908.00
"institute",334.00,879.00,9,7335.00
"info",576.00,878.00,4,5563.00
"user",444.00,874.00,4,1289.00
"building",559.00,874.00,8,3490.00
"improve",605.00,874.00,7,1777.00
"adobe",279.00,870.00,5,2395.00
"cities",279.00,869.00,6,9473.00
"experience",523.00,866.00,10,3745.00
"Europe",504.00,866.00,6,5328.00
"secretary",429.00,865.00,9,8644.00
"important",619.00,865.00,9,9437.00
"discussion",304.00,864.00,10,6242.00
"article",253.00,863.00,7,6612.00
"border",57.00,863.00,6,2162.00
"next",568.00,855.00,4,614.00
"responsible",637.00,854.00,11,5943.00
"line",558.00,853.00,4,4501.00
"membership",401.00,852.00,10,704.00
"leadership",275.00,851.00,10,7589.00
"appeal",268.00,849.00,6,7797.00
"issue",413.00,849.00,5,8154.00
"second",382.00,846.00,6,7633.00
"journal",281.00,844.00,7,5420.00
"down",434.00,843.00,4,4260.00
"age",377.00,842.00,3,9190.00
"meetings",466.00,841.00,8,8797.00
"county",303.00,838.00,6,3734.00
"without",464.00,836.00,7,4637.00
"code",432.00,834.00,4,9365.00
"summary",394.00,833.00,7,2211.00
"wide",630.00,833.00,4,6018.00
"analysis",395.00,831.00,8,1594.00
"response",450.00,830.00,8,2654.00
"forms",487.00,829.00,5,2506.00
"found",585.00,828.00,5,8845.00
"provided",562.00,825.00,8,1425.00
"major",553.00,824.00,5,2547.00
"give",568.00,823.00,4,6.00
"resource",477.00,818.00,8,1981.00
"money",457.00,816.00,5,7647.00
"market",395.00,814.00,6,3026.00
"return",420.00,809.00,6,3940.00
"week",383.00,807.00,4,4879.00
"risk",406.00,805.00,4,7329.00
"parliamentary",280.00,803.00,13,4625.00
"programmes",449.00,803.00,10,4439.00
"councils",322.00,801.00,8,8055.00
"affairs",394.00,798.00,7,5505.00
"Dec",264.00,798.00,3,3957.00
"awards",340.00,798.00,6,5278.00
"involved",538.00,797.00,8,8258.00
"small",459.00,796.00,5,6385.00
"directory",401.00,796.00,9,2201.00
"corporate",490.00,795.00,9,6308.00
"could",460.00,795.00,5,4917.00
"careers",514.00,794.00,7,8329.00
"voluntary",413.00,791.00,9,4904.00
"maps",357.00,791.00,4,3522.00
"offices",460.00,788.00,7,2797.00
"had",371.00,787.00,3,1257.00
"politics",345.00,785.00,8,8406.00
"higher",318.00,784.00,6,7066.00
"Dr",202.00,783.00,2,7863.00
"padding",24.00,782.00,7,6527.00
"reference",396.00,781.00,9,631.00
"midlands",261.00,780.00,8,1458.00
"policies",510.00,777.00,8,8592.00
"different",498.00,777.00,9,6226.00
"apply",450.00,777.00,5,446.00
"com",359.00,776.00,3,3765.00
"officer",381.00,775.00,7,8474.00
"company",445.00,774.00,7,7279.00
"direct",496.00,772.00,6,8847.00
"changes",450.00,772.00,7,217.00
"private",484.00,771.00,7,2796.00
"aims",542.00,771.00,4,4933.00
"director",367.00,770.00,8,1557.00
"commissioner",230.00,768.00,12,5189.00
"homepage",575.00,768.00,8,9585.00
"race",379.00,766.00,4,8348.00
"websites",493.00,765.00,8,9055.00
"particular",500.00,760.00,10,8198.00
"businesses",407.00,760.00,10,2339.00
"geography",194.00,760.00,9,7566.00
"providing",546.00,753.00,9,4424.00
"knowledge",454.00,752.00,9,2732.00
"tax",293.00,750.00,3,8362.00
"comments",510.00,750.00,8,1505.00
"around",550.00,743.00,6,7337.00
"join",468.00,741.00,4,5486.00
"effective",492.00,738.00,9,6687.00
"fire",199.00,737.00,4,8049.00
"child",354.00,736.00,5,5018.00
"customer",323.00,735.00,8,6070.00
"recent",523.00,734.00,6,7773.00
"primary",427.00,734.00,7,3844.00
"individual",501.00,734.00,10,8921.00
"long",473.00,733.00,4,4832.00
"agencies",483.00,732.00,8,6958.00
"event",395.00,731.00,5,5120.00
"award",258.00,730.00,5,4884.00
"views",447.00,729.00,5,8179.00
"works",444.00,728.00,5,5966.00
"type",344.00,728.00,4,7947.00
"specific",507.00,726.00,8,6266.00
"look",523.00,726.00,4,6954.00
"offers",449.00,725.00,6,2.00
"official",432.00,724.00,8,9978.00
"note",521.00,724.00,4,6007.00
"very",446.00,724.00,4,8451.00
"large",386.00,724.00,5,3330.00
"senior",389.00,723.00,6,5171.00
"word",269.00,723.00,4,4806.00
"Cheshire",172.00,723.00,8,316.00
"benefit",380.00,723.00,7,7509.00
"august",303.00,723.00,6,5409.00
"however",436.00,723.00,7,2507.00
"align",34.00,721.00,5,5576.00
"control",379.00,720.00,7,8691.00
"send",528.00,719.00,4,5712.00
"villages",195.00,716.00,8,9669.00
"print",465.00,715.00,5,6725.00
"procurement",184.00,715.00,11,9710.00
"white",318.00,715.00,5,286.00
"plans",438.00,714.00,5,1839.00
"towns",226.00,714.00,5,1519.00
"communications",405.00,713.00,14,5097.00
"cross",324.00,712.00,5,2577.00
"menu",508.00,712.00,4,3971.00
"request",400.00,711.00,7,9179.00
"disability",325.00,711.00,10,8580.00
"relevant",489.00,709.00,8,6290.00
"aim",476.00,709.00,3,523.00
"decision",361.00,709.00,8,1499.00
"just",479.00,708.00,4,579.00
"whether",423.00,706.00,7,8665.00
"improving",402.00,702.00,9,9506.00
"format",383.00,702.00,6,4464.00
"sport",396.00,701.00,5,8211.00
"reviews",289.00,699.00,7,2648.00
"fund",328.00,698.00,4,6257.00
"frequently",479.00,698.00,10,5645.00
"framework",360.00,697.00,9,3476.00
"culture",396.00,695.00,7,156.00
"her",347.00,695.00,3,7960.00
"courses",275.00,694.00,7,6547.00
"features",349.00,694.00,8,6628.00
"appropriate",404.00,688.00,11,5728.00
"per",267.00,687.00,3,5968.00
"leading",404.00,684.00,7,1022.00
"course",323.00,683.00,6,2691.00
"global",291.00,682.00,6,692.00
"focus",446.00,682.00,5,294.00
"class",229.00,680.00,5,1136.00
"example",356.00,678.00,7,346.00
"medical",299.00,676.00,7,6355.00
"develop",464.00,675.00,7,4475.00
"series",345.00,674.00,6,4459.00
"possible",475.00,673.00,8,3462.00
"currently",533.00,672.00,9,7196.00
"since",458.00,671.00,5,6123.00
"why",438.00,671.00,3,3260.00
"land",282.00,671.00,4,2967.00
"live",425.00,670.00,4,7471.00
"aid",279.00,667.00,3,9761.00
"systems",365.00,666.00,7,6511.00
"impact",368.00,664.00,6,4281.00
"ltd",399.00,663.00,3,8006.00
"refugee",79.00,662.00,7,9928.00
"viewing",519.00,661.00,7,7247.00
"copy",383.00,658.00,4,950.00
"developing",441.00,658.00,10,3917.00
"john",359.00,656.00,4,867.00
"procedure",485.00,655.00,9,3356.00
"update",431.00,654.00,6,4699.00
"includes",453.00,653.00,8,199.00
"constabulary",172.00,652.00,12,5441.00
"reading",249.00,651.00,7,7269.00
"problems",429.00,649.00,8,8139.00
"bulletin",190.00,649.00,8,3230.00
"papers",357.00,646.00,6,1055.00
"call",441.00,644.00,4,6115.00
"foundation",301.00,644.00,10,3775.00
"windows",104.00,642.00,7,2477.00
"disabled",209.00,642.00,8,849.00
"finance",376.00,642.00,7,6130.00
"ministers",326.00,641.00,9,3338.00
"centres",308.00,641.00,7,9372.00
"evaluation",233.00,641.00,10,355.00
"registration",348.00,638.00,12,5076.00
"computer",306.00,638.00,8,7337.00
"cost",317.00,638.00,4,328.00
"language",308.00,638.00,8,4412.00
"jump",188.00,637.00,4,1107.00
"newsletter",400.00,636.00,10,4117.00
"old",382.00,635.00,3,4712.00
"taken",425.00,635.00,5,3749.00
"agreed",187.00,634.00,6,2592.00
"during",457.00,633.00,6,4424.00
"immigration",184.00,631.00,11,6325.00
"regulations",252.00,629.00,11,2467.00
"David",304.00,628.00,5,1279.00
"days",353.00,628.00,4,5610.00
"academic",329.00,627.00,8,7280.00
"four",429.00,627.00,4,7893.00
"approach",360.00,626.00,8,8108.00
"given",423.00,624.00,5,1936.00
"ethnic",277.00,624.00,6,7997.00
"opportunity",448.00,623.00,11,3998.00
"Essex",138.00,623.00,5,7736.00
"Nov",197.00,622.00,3,3228.00
"updates",410.00,622.00,7,9688.00
"able",427.00,622.00,4,4925.00
"cases",278.00,622.00,5,9549.00
"existing",320.00,621.00,8,6037.00
"common",335.00,619.00,6,164.00
"anti",268.00,616.00,4,9632.00
"internal",199.00,615.00,8,1037.00
"accommodation",242.00,612.00,13,4466.00
"rail",241.00,611.00,4,9734.00
"neighbourhood",238.00,610.00,13,951.00
"designed",501.00,610.00,8,4116.00
"above",386.00,609.00,5,3183.00
"minutes",252.00,608.00,7,7819.00
"arts",273.00,608.00,4,4334.00
"committees",301.00,608.00,10,5538.00
