"word","urlcount","totalcount","wordLen","Random Number","Rank"
"Tel",3340.00,5703.00,3,312.00,185
"ohne",2829.00,5544.00,4,8765.00,188
"Album",587.00,5455.00,5,3321.00,192
"Kunden",1873.00,5418.00,6,3517.00,194
"Woche",2105.00,5229.00,5,7122.00,200
"Partner",3497.00,5221.00,7,8042.00,201
"Programm",2754.00,5189.00,8,3176.00,202
"Tcp",153.00,5169.00,3,7095.00,204
"Information",2966.00,5169.00,11,4468.00,204
"ihrer",3243.00,5127.00,5,6241.00,205
"schon",3008.00,5108.00,5,534.00,207
"Cd",1697.00,5036.00,2,8002.00,208
"all",2457.00,5031.00,3,4104.00,209
"presse",3575.00,5024.00,6,7856.00,210
"preis",1654.00,4994.00,5,1986.00,212
"Info",3116.00,4971.00,4,3352.00,214
"neues",1458.00,4946.00,5,3070.00,215
"doch",2389.00,4918.00,4,2310.00,216
"Freizeit",2926.00,4851.00,8,560.00,217
"Informationen",2951.00,4829.00,13,1542.00,219
"gegen",1700.00,4763.00,5,477.00,222
"da",2863.00,4729.00,2,3767.00,223
"Jahre",2379.00,4649.00,5,6712.00,227
"Kultur",2920.00,4634.00,6,4183.00,228
"er",1723.00,4629.00,2,103.00,229
"Telefon",3163.00,4611.00,7,9182.00,230
"wurde",2370.00,4610.00,5,2214.00,231
"weitere",2993.00,4537.00,7,5351.00,233
"wieder",2393.00,4507.00,6,8086.00,236
"Wiener",2047.00,4462.00,6,8344.00,238
"Us",1834.00,4459.00,2,8978.00,239
"Adsl",1296.00,4453.00,4,1160.00,240
"Seite",2917.00,4383.00,5,1253.00,243
"alles",2487.00,4351.00,5,5785.00,244
"Orf",1550.00,4293.00,3,9361.00,248
"Produkte",2753.00,4271.00,8,7301.00,249
"drei",1984.00,4254.00,4,3243.00,251
"ihren",2889.00,4246.00,5,4349.00,252
"verkauf",2865.00,4224.00,7,6359.00,254
"Data",887.00,4220.00,4,7848.00,255
"Forum",2661.00,4201.00,5,9144.00,258
"Co",1977.00,4176.00,2,3914.00,259
"Hilfe",2592.00,4174.00,5,5355.00,260
"zeit",3014.00,4171.00,4,1146.00,261
"weiter",2414.00,4119.00,6,1787.00,263
"neuen",2380.00,4119.00,5,6732.00,263
"Usb",605.00,4117.00,3,5862.00,264
"tage",2508.00,4105.00,4,9543.00,265
"Euro",1889.00,4088.00,4,45.00,266
"war",1806.00,4070.00,3,2978.00,267
"preise",2307.00,4064.00,6,6809.00,268
"immer",2533.00,4048.00,5,4961.00,270
"Startseite",2591.00,4007.00,10,4303.00,272
"deutsch",1727.00,3997.00,7,5513.00,274
"finden",2831.00,3988.00,6,8816.00,275
"Kinder",1634.00,3966.00,6,5524.00,276
"Jahr",2169.00,3952.00,4,9893.00,278
"drucken",3687.00,3943.00,7,7364.00,280
"unsere",2651.00,3928.00,6,1038.00,281
"sowie",2203.00,3925.00,5,2478.00,282
"inkl",1313.00,3899.00,4,5062.00,284
"eines",1945.00,3896.00,5,969.00,285
"Provider",1936.00,3884.00,8,8075.00,286
"pro",1827.00,3864.00,3,6704.00,287
"gibt",2372.00,3859.00,4,3058.00,288
"seit",2545.00,3857.00,4,7726.00,289
"Poker",580.00,3800.00,5,8714.00,290
"zwei",2349.00,3784.00,4,9101.00,291
"Sport",1966.00,3757.00,5,8033.00,292
"Adresse",1615.00,3727.00,7,5001.00,295
"Anmeldung",2027.00,3703.00,9,5441.00,296
"Donnerstag",2495.00,3699.00,10,2212.00,297
"Linz",955.00,3646.00,4,4281.00,300
"jetzt",2311.00,3633.00,5,7898.00,301
"damit",2479.00,3613.00,5,9950.00,302
"Archiv",2502.00,3597.00,6,2215.00,304
"soll",2170.00,3580.00,4,4973.00,307
"Sony",682.00,3571.00,4,3806.00,308
"Team",1950.00,3566.00,4,4723.00,309
"neu",2108.00,3558.00,3,6625.00,310
"registrieren",2809.00,3534.00,12,7976.00,311
"Dr",1418.00,3529.00,2,6467.00,312
"ende",1837.00,3516.00,4,3989.00,313
"verkehr",2495.00,3514.00,7,3250.00,314
"aber",1790.00,3496.00,4,3645.00,315
"Stadt",1606.00,3406.00,5,2407.00,317
"Bilder",2109.00,3399.00,6,2331.00,318
"kaufen",1213.00,3381.00,6,1824.00,319
"fragen",2469.00,3381.00,6,966.00,319
"Abholung",245.00,3371.00,8,7956.00,320
"seine",2007.00,3368.00,5,4912.00,321
"beim",1891.00,3368.00,4,513.00,321
"Ip",1555.00,3362.00,2,5841.00,322
"Minuten",950.00,3313.00,7,7921.00,323
"Stunden",1102.00,3300.00,7,2466.00,324
"ca",1256.00,3298.00,2,7200.00,325
"Club",2075.00,3291.00,4,832.00,326
"einfach",1745.00,3268.00,7,7597.00,327
"du",1085.00,3265.00,2,6506.00,328
"Website",1785.00,3255.00,7,7910.00,330
"österreichischen",1649.00,3254.00,16,4903.00,331
"Kino",1390.00,3252.00,4,6449.00,333
"ja",1042.00,3245.00,2,4601.00,334
"live",1682.00,3201.00,4,2789.00,336
"Themen",1773.00,3194.00,6,8944.00,337
"möglich",1455.00,3192.00,7,8331.00,338
"heute",1829.00,3191.00,5,918.00,339
"Eu",1041.00,3159.00,2,921.00,341
"dabei",2195.00,3115.00,5,3336.00,343
"ihrem",2245.00,3110.00,5,4190.00,344
"zwischen",1925.00,3096.00,8,2712.00,345
"Angebote",1901.00,3070.00,8,5107.00,346
"nun",1992.00,3060.00,3,2777.00,347
"Musik",1595.00,3041.00,5,5825.00,348
"Center",1718.00,3041.00,6,7006.00,348
"Titel",1333.00,3036.00,5,1811.00,349
"zurück",2356.00,3022.00,6,1985.00,351
"diesem",2075.00,2995.00,6,9009.00,353
"Toto",379.00,2977.00,4,1795.00,356
"Tag",1751.00,2946.00,3,450.00,358
"anzeigen",2109.00,2945.00,8,988.00,359
"Welt",2073.00,2899.00,4,5029.00,362
"sehr",1474.00,2870.00,4,3762.00,364
"billig",453.00,2847.00,6,3420.00,365
"Bewertungen",175.00,2844.00,11,2906.00,367
"Thema",1976.00,2836.00,5,9965.00,368
"bietet",2147.00,2820.00,6,8107.00,369
"Photos",242.00,2816.00,6,6242.00,370
"Versand",671.00,2793.00,7,9013.00,374
"kein",1961.00,2770.00,4,2481.00,376
"Energie",1171.00,2765.00,7,4537.00,377
"Ort",1570.00,2749.00,3,6354.00,379
"per",1687.00,2748.00,3,8686.00,380
"bereits",1907.00,2737.00,7,9855.00,382
"Artikel",1308.00,2726.00,7,4295.00,384
"also",1753.00,2725.00,4,3175.00,385
"Version",1579.00,2719.00,7,6194.00,387
"Faq",2019.00,2719.00,3,3950.00,387
"Werbung",1958.00,2671.00,7,7533.00,388
"ob",1528.00,2652.00,2,3547.00,389
"diesen",1689.00,2651.00,6,5101.00,390
"aktuell",1766.00,2624.00,7,9460.00,393
"Note",250.00,2608.00,4,5242.00,394
"Oktober",1592.00,2604.00,7,1856.00,395
"Spiel",1461.00,2602.00,5,554.00,396
"normal",469.00,2602.00,6,4932.00,396
"mag",1213.00,2599.00,3,4376.00,397
"kommt",1738.00,2590.00,5,3369.00,399
"Ausland",1562.00,2574.00,7,7332.00,401
"ganz",1871.00,2573.00,4,8786.00,402
"dies",1391.00,2561.00,4,7680.00,405
"seiner",1534.00,2553.00,6,4076.00,408
"dieses",1687.00,2550.00,6,3500.00,409
"geht",1848.00,2541.00,4,9037.00,410
"aktuelles",1993.00,2538.00,9,4880.00,411
"Kb",581.00,2533.00,2,3797.00,412
"andere",1736.00,2528.00,6,2363.00,413
"habe",1159.00,2525.00,4,5153.00,414
"ins",1742.00,2518.00,3,4983.00,415
"Krone",743.00,2513.00,5,6747.00,416
"geben",1901.00,2504.00,5,9755.00,417
"wer",1563.00,2494.00,3,6839.00,419
"User",1525.00,2492.00,4,8087.00,420
"selbst",1626.00,2489.00,6,1264.00,421
"recht",1472.00,2488.00,5,4268.00,422
"Mb",871.00,2482.00,2,9356.00,423
"Handy",1014.00,2472.00,5,6871.00,424
"erhalten",1710.00,2471.00,8,2428.00,425
"bestellen",1461.00,2465.00,9,6010.00,426
"allen",1936.00,2448.00,5,1284.00,429
"mobil",1620.00,2443.00,5,5539.00,430
"Deutschland",1388.00,2408.00,11,8598.00,436
"dazu",1764.00,2401.00,4,6177.00,437
"Marketing",1543.00,2393.00,9,1661.00,438
"mich",1202.00,2392.00,4,2672.00,439
"anderen",1546.00,2391.00,7,8881.00,440
"Windows",771.00,2389.00,7,6878.00,441
"mir",1091.00,2388.00,3,5816.00,442
"Text",841.00,2380.00,4,1591.00,443
"Beiträge",780.00,2355.00,8,3011.00,447
"Telekommunikation",1511.00,2352.00,17,5718.00,448
"Adressen",1525.00,2351.00,8,3437.00,449
"Pentium",192.00,2351.00,7,389.00,449
"Innsbruck",817.00,2344.00,9,1963.00,452
"mal",1324.00,2338.00,3,796.00,453
"dafür",1765.00,2333.00,5,9122.00,454
"gratis",1585.00,2329.00,6,8458.00,455
"Jahren",1570.00,2326.00,6,1244.00,456
"Hall",542.00,2323.00,4,5965.00,457
"welche",1397.00,2307.00,6,5553.00,461
"Technik",1671.00,2303.00,7,8254.00,463
"Hp",233.00,2302.00,2,8491.00,464
"tagen",963.00,2285.00,5,7750.00,467
"Pixel",183.00,2277.00,5,4892.00,469
"Isbn",245.00,2272.00,4,9349.00,471
"sofort",1413.00,2266.00,6,3565.00,472
"Media",1427.00,2264.00,5,6996.00,473
"Lotto",394.00,2261.00,5,4820.00,475
"Kult",1225.00,2259.00,4,7182.00,476
"viel",1600.00,2251.00,4,7942.00,477
"Medien",1469.00,2235.00,6,4745.00,481
"Zeitung",1648.00,2231.00,7,7516.00,482
"Details",1230.00,2230.00,7,8061.00,483
"Verfügung",1543.00,2228.00,9,657.00,484
"Roulette",545.00,2217.00,8,6720.00,486
"Prozent",799.00,2216.00,7,6024.00,487
"Hotel",920.00,2209.00,5,3555.00,488
"Leistungen",1253.00,2205.00,10,3925.00,489
"Bestellung",1038.00,2195.00,10,4513.00,491
"Foto",1110.00,2192.00,4,5726.00,492
"rund",1532.00,2173.00,4,3080.00,494
"Art",1178.00,2170.00,3,7246.00,495
"Navigation",1744.00,2162.00,10,5069.00,496
"direkt",1681.00,2155.00,6,5544.00,497
"aktuelle",1699.00,2139.00,8,1233.00,498
"gilt",1011.00,2129.00,4,7219.00,499
"Management",1151.00,2124.00,10,2422.00,500
"international",1257.00,2121.00,13,6341.00,502
"Netzwerk",1337.00,2115.00,8,147.00,504
"je",1360.00,2109.00,2,2087.00,505
"Abs",600.00,2108.00,3,8842.00,506
"Kabel",1005.00,2105.00,5,594.00,507
"reisen",1242.00,2096.00,6,8519.00,509
"Wirtschaft",1415.00,2093.00,10,1464.00,510
"spiele",1116.00,2081.00,6,8840.00,511
"Nachrichten",909.00,2080.00,11,2888.00,512
"Linie",232.00,2069.00,5,6749.00,515
"Dienste",1267.00,2067.00,7,5611.00,516
"Inhalte",1084.00,2062.00,7,4158.00,517
"weg",1606.00,2061.00,3,6380.00,518
"Ddr",135.00,2053.00,3,365.00,519
"Bereich",1340.00,2047.00,7,9204.00,521
"Fr",730.00,2033.00,2,2222.00,523
"Haus",1178.00,2029.00,4,2760.00,524
"Guru",132.00,2029.00,4,5094.00,524
"sei",862.00,2024.00,3,1811.00,525
"Sa",567.00,2024.00,2,7873.00,525
"technische",1121.00,2017.00,10,420.00,527
"österreichische",1363.00,2008.00,15,4827.00,528
"kosten",941.00,2003.00,6,7309.00,530
"Montag",1051.00,2002.00,6,655.00,531
"Strom",844.00,1997.00,5,4248.00,533
"Tipps",1165.00,1990.00,5,3348.00,535
"Jobs",1692.00,1968.00,4,8826.00,538
"leben",1338.00,1965.00,5,3670.00,539
"steht",1570.00,1955.00,5,7966.00,542
"Datum",1179.00,1948.00,5,2488.00,543
"St",935.00,1946.00,2,3431.00,544
"New",816.00,1946.00,3,3084.00,544
"Netz",1181.00,1934.00,4,2644.00,545
"max",385.00,1928.00,3,8691.00,546
"Nachnahme",105.00,1926.00,9,6289.00,547
"Kunde",489.00,1922.00,5,2024.00,548
"Geld",1193.00,1921.00,4,6258.00,549
"Start",1422.00,1916.00,5,9268.00,551
"Edv",873.00,1912.00,3,3333.00,552
"Geschichte",1189.00,1906.00,10,3398.00,554
"Link",805.00,1895.00,4,7580.00,556
"Slot",556.00,1876.00,4,9483.00,561
"Termine",1260.00,1871.00,7,9735.00,562
"Meinungen",169.00,1871.00,9,6902.00,562
"Star",1020.00,1869.00,4,4240.00,563
"rechte",1377.00,1860.00,6,3605.00,564
"Firma",1057.00,1859.00,5,5462.00,565
"englisch",524.00,1849.00,8,142.00,566
"plus",905.00,1846.00,4,7254.00,567
"Inhalt",1214.00,1844.00,6,2083.00,568
"teil",1221.00,1832.00,4,2956.00,570
"wo",1198.00,1830.00,2,2563.00,571
"Gb",552.00,1819.00,2,1143.00,572
"schnell",1093.00,1813.00,7,5007.00,573
"garantiert",707.00,1812.00,10,9315.00,574
"Wasser",1006.00,1810.00,6,6179.00,575
"klicken",915.00,1808.00,7,324.00,576
"jedoch",1133.00,1807.00,6,7873.00,577
"Canon",110.00,1807.00,5,3093.00,577
"gut",1049.00,1806.00,3,8496.00,578
"viele",1310.00,1801.00,5,3692.00,580
"ftp",930.00,1801.00,3,4439.00,580
"Leser",1412.00,1796.00,5,2805.00,581
"insbesondere",753.00,1793.00,12,7150.00,582
"machen",1256.00,1788.00,6,7940.00,585
"analog",625.00,1783.00,6,6195.00,586
"stehen",1497.00,1774.00,6,5007.00,589
"Graz",765.00,1773.00,4,3009.00,590
"September",1062.00,1771.00,9,3650.00,591
"Möglichkeit",1378.00,1770.00,11,3193.00,592
"nutzen",1287.00,1767.00,6,6315.00,593
"Freitag",943.00,1763.00,7,8621.00,595
"Isp",560.00,1761.00,3,5073.00,596
"verbunden",1032.00,1754.00,9,395.00,597
"wollen",1266.00,1754.00,6,4968.00,597
"Chat",961.00,1754.00,4,2944.00,597
"seinen",1271.00,1750.00,6,610.00,598
"erst",1326.00,1747.00,4,6254.00,599
"fast",1338.00,1746.00,4,8602.00,600
"Dezember",992.00,1743.00,8,1427.00,601
"Bild",960.00,1743.00,4,366.00,601
"Datenschutz",1388.00,1734.00,11,7075.00,602
"kauf",1417.00,1732.00,4,4328.00,603
"Radio",849.00,1729.00,5,8605.00,604
"sondern",1221.00,1723.00,7,5443.00,606
"aller",1304.00,1718.00,5,3267.00,607
"etc",1183.00,1705.00,3,2976.00,609
"Buch",1021.00,1705.00,4,2826.00,609
"Tarife",1172.00,1703.00,6,4945.00,610
"lesen",1147.00,1700.00,5,5046.00,611
"gemacht",922.00,1697.00,7,8031.00,612
"essen",1000.00,1693.00,5,5734.00,613
"meine",898.00,1691.00,5,955.00,614
"Finder",334.00,1685.00,6,3451.00,615
"hatte",986.00,1683.00,5,6014.00,616
"Fall",931.00,1674.00,4,2921.00,618
"Wochen",937.00,1665.00,6,9308.00,619
"unser",1290.00,1662.00,5,4566.00,620
"sicher",1223.00,1659.00,6,4135.00,621
"Beratung",1316.00,1658.00,8,4123.00,622
"daher",1136.00,1657.00,5,3015.00,623
"Karriere",1267.00,1653.00,8,7549.00,624
"Bücher",728.00,1649.00,6,5960.00,625
"Geizhals",494.00,1648.00,8,5664.00,626
"sollte",1073.00,1647.00,6,4940.00,627
"Frau",1119.00,1646.00,4,6087.00,628
"vergessen",1486.00,1645.00,9,9942.00,629
"Immobilien",1320.00,1645.00,10,452.00,629
"nichts",1166.00,1645.00,6,1199.00,629
"Port",239.00,1639.00,4,1973.00,631
"sollten",1148.00,1637.00,7,8311.00,632
"jeder",1217.00,1637.00,5,7732.00,632
"unserer",1218.00,1636.00,7,3681.00,633
"Microsoft",666.00,1633.00,9,2537.00,634
"Steiermark",1201.00,1629.00,10,2636.00,635
"während",1243.00,1628.00,7,3510.00,636
"frage",1005.00,1626.00,5,3335.00,637
"unseren",1325.00,1618.00,7,4349.00,639
"Geschäftsbedingungen",951.00,1613.00,20,791.00,640
"deren",1025.00,1609.00,5,2521.00,642
"oben",1401.00,1606.00,4,5417.00,644
"auswählen",1451.00,1604.00,9,5650.00,645
"via",906.00,1603.00,3,3091.00,646
"Veranstaltungen",1122.00,1600.00,15,4910.00,647
"Erfolg",904.00,1599.00,6,5537.00,648
"Kfz",1344.00,1590.00,3,7040.00,651
"Horoskop",1281.00,1588.00,8,1597.00,652
"Anbieter",880.00,1588.00,8,4649.00,652
"Land",1074.00,1584.00,4,765.00,653
"ersten",1136.00,1583.00,6,2541.00,654
"Angebot",1090.00,1578.00,7,8464.00,656
"suchen",1283.00,1577.00,6,9233.00,657
"Händler",426.00,1573.00,7,9165.00,658
"macht",1160.00,1568.00,5,9294.00,662
"Sicherheit",960.00,1565.00,10,5572.00,663
"stellen",1212.00,1561.00,7,4720.00,664
"Verantwortung",1101.00,1558.00,13,1518.00,665
"Bewertung",582.00,1554.00,9,3480.00,666
"Peter",1042.00,1554.00,5,2330.00,666
"zoom",189.00,1551.00,4,4733.00,667
"eigene",1200.00,1551.00,6,1110.00,667
"fahren",485.00,1551.00,6,2397.00,667
"band",947.00,1540.00,4,2692.00,668
"senden",1143.00,1537.00,6,7713.00,669
"deine",859.00,1533.00,5,2373.00,670
"etwas",1032.00,1524.00,5,2527.00,671
"bieten",1236.00,1521.00,6,8056.00,672
"Chronik",968.00,1519.00,7,9978.00,673
"super",408.00,1518.00,5,2258.00,674
"Access",747.00,1510.00,6,8838.00,675
"real",495.00,1509.00,4,8196.00,676
"Feedback",927.00,1507.00,8,7478.00,677
"dort",1087.00,1506.00,4,8168.00,678
"sieben",1066.00,1504.00,6,8853.00,679
"Zukunft",1175.00,1502.00,7,3840.00,680
"anmelden",1014.00,1499.00,8,7557.00,681
"wurden",981.00,1498.00,6,7420.00,682
"Party",769.00,1495.00,5,7107.00,684
"Registrierung",923.00,1485.00,13,7680.00,686
"Design",924.00,1481.00,6,5512.00,687
"Browser",1037.00,1481.00,7,2747.00,687
"frei",1120.00,1478.00,4,7310.00,688
"Nutzung",701.00,1477.00,7,796.00,689
"Infrastruktur",885.00,1476.00,13,8455.00,690
"gerne",1186.00,1476.00,5,1993.00,690
"willkommen",1207.00,1475.00,10,5010.00,691
"Font",39.00,1469.00,4,5985.00,693
"Meldung",500.00,1469.00,7,1384.00,693
"Linux",635.00,1467.00,5,8555.00,694
"Verlag",354.00,1466.00,6,7404.00,695
"Benutzer",597.00,1457.00,8,353.00,697
"weil",796.00,1456.00,4,7634.00,698
"Wetter",1247.00,1451.00,6,6337.00,699
"natürlich",1128.00,1449.00,9,3788.00,700
"Fotos",871.00,1448.00,5,1515.00,701
"verbundene",766.00,1445.00,10,3638.00,703
"Tools",793.00,1439.00,5,9351.00,704
"erste",1049.00,1439.00,5,9161.00,704
"Monat",732.00,1439.00,5,365.00,704
"automatisch",1192.00,1437.00,11,4934.00,705
"Projekte",1074.00,1436.00,8,9451.00,706
"Rock",846.00,1432.00,4,1985.00,709
"statt",1005.00,1431.00,5,4515.00,710
"Lcd",167.00,1430.00,3,289.00,711
"Backup",420.00,1430.00,6,764.00,711
"Theater",617.00,1429.00,7,9787.00,712
"folgende",1119.00,1429.00,8,8878.00,712
"Mittwoch",690.00,1429.00,8,7641.00,712
"Europa",898.00,1428.00,6,3091.00,713
"Rahmen",846.00,1427.00,6,9864.00,714
"Job",944.00,1426.00,3,1010.00,715
"gute",936.00,1424.00,4,5709.00,716
"betrieb",996.00,1423.00,7,9972.00,717
"letzte",1019.00,1420.00,6,6679.00,718
"reise",1172.00,1415.00,5,2449.00,720
"sollen",981.00,1412.00,6,7635.00,721
"gehen",1137.00,1410.00,5,841.00,722
"Ch",766.00,1407.00,2,1624.00,723
"filme",922.00,1406.00,5,7740.00,724
"Mitarbeiter",965.00,1401.00,11,7953.00,725
"Intel",190.00,1399.00,5,4446.00,727
"Verwaltung",1081.00,1392.00,10,2313.00,728
"mein",924.00,1391.00,4,4350.00,729
"extra",826.00,1389.00,5,4725.00,731
"Cent",552.00,1386.00,4,9511.00,733
"wählen",1035.00,1383.00,6,1486.00,735
"Farben",349.00,1382.00,6,4755.00,736
"einmal",1015.00,1382.00,6,5269.00,736
"Monate",810.00,1382.00,6,7362.00,736
"Personen",834.00,1382.00,8,1517.00,736
"Modem",431.00,1378.00,5,1240.00,738
"Apple",365.00,1375.00,5,1137.00,739
"City",638.00,1370.00,4,1213.00,740
"Vorkasse",146.00,1367.00,8,4120.00,742
"lassen",1031.00,1364.00,6,7201.00,743
"funktioniert",1148.00,1359.00,12,748.00,745
"schwarz",266.00,1355.00,7,9648.00,747
"Show",879.00,1351.00,4,8973.00,748
"jeweils",725.00,1348.00,7,7867.00,749
"darauf",981.00,1346.00,6,3549.00,750
"beachten",1085.00,1341.00,8,5428.00,751
"erfolgt",810.00,1340.00,7,7686.00,752
"Zugang",781.00,1338.00,6,5783.00,753
"verpflichtet",404.00,1336.00,12,8678.00,754
"ändern",771.00,1336.00,6,6829.00,754
"lagernd",160.00,1335.00,7,3082.00,755
"Vorteile",1086.00,1330.00,8,8437.00,757
"arbeiten",848.00,1329.00,8,5362.00,758
"dich",761.00,1329.00,4,6972.00,758
"neben",1079.00,1326.00,5,4212.00,759
"liste",867.00,1318.00,5,1333.00,762
"wissen",1069.00,1317.00,6,4373.00,763
"oft",967.00,1317.00,3,7042.00,763
"Museum",660.00,1314.00,6,204.00,764
"beobachten",337.00,1310.00,10,1080.00,766
"Beispiel",881.00,1308.00,8,2991.00,767
"verschiedene",969.00,1304.00,12,2349.00,770
"liebe",841.00,1304.00,5,8388.00,770
"unserem",1074.00,1301.00,7,4091.00,772
"Tipp",1025.00,1299.00,4,1951.00,773
"Institut",815.00,1296.00,8,3195.00,775
"Kommentar",378.00,1296.00,9,4682.00,775
"versenden",1134.00,1291.00,9,9620.00,779
"einige",1043.00,1289.00,6,2721.00,780
"Sonntag",787.00,1288.00,7,2561.00,781
"Manager",612.00,1288.00,7,688.00,781
"antworten",850.00,1288.00,9,3857.00,781
"verfügbar",715.00,1286.00,9,5640.00,782
"Universität",498.00,1285.00,11,1271.00,783
"Siemens",395.00,1282.00,7,7972.00,784
"dual",127.00,1278.00,4,495.00,785
"Meldungen",700.00,1278.00,9,5903.00,785
"Produkt",885.00,1278.00,7,3040.00,785
"blick",1149.00,1274.00,5,6427.00,786
"Grund",771.00,1272.00,5,5330.00,787
"Usa",613.00,1270.00,3,152.00,788
"waren",836.00,1270.00,5,7808.00,788
"Helligkeit",65.00,1260.00,10,3717.00,789
"Anzahl",358.00,1259.00,6,6120.00,790
"Schauspieler",448.00,1259.00,12,6347.00,790
"Karte",672.00,1256.00,5,3712.00,791
"Porträt",1242.00,1254.00,7,4.00,792
"Frauen",583.00,1251.00,6,4080.00,793
"aktuellen",1090.00,1249.00,9,364.00,794
"Form",858.00,1247.00,4,2110.00,796
"Url",851.00,1242.00,3,1542.00,798
"Isdn",729.00,1242.00,4,3659.00,798
"Urlaub",606.00,1236.00,6,7354.00,802
"Gesundheit",658.00,1234.00,10,6083.00,804
"fünf",853.00,1234.00,4,4348.00,804
"letzten",764.00,1234.00,7,3835.00,804
