"word","urlcount","totalcount","wordLen","Random Number"
"que",10906.00,77255.00,3,3470.00
"service",26092.00,77115.00,7,1833.00
"government",20884.00,76393.00,10,6628.00
"page",41378.00,75935.00,4,441.00
"research",22830.00,74450.00,8,2233.00
"real",11227.00,74339.00,4,4771.00
"national",28268.00,73970.00,8,7258.00
"aux",13280.00,73122.00,3,4683.00
"which",24217.00,71759.00,5,8127.00
"no",20784.00,71205.00,2,8001.00
"estate",9405.00,69136.00,6,4925.00
"university",17345.00,68314.00,10,8634.00
"act",8292.00,65203.00,3,2473.00
"program",20109.00,65168.00,7,1093.00
"one",26672.00,65004.00,3,3259.00
"help",37910.00,64656.00,4,135.00
"who",22749.00,62898.00,3,6324.00
"under",13292.00,62732.00,5,723.00
"time",23010.00,62103.00,4,3549.00
"ontario",25654.00,62089.00,7,3785.00
"public",21699.00,61357.00,6,9360.00
"centre",21514.00,60073.00,6,6902.00
"world",20305.00,59682.00,5,7466.00
"year",20852.00,59622.00,4,2664.00
"international",23951.00,59501.00,13,8452.00
"resources",25041.00,59001.00,9,7685.00
"use",23916.00,58810.00,3,6610.00
"first",21940.00,55062.00,5,3192.00
"also",25198.00,54790.00,4,7584.00
"they",18254.00,54394.00,4,9108.00
"top",26552.00,53796.00,3,857.00
"links",33088.00,53535.00,5,8890.00
"development",19440.00,53307.00,11,8322.00
"plus",15054.00,52083.00,4,7974.00
"map",26720.00,50153.00,3,8455.00
"section",11148.00,49353.00,7,9168.00
"but",19490.00,49253.00,3,8762.00
"out",21834.00,49089.00,3,958.00
"open",11787.00,48887.00,4,9502.00
"il",7975.00,48016.00,2,3908.00
"education",19790.00,47926.00,9,2492.00
"toronto",16330.00,47704.00,7,5516.00
"work",17793.00,47533.00,4,5526.00
"up",22811.00,47507.00,2,7977.00
"programs",20571.00,47166.00,8,5008.00
"been",17487.00,47132.00,4,8200.00
"do",21221.00,46768.00,2,4058.00
"bc",11548.00,46058.00,2,397.00
"manitoba",16790.00,45917.00,8,1790.00
"these",19902.00,45527.00,5,3029.00
"important",34027.00,45459.00,9,735.00
"free",23113.00,44796.00,4,6172.00
"how",19841.00,44252.00,3,4327.00
"sports",13381.00,44248.00,6,8029.00
"policy",20916.00,43964.00,6,1800.00
"support",17782.00,43722.00,7,9467.00
"about",19649.00,43481.00,5,9452.00
"there",18565.00,43294.00,5,9194.00
"community",18023.00,43038.00,9,9278.00
"where",16551.00,42938.00,5,9764.00
"media",21527.00,42878.00,5,4889.00
"when",17713.00,42870.00,4,7125.00
"office",17695.00,42779.00,6,1627.00
"association",13737.00,42700.00,11,2222.00
"events",20558.00,42699.00,6,5743.00
"com",16883.00,42626.00,3,6117.00
"he",8683.00,42203.00,2,8214.00
"british",18965.00,42151.00,7,6677.00
"directory",13499.00,41861.00,9,536.00
"such",14421.00,41786.00,4,6431.00
"november",18111.00,41646.00,8,9898.00
"publications",26000.00,41593.00,12,1360.00
"date",21443.00,41368.00,4,439.00
"last",29579.00,41316.00,4,8946.00
"than",15772.00,41128.00,4,8621.00
"management",13536.00,40322.00,10,9163.00
"report",14352.00,40187.00,6,8215.00
"non",13385.00,40048.00,3,4670.00
"columbia",18406.00,40024.00,8,9120.00
"general",18323.00,39398.00,7,6554.00
"qc",4456.00,39369.00,2,5586.00
"ce",9379.00,39049.00,2,5845.00
"order",13161.00,38970.00,5,9210.00
"part",15995.00,38958.00,4,8748.00
"find",20070.00,38802.00,4,2798.00
"team",10933.00,38650.00,4,1842.00
"his",9773.00,38264.00,3,8817.00
"over",17756.00,38050.00,4,9247.00
"alberta",16412.00,37716.00,7,8308.00
"nous",13865.00,37679.00,4,7661.00
"only",19582.00,37649.00,4,8046.00
"sport",10658.00,37458.00,5,3416.00
"available",19472.00,37286.00,9,7529.00
"science",11852.00,37275.00,7,8378.00
"would",12826.00,37083.00,5,3485.00
"board",11977.00,36995.00,5,784.00
"day",15927.00,36885.00,3,7493.00
"please",22002.00,36606.00,6,1729.00
"minister",7614.00,36487.00,8,6817.00
"plan",13771.00,36482.00,4,3255.00
"application",9879.00,36296.00,11,7249.00
"into",15918.00,36293.00,4,517.00
"people",17377.00,36196.00,6,895.00
"students",11401.00,36113.00,8,7735.00
"article",4913.00,35980.00,7,282.00
"ottawa",16580.00,35701.00,6,46.00
"some",16982.00,35616.00,4,3964.00
"women",9850.00,35504.00,5,1857.00
"property",9025.00,35324.00,8,7665.00
"person",6568.00,35054.00,6,3437.00
"through",18398.00,34994.00,7,751.00
"index",21882.00,34983.00,5,8420.00
"city",13484.00,34935.00,4,4218.00
"two",16473.00,34897.00,3,2237.00
"were",11462.00,34796.00,4,2131.00
"quebec",16208.00,34494.00,6,1593.00
"library",10681.00,34276.00,7,366.00
"st",12508.00,33989.00,2,7810.00
"data",11075.00,33975.00,4,1011.00
"questions",21162.00,33969.00,9,1669.00
"inc",11616.00,33963.00,3,3730.00
"island",12677.00,33775.00,6,4365.00
"now",18606.00,33602.00,3,1960.00
"number",14301.00,33557.00,6,5535.00
"saskatchewan",15757.00,33237.00,12,7229.00
"employment",10955.00,32444.00,10,9581.00
"here",21243.00,32400.00,4,3068.00
"school",10360.00,32331.00,6,7775.00
"after",13017.00,32171.00,5,3292.00
"department",12733.00,32170.00,10,633.00
"email",17643.00,31853.00,5,5209.00
"members",12690.00,31621.00,7,9621.00
"name",15972.00,31614.00,4,1138.00
"rights",21921.00,31607.00,6,9790.00
"privacy",21002.00,31332.00,7,8887.00
"make",15557.00,31316.00,4,5058.00
"info",15466.00,31276.00,4,2.00
"prince",13709.00,31009.00,6,4611.00
"html",6735.00,31002.00,4,7400.00
"access",12916.00,30999.00,6,8043.00
"most",17117.00,30907.00,4,4176.00
"see",14980.00,30874.00,3,382.00
"october",9411.00,30636.00,7,755.00
"copyright",22903.00,30594.00,9,2778.00
"website",17899.00,30560.00,7,487.00
"pas",6696.00,30535.00,3,2546.00
"made",11273.00,30493.00,4,6610.00
"job",8206.00,30351.00,3,4122.00
"heart",4602.00,30327.00,5,4346.00
"so",13453.00,30315.00,2,3419.00
"member",11250.00,30303.00,6,54.00
"click",17497.00,30301.00,5,2086.00
"shall",1797.00,30128.00,5,3794.00
"ont",7174.00,30067.00,3,6823.00
"related",16746.00,29993.00,7,8320.00
"mail",15803.00,29985.00,4,3605.00
"each",13224.00,29974.00,4,9800.00
"nova",12771.00,29777.00,4,451.00
"recherche",12072.00,29749.00,9,3716.00
"nov",8168.00,29631.00,3,148.00
"round",3749.00,29629.00,5,5391.00
"family",12197.00,29515.00,6,5823.00
"north",13633.00,29345.00,5,4633.00
"area",13157.00,29309.00,4,1360.00
"province",13853.00,29259.00,8,9523.00
"change",12678.00,29153.00,6,3635.00
"should",11128.00,29147.00,6,2856.00
"my",8906.00,29089.00,2,2092.00
"technology",13547.00,28947.00,10,939.00
"student",8866.00,28874.00,7,5840.00
"high",13756.00,28804.00,4,4275.00
"products",12007.00,28652.00,8,8991.00
"back",15918.00,28577.00,4,4373.00
"must",10033.00,28427.00,4,4798.00
"notices",26109.00,28382.00,7,5324.00
"environment",12024.00,28307.00,11,1850.00
"industry",9664.00,28210.00,8,3956.00
"justice",5053.00,28036.00,7,1765.00
"well",15415.00,28036.00,4,1201.00
"place",14030.00,28011.00,5,1206.00
"get",15849.00,28000.00,3,9099.00
"view",16962.00,27919.00,4,7508.00
"english",17683.00,27865.00,7,3069.00
"hockey",4893.00,27599.00,6,6368.00
"air",8599.00,27555.00,3,9561.00
"arts",11262.00,27520.00,4,5118.00
"ne",5961.00,27458.00,2,2654.00
"training",9930.00,27318.00,8,9847.00
"action",9737.00,27275.00,6,7118.00
"financial",9795.00,27205.00,9,6370.00
"children",8555.00,27159.00,8,5948.00
"address",14486.00,27016.00,7,9115.00
"sites",14181.00,26786.00,5,6485.00
"history",14476.00,26742.00,7,8250.00
"provide",12989.00,26693.00,7,2088.00
"mb",4200.00,26521.00,2,398.00
"full",13733.00,26492.00,4,562.00
"conditions",13719.00,26472.00,10,5098.00
"official",11122.00,26068.00,8,6955.00
"results",13408.00,25917.00,7,5054.00
"federal",9573.00,25847.00,7,554.00
"corporation",7569.00,25805.00,11,6868.00
"system",11253.00,25780.00,6,8978.00
"listings",11503.00,25694.00,8,1988.00
"including",13318.00,25679.00,9,3288.00
"art",6049.00,25632.00,3,9272.00
"commission",5610.00,25599.00,10,7258.00
"what",13278.00,25525.00,4,4225.00
"human",11321.00,25496.00,5,8328.00
"council",7763.00,25391.00,7,869.00
"many",13693.00,25356.00,4,3741.00
"provincial",11159.00,25083.00,10,3295.00
"committee",6894.00,25072.00,9,413.00
"food",7389.00,24956.00,4,7287.00
"jobs",10373.00,24879.00,4,8622.00
"society",9725.00,24807.00,7,7.00
"fax",12147.00,24781.00,3,1121.00
"them",13075.00,24778.00,4,3472.00
"project",9564.00,24747.00,7,3553.00
"se",7299.00,24738.00,2,4223.00
"list",13698.00,24603.00,4,9503.00
"used",11297.00,24397.00,4,750.00
"sale",6216.00,24364.00,4,6828.00
"form",11656.00,24267.00,4,3008.00
"brunswick",13132.00,24205.00,9,4726.00
"location",15177.00,24142.00,8,2196.00
"take",13536.00,24125.00,4,6423.00
"care",9652.00,24122.00,4,5534.00
"si",4968.00,24002.00,2,8517.00
"force",7429.00,23966.00,5,5383.00
"guide",11757.00,23923.00,5,590.00
"group",11019.00,23857.00,5,6227.00
"statistics",12104.00,23838.00,10,9002.00
"total",7807.00,23766.00,5,4614.00
"social",8810.00,23756.00,6,8273.00
"am",8066.00,23666.00,2,4317.00
"annual",10745.00,23563.00,6,9318.00
"before",10309.00,23560.00,6,1178.00
"review",10390.00,23534.00,6,7483.00
"power",5356.00,23203.00,5,329.00
"environmental",6791.00,23178.00,13,5572.00
"within",10540.00,23170.00,6,910.00
"life",11222.00,23151.00,4,9629.00
"current",15194.00,23126.00,7,8744.00
"avis",13043.00,23072.00,4,9460.00
"june",7863.00,23019.00,4,711.00
"best",14106.00,23014.00,4,7660.00
"law",7019.00,22889.00,3,9576.00
"tools",12097.00,22844.00,5,2112.00
"following",12451.00,22613.00,9,7009.00
"risk",6298.00,22499.00,4,2107.00
"based",12322.00,22399.00,5,4600.00
"activities",10166.00,22374.00,10,9316.00
"between",11400.00,22257.00,7,7577.00
"travail",4931.00,22191.00,7,6113.00
"local",12238.00,22177.00,5,1703.00
"edward",10292.00,22152.00,6,9582.00
"learning",9959.00,22097.00,8,9815.00
"had",8183.00,22050.00,3,745.00
"regulations",5542.00,21993.00,11,6370.00
"like",11575.00,21834.00,4,9825.00
"son",5745.00,21781.00,3,2337.00
"three",11826.00,21745.00,5,9479.00
"canoe",7890.00,21699.00,5,989.00
"terms",13187.00,21580.00,5,156.00
"listing",9404.00,21578.00,7,817.00
"college",5856.00,21562.00,7,4790.00
"need",11746.00,21543.00,4,4159.00
"just",11150.00,21456.00,4,1367.00
"faculty",7030.00,21414.00,7,7499.00
"forum",6236.00,21373.00,5,2249.00
"documents",8872.00,21339.00,9,7442.00
"september",7943.00,21217.00,9,9266.00
"games",8250.00,21216.00,5,3034.00
"water",6427.00,21215.00,5,5322.00
"re",9867.00,21197.00,2,4078.00
"staff",11363.00,21110.00,5,4425.00
"tax",4035.00,21106.00,3,3670.00
"subject",9250.00,21075.00,7,9165.00
"officer",3787.00,21067.00,7,6637.00
"stroke",2770.00,21037.00,6,9569.00
"week",8507.00,20978.00,4,6147.00
"travel",9168.00,20976.00,6,4731.00
"those",10072.00,20854.00,5,1787.00
"market",7681.00,20755.00,6,5519.00
"studies",7296.00,20744.00,7,1394.00
"safety",6332.00,20732.00,6,187.00
"museum",3895.00,20646.00,6,9333.00
"issues",9543.00,20459.00,6,3559.00
"organization",8886.00,20436.00,12,443.00
"special",10668.00,20399.00,7,4119.00
"sun",5990.00,20370.00,3,8666.00
"april",6706.00,20352.00,5,8926.00
"required",8252.00,20295.00,8,3056.00
"both",10992.00,20281.00,4,6815.00
"march",6725.00,20186.00,5,1512.00
"john",9183.00,20155.00,4,5706.00
"does",9885.00,20089.00,4,9939.00
"main",13836.00,20028.00,4,8423.00
"court",4127.00,20022.00,5,1865.00
"network",11151.00,20007.00,7,7862.00
"being",10719.00,19960.00,5,528.00
"july",6383.00,19940.00,4,5622.00
"commercial",7666.00,19906.00,10,2803.00
"organizations",10731.00,19866.00,13,1031.00
"youth",8770.00,19832.00,5,440.00
"updated",17528.00,19806.00,7,5835.00
"her",5928.00,19789.00,3,5720.00
"during",9659.00,19766.00,6,2107.00
"long",11413.00,19674.00,4,6376.00
"protection",7706.00,19646.00,10,6244.00
"source",9642.00,19492.00,6,3520.00
"final",6347.00,19475.00,5,6560.00
"per",7859.00,19416.00,3,595.00
"include",10865.00,19409.00,7,6741.00
"security",6698.00,19277.00,8,5275.00
"type",11039.00,19266.00,4,4105.00
"link",11372.00,19245.00,4,7569.00
"select",10956.00,19205.00,6,4733.00
"income",4533.00,19189.00,6,5285.00
"set",8843.00,19146.00,3,9325.00
"go",12813.00,19125.00,2,2761.00
"line",10348.00,19037.00,4,5959.00
"while",10484.00,19027.00,5,5649.00
"house",8344.00,19021.00,5,8636.00
"version",10327.00,19002.00,7,9428.00
"planning",9879.00,18978.00,8,2135.00
"trade",5929.00,18966.00,5,1638.00
"january",6560.00,18904.00,7,9420.00
"benefits",6901.00,18904.00,8,4717.00
"administration",8486.00,18867.00,14,1907.00
"read",8366.00,18866.00,4,7767.00
"investment",6771.00,18824.00,10,46.00
"lois",2995.00,18812.00,4,1112.00
"visit",11748.00,18797.00,5,8117.00
"course",7297.00,18759.00,6,866.00
"aide",10116.00,18745.00,4,1815.00
"energy",5356.00,18743.00,6,2909.00
"career",8249.00,18715.00,6,8941.00
"provides",10467.00,18652.00,8,4441.00
"survey",5960.00,18625.00,6,2678.00
"today",13105.00,18587.00,5,6033.00
"game",6252.00,18562.00,4,4821.00
"reserved",18108.00,18459.00,8,8025.00
"montreal",9428.00,18456.00,8,9489.00
"second",8864.00,18433.00,6,9655.00
"programmes",7787.00,18359.00,10,2750.00
"production",5961.00,18307.00,10,6273.00
"tor",1671.00,18297.00,3,4936.00
"post",8554.00,18259.00,4,963.00
"building",9045.00,18129.00,8,3731.00
"opportunities",10781.00,18118.00,13,9072.00
"aboriginal",4345.00,18004.00,10,2092.00
"land",6835.00,17972.00,4,6767.00
"right",8889.00,17950.00,5,2725.00
"series",7477.00,17907.00,6,8550.00
"child",4506.00,17875.00,5,787.00
"sous",4219.00,17788.00,4,3245.00
"reports",8490.00,17760.00,7,7573.00
"oct",4118.00,17749.00,3,4536.00
"provided",8769.00,17726.00,8,3333.00
"gallery",8343.00,17691.00,7,6420.00
"newfoundland",8903.00,17665.00,12,4819.00
"room",11788.00,17646.00,4,159.00
"climate",4854.00,17638.00,7,1252.00
"west",9596.00,17631.00,4,7285.00
"don",9496.00,17615.00,3,1107.00
"forces",5165.00,17611.00,6,174.00
"interest",7459.00,17593.00,8,3761.00
"street",7591.00,17553.00,6,9620.00
"insurance",4877.00,17496.00,9,4354.00
"said",5792.00,17486.00,4,795.00
"great",10096.00,17398.00,5,101.00
"music",6128.00,17353.00,5,5047.00
"registration",8285.00,17351.00,12,6020.00
"study",7106.00,17221.00,5,9174.00
"box",6798.00,17211.00,3,8790.00
"calgary",8348.00,17208.00,7,7546.00
"regional",8324.00,17190.00,8,6725.00
"phone",10229.00,17189.00,5,4081.00
"economic",6703.00,17132.00,8,8190.00
"event",8666.00,17051.00,5,8939.00
"august",6510.00,17012.00,6,2770.00
"way",10189.00,17011.00,3,7865.00
"good",8692.00,17010.00,4,2720.00
"culture",9561.00,16963.00,7,8483.00
"off",9308.00,16837.00,3,7033.00
"level",8847.00,16833.00,5,3441.00
"fund",6127.00,16795.00,4,9145.00
"agreement",5331.00,16788.00,9,3479.00
"labour",4928.00,16728.00,6,6609.00
"money",8471.00,16709.00,5,7661.00
"ii",4863.00,16658.00,2,2172.00
"weather",8191.00,16610.00,7,1349.00
"using",9928.00,16609.00,5,6122.00
"funding",7221.00,16532.00,7,6649.00
"healthy",5421.00,16530.00,7,9859.00
"respect",4752.00,16502.00,7,2807.00
"director",5906.00,16459.00,8,3957.00
"releases",11082.00,16458.00,8,9796.00
"add",9867.00,16404.00,3,2511.00
"major",9509.00,16387.00,5,5030.00
"tickets",3037.00,16385.00,7,5053.00
"quality",8616.00,16374.00,7,9844.00
"country",8816.00,16322.00,7,4232.00
"case",6149.00,16298.00,4,424.00
"club",5169.00,16237.00,4,9906.00
"know",9869.00,16234.00,4,1719.00
"process",7845.00,16212.00,7,4731.00
"dr",5110.00,16207.00,2,8723.00
"defence",4601.00,16173.00,7,1307.00
"disease",4627.00,16152.00,7,3554.00
"men",5214.00,16124.00,3,4847.00
"yukon",11300.00,16120.00,5,9321.00
"software",6853.00,16114.00,8,5481.00
"campus",5541.00,16067.00,6,4555.00
"code",7324.00,16019.00,4,8149.00
"without",7696.00,16002.00,7,9924.00
"then",9243.00,15874.00,4,4472.00
"amount",3696.00,15787.00,6,4804.00
"press",10787.00,15721.00,5,1052.00
"professional",7375.00,15700.00,12,8751.00
"maps",6930.00,15592.00,4,4092.00
"skills",6891.00,15541.00,6,9844.00
"institute",6259.00,15510.00,9,9860.00
"working",8856.00,15495.00,7,5737.00
"bay",6563.00,15479.00,3,7686.00
"could",7623.00,15450.00,5,3999.00
"me",7057.00,15435.00,2,2813.00
"language",5682.00,15421.00,8,3381.00
"complete",10122.00,15346.00,8,5500.00
"equipment",4159.00,15323.00,9,3974.00
"archives",8609.00,15309.00,8,4532.00
"control",6893.00,15252.00,7,7985.00
"period",5053.00,15251.00,6,8374.00
"entertainment",5367.00,15225.00,13,8748.00
"table",7211.00,15193.00,5,7032.00
"nunavut",9041.00,15175.00,7,5746.00
"times",7187.00,15168.00,5,2948.00
"february",5791.00,15163.00,8,4540.00
"term",6488.00,15130.00,4,7362.00
"own",9935.00,15082.00,3,325.00
"very",8229.00,15049.00,4,2957.00
"days",6704.00,15038.00,4,6827.00
"living",7681.00,15037.00,6,3146.00
"resource",8471.00,14988.00,8,5692.00
"atlantic",6001.00,14988.00,8,7916.00
"apply",6664.00,14973.00,5,6558.00
"policies",9273.00,14965.00,8,1430.00
"design",7680.00,14956.00,6,8939.00
"want",8749.00,14950.00,4,330.00
"value",4978.00,14923.00,5,2261.00
"engine",4420.00,14899.00,6,3667.00
"title",7278.00,14866.00,5,7073.00
"season",5894.00,14775.00,6,3998.00
"agency",5505.00,14752.00,6,2038.00
"forms",9386.00,14746.00,5,8914.00
"sciences",5497.00,14738.00,8,431.00
"championships",2587.00,14722.00,13,4294.00
"welcome",12509.00,14690.00,7,2854.00
"communications",8198.00,14680.00,14,1703.00
"lake",4010.00,14675.00,4,3933.00
"document",6950.00,14640.00,8,8196.00
"computer",6375.00,14632.00,8,5487.00
"notice",4638.00,14593.00,6,2908.00
"receive",8646.00,14590.00,7,7031.00
"check",10422.00,14581.00,5,3675.00
"newsletter",8233.00,14563.00,10,7614.00
"includes",8263.00,14502.00,8,1009.00
"note",9715.00,14500.00,4,4339.00
"details",8894.00,14498.00,7,4666.00
"price",6451.00,14496.00,5,9024.00
"facts",7354.00,14466.00,5,4935.00
"tout",4853.00,14450.00,4,9923.00
"medical",5753.00,14447.00,7,7848.00
"every",8005.00,14389.00,5,4432.00
"communities",6145.00,14341.00,11,2533.00
"slam",5074.00,14334.00,4,6299.00
"state",5822.00,14329.00,5,1531.00
"conference",5766.00,14302.00,10,5042.00
"ab",5976.00,14299.00,2,6186.00
"winnipeg",6819.00,14283.00,8,8570.00
"become",10237.00,14276.00,6,8372.00
"river",5198.00,14271.00,5,3850.00
"collection",5861.00,14247.00,10,5456.00
"hours",6866.00,14239.00,5,874.00
"road",6214.00,14219.00,4,5878.00
"french",6653.00,14218.00,6,6264.00
"pages",7161.00,14208.00,5,6751.00
"million",5934.00,14187.00,7,676.00
"natural",6525.00,14154.00,7,8747.00
"performance",6246.00,14138.00,11,8877.00
"she",4046.00,14126.00,3,7997.00
"affairs",5661.00,14043.00,7,8807.00
"decision",4320.00,14017.00,8,1137.00
"sector",4760.00,13972.00,6,9376.00
"content",7162.00,13960.00,7,3929.00
"small",7484.00,13946.00,5,6842.00
"call",8473.00,13944.00,4,9007.00
"laws",3394.00,13924.00,4,6674.00
"volleyball",3518.00,13881.00,10,8029.00
"nature",6400.00,13847.00,6,5012.00
"active",7088.00,13833.00,6,3227.00
"photo",9253.00,13826.00,5,9567.00
"daily",7370.00,13793.00,5,7592.00
"economy",7933.00,13766.00,7,8127.00
"articles",7455.00,13764.00,8,4.00
"heritage",5927.00,13759.00,8,3770.00
"below",10262.00,13750.00,5,8916.00
"experience",7895.00,13729.00,10,576.00
"same",7361.00,13728.00,4,8190.00
"united",6299.00,13681.00,6,2554.00
"submit",9128.00,13671.00,6,519.00
"employees",3764.00,13664.00,9,3594.00
"co",7289.00,13632.00,2,2732.00
"elle",3525.00,13627.00,4,8894.00
"because",6980.00,13622.00,7,162.00
"american",7083.00,13602.00,8,5838.00
"systems",5815.00,13535.00,7,9278.00
"east",7696.00,13523.00,4,7976.00
"means",4747.00,13447.00,5,7831.00
"record",5550.00,13441.00,6,3098.00
"analysis",5531.00,13409.00,8,9575.00
"product",5162.00,13404.00,7,419.00
"file",7005.00,13398.00,4,2874.00
"schedule",6774.00,13313.00,8,4873.00
"future",8264.00,13287.00,6,7363.00
"plans",6807.00,13286.00,5,7948.00
"four",7828.00,13272.00,4,2473.00
"projects",6691.00,13257.00,8,6440.00
"division",5007.00,13232.00,8,9984.00
"legal",6971.00,13232.00,5,409.00
"format",6262.00,13213.00,6,1336.00
"point",8167.00,13184.00,5,5374.00
"possible",8679.00,13167.00,8,2141.00
"against",6172.00,13166.00,7,9313.00
"comments",8906.00,13163.00,8,280.00
"individual",6025.00,13161.00,10,4848.00
"football",4491.00,13157.00,8,7695.00
"physical",5034.00,13150.00,8,49.00
"cup",3845.00,13149.00,3,2741.00
"agent",4595.00,13127.00,5,9577.00
"sans",4990.00,13119.00,4,9105.00
"global",5597.00,13110.00,6,1593.00
"points",6663.00,13090.00,6,8324.00
"reference",6803.00,13084.00,9,2777.00
"profile",7110.00,13063.00,7,6168.00
"book",6221.00,13059.00,4,7917.00
"issue",5422.00,13036.00,5,5467.00
"edmonton",6847.00,13030.00,8,2121.00
"labrador",7929.00,13025.00,8,5715.00
"since",8009.00,13024.00,5,3018.00
"marketing",6788.00,12946.00,9,3598.00
"rate",5615.00,12904.00,4,2461.00
"saint",4420.00,12857.00,5,6424.00
"features",9315.00,12851.00,8,5017.00
"another",7440.00,12851.00,7,5757.00
"royal",5159.00,12841.00,5,2056.00
"age",5584.00,12802.00,3,6746.00
"agriculture",3919.00,12754.00,11,2596.00
"assistance",6151.00,12737.00,10,5665.00
"territories",7871.00,12728.00,11,5207.00
"past",8935.00,12727.00,4,9834.00
"becoming",2304.00,12717.00,8,9855.00
"credit",5158.00,12701.00,6,5646.00
"field",7474.00,12697.00,5,3783.00
"materials",5640.00,12693.00,9,4952.00
"player",4588.00,12684.00,6,5787.00
"securities",1219.00,12661.00,10,5564.00
"feedback",10746.00,12647.00,8,2869.00
"ch",1006.00,12636.00,2,8189.00
"much",7350.00,12632.00,4,2760.00
"private",6764.00,12576.00,7,6647.00
"making",7888.00,12545.00,6,6907.00
"initiatives",6189.00,12542.00,11,2938.00
"assessment",4337.00,12508.00,10,4472.00
"park",4923.00,12500.00,4,7923.00
"finance",5141.00,12441.00,7,7096.00
"question",6112.00,12441.00,8,8786.00
"calendar",8240.00,12425.00,8,3112.00
"five",7307.00,12398.00,4,7288.00
"story",5823.00,12395.00,5,9118.00
"relations",6755.00,12331.00,9,9818.00
"common",5173.00,12313.00,6,2338.00
"ensure",6558.00,12305.00,6,8079.00
"junior",4368.00,12285.00,6,9599.00
"sa",4155.00,12282.00,2,7024.00
"live",6823.00,12204.00,4,572.00
"return",6867.00,12163.00,6,9671.00
"statement",6379.00,12135.00,9,4538.00
"york",5117.00,12125.00,4,3216.00
"activity",4904.00,12115.00,8,2458.00
"central",6864.00,12107.00,7,2135.00
"offer",8341.00,12099.00,5,799.00
"awards",6312.00,12078.00,6,6240.00
"cost",5523.00,12076.00,4,1645.00
"construction",4687.00,12066.00,12,2536.00
"even",7270.00,12066.00,4,9040.00
"mission",8099.00,12065.00,7,2770.00
"requirements",5331.00,12053.00,12,6158.00
"tir?es",3.00,12040.00,6,3971.00
"big",6134.00,12035.00,3,3742.00
"police",3210.00,12029.00,6,2836.00
"housing",3973.00,12004.00,7,6439.00
"initiative",5137.00,12000.00,10,7264.00
"needs",7290.00,11954.00,5,3486.00
"standards",5890.00,11954.00,9,2641.00
"president",5222.00,11945.00,9,6204.00
"records",5543.00,11912.00,7,921.00
"however",6444.00,11894.00,7,2480.00
"engineering",4145.00,11864.00,11,2083.00
"costs",4376.00,11837.00,5,5507.00
"play",5993.00,11822.00,4,6487.00
"courses",4987.00,11819.00,7,3223.00
"advanced",7414.00,11792.00,8,2190.00
"low",5905.00,11791.00,3,6594.00
"registered",3977.00,11786.00,10,6833.00
"provinces",5998.00,11744.00,9,6113.00
"academic",4791.00,11696.00,8,7740.00
"funds",5184.00,11694.00,5,1716.00
"send",8762.00,11686.00,4,3343.00
"rapport",3669.00,11681.00,7,8683.00
