"word","urlcount","totalcount","wordLen","Random Number","Rank"
"wordt",430.00,1109.00,5,2365.00,67
"ik",163.00,1106.00,2,3762.00,68
"informatie",485.00,1085.00,10,8471.00,69
"alle",495.00,1039.00,4,2395.00,74
"ze",278.00,1030.00,2,9585.00,75
"nl",311.00,1017.00,2,6411.00,77
"ons",520.00,1013.00,3,5878.00,78
"heeft",353.00,925.00,5,1365.00,81
"hij",145.00,896.00,3,7190.00,83
"vzw",350.00,819.00,3,3641.00,87
"brussel",294.00,819.00,7,7840.00,87
"hun",308.00,767.00,3,139.00,92
"kunnen",351.00,766.00,6,2385.00,93
"nieuwe",342.00,758.00,6,9919.00,94
"al",334.00,752.00,2,8591.00,95
"limburg",311.00,747.00,7,6743.00,96
"via",364.00,737.00,3,816.00,98
"andere",369.00,737.00,6,4019.00,98
"zich",304.00,727.00,4,9154.00,99
"zo",279.00,694.00,2,9650.00,104
"nieuws",443.00,666.00,6,2010.00,108
"antwerpen",249.00,659.00,9,3161.00,109
"nederland",292.00,646.00,9,2566.00,111
"hebben",271.00,645.00,6,3312.00,112
"geen",322.00,644.00,4,2397.00,113
"nederlands",313.00,633.00,10,9839.00,115
"wie",382.00,631.00,3,5730.00,116
"vragen",363.00,626.00,6,7853.00,117
"november",263.00,624.00,8,8035.00,118
"wil",312.00,609.00,3,8555.00,120
"maken",444.00,603.00,5,4058.00,122
"haar",191.00,600.00,4,7637.00,123
"overzicht",339.00,599.00,9,2747.00,124
"veel",264.00,581.00,4,7391.00,128
"wij",261.00,578.00,3,6912.00,129
"milieu",159.00,574.00,6,4938.00,130
"belga",16.00,568.00,5,5829.00,132
"mee",418.00,564.00,3,8666.00,133
"werken",233.00,560.00,6,7550.00,135
"fietsersbond",53.00,556.00,12,1440.00,137
"km",92.00,553.00,2,9412.00,139
"hoe",269.00,550.00,3,669.00,140
"moet",221.00,546.00,4,5733.00,141
"zoeken",439.00,542.00,6,1426.00,142
"gemeenten",278.00,541.00,9,6442.00,143
"nu",291.00,532.00,2,478.00,144
"kinderen",172.00,531.00,8,5302.00,145
"belgië",256.00,527.00,6,4694.00,146
"tel",184.00,520.00,3,459.00,147
"foto",230.00,517.00,4,179.00,148
"regionaal",226.00,506.00,9,8660.00,151
"onder",250.00,497.00,5,8642.00,152
"waar",252.00,493.00,4,7449.00,153
"bedrijven",215.00,491.00,9,53.00,154
"Gent",232.00,484.00,4,3722.00,158
"pagina",261.00,484.00,6,2508.00,158
"archief",159.00,483.00,7,2316.00,159
"wel",172.00,474.00,3,8164.00,161
"toe",379.00,471.00,3,9963.00,162
"eerste",246.00,467.00,6,4046.00,163
"enkel",364.00,463.00,5,8718.00,164
"brugge",160.00,461.00,6,5668.00,165
"vlaams",228.00,458.00,6,7300.00,167
"hulp",239.00,454.00,4,4089.00,169
"na",235.00,450.00,2,3014.00,170
"zal",203.00,446.00,3,5337.00,171
"pages",18.00,440.00,5,6548.00,172
"laatste",282.00,439.00,7,2857.00,173
"activiteiten",263.00,428.00,12,7386.00,175
"mobiliteit",140.00,421.00,10,7613.00,177
"mensen",178.00,419.00,6,436.00,179
"grote",209.00,416.00,5,3693.00,180
"tussen",184.00,412.00,6,2122.00,181
"heel",186.00,411.00,4,7766.00,182
"ga",299.00,409.00,2,9075.00,183
"mijn",132.00,403.00,4,1132.00,185
"rond",245.00,403.00,4,9578.00,185
"goed",196.00,402.00,4,2963.00,186
"dag",180.00,401.00,3,8277.00,187
"ro",29.00,395.00,2,5035.00,190
"uur",107.00,393.00,3,7850.00,191
"la",90.00,391.00,2,7414.00,193
"leven",178.00,381.00,5,6571.00,195
"verkeer",131.00,381.00,7,6526.00,195
"verder",150.00,376.00,6,6832.00,198
"terug",222.00,374.00,5,5936.00,199
"zij",158.00,369.00,3,7388.00,200
"per",199.00,367.00,3,9616.00,201
"gratis",232.00,366.00,6,9639.00,202
"weer",186.00,361.00,4,7711.00,203
"eigen",212.00,360.00,5,4712.00,204
"zelf",213.00,352.00,4,9911.00,207
"online",231.00,352.00,6,1028.00,207
"duurzaam",93.00,348.00,8,4884.00,209
"le",70.00,341.00,2,4306.00,210
"één",181.00,341.00,3,4758.00,210
"klik",193.00,340.00,4,7809.00,211
"oktober",160.00,338.00,7,409.00,213
"ontwikkeling",149.00,337.00,12,4063.00,214
"aantal",209.00,333.00,6,1063.00,215
"twee",171.00,330.00,4,8574.00,216
"werk",164.00,329.00,4,843.00,217
"vindt",222.00,326.00,5,5200.00,219
"gaat",192.00,326.00,4,1002.00,219
"oost",150.00,326.00,4,1273.00,219
"duurzame",103.00,326.00,8,6026.00,219
"doen",189.00,326.00,4,814.00,219
"organisatie",194.00,325.00,11,5618.00,220
"sint",121.00,324.00,4,9421.00,221
"vraag",133.00,323.00,5,2479.00,222
"lees",117.00,323.00,4,4610.00,222
"minister",140.00,322.00,8,3250.00,223
"economie",160.00,321.00,8,2512.00,224
"provincie",152.00,319.00,9,9010.00,225
"zoals",201.00,318.00,5,1185.00,226
"men",112.00,318.00,3,295.00,226
"for",119.00,317.00,3,7551.00,227
"staat",203.00,313.00,5,1428.00,228
"tijd",183.00,311.00,4,2060.00,230
"grootste",280.00,310.00,8,3632.00,231
"fiets",107.00,309.00,5,934.00,232
"et",45.00,309.00,2,8199.00,232
"culturele",104.00,309.00,9,7525.00,232
"zoek",219.00,308.00,4,749.00,233
"nr",43.00,308.00,2,8009.00,233
"enkele",168.00,308.00,6,4572.00,233
"europese",133.00,307.00,8,6201.00,234
"vanaf",184.00,307.00,5,4618.00,234
"naam",151.00,303.00,4,5168.00,235
"diensten",181.00,303.00,8,6844.00,235
"pio",4.00,298.00,3,7110.00,237
"dus",161.00,298.00,3,8474.00,237
"wereld",178.00,297.00,6,2738.00,238
"help",280.00,296.00,4,1754.00,239
"leefmilieu",95.00,294.00,10,1406.00,240
"afs",20.00,294.00,3,4817.00,240
"gemeente",167.00,292.00,8,3432.00,242
"gaan",182.00,290.00,4,1409.00,243
"komen",175.00,290.00,5,9473.00,243
"auto",111.00,290.00,4,6961.00,243
"verschillende",180.00,289.00,13,7670.00,244
"welkom",211.00,287.00,6,8406.00,245
"samen",186.00,287.00,5,7665.00,245
"vandaag",158.00,287.00,7,3047.00,245
"onderzoek",175.00,285.00,9,5248.00,246
"binnen",180.00,284.00,6,4594.00,247
"nov",78.00,279.00,3,4923.00,249
"heb",115.00,278.00,3,9411.00,250
"onderwijs",108.00,277.00,9,8627.00,251
"sitemap",226.00,277.00,7,754.00,251
"wegen",98.00,276.00,5,6065.00,252
"internet",145.00,275.00,8,7735.00,253
"plaats",175.00,275.00,6,1568.00,253
"lokale",123.00,272.00,6,1354.00,255
"laat",212.00,272.00,4,3616.00,255
"natuur",122.00,272.00,6,1253.00,255
"euro",119.00,271.00,4,1806.00,256
"geld",113.00,271.00,4,7990.00,256
"kortrijk",100.00,268.00,8,5975.00,257
"weg",148.00,267.00,3,1708.00,258
"cultuur",141.00,267.00,7,2906.00,258
"tijdens",169.00,266.00,7,7137.00,259
"overheid",115.00,264.00,8,684.00,261
"komt",172.00,262.00,4,6237.00,262
"belgische",157.00,262.00,9,8437.00,262
"agenda",158.00,261.00,6,9827.00,263
"tegen",150.00,259.00,5,8446.00,264
"projecten",141.00,258.00,9,4056.00,265
"weten",174.00,256.00,5,3966.00,266
"mogelijk",177.00,255.00,8,8071.00,267
"vrt",47.00,254.00,3,5438.00,268
"toch",112.00,254.00,4,5251.00,268
"kunt",127.00,253.00,4,871.00,269
"publicaties",160.00,253.00,11,1353.00,269
"alleen",158.00,253.00,6,8994.00,269
"mag",110.00,252.00,3,3631.00,270
"leuven",112.00,252.00,6,9701.00,270
"nacht",69.00,252.00,5,9712.00,270
"nieuw",157.00,252.00,5,1669.00,270
"volgende",176.00,251.00,8,911.00,271
"openbaar",118.00,251.00,8,7231.00,271
"nieuwsbrief",155.00,250.00,11,5486.00,272
"vogelbescherming",33.00,249.00,16,5440.00,273
"moeten",132.00,248.00,6,5058.00,274
"afdeling",96.00,248.00,8,795.00,274
"algemene",182.00,248.00,8,5433.00,274
"aangepast",238.00,248.00,9,3356.00,274
"pater",9.00,247.00,5,4138.00,275
"groter",239.00,246.00,6,1080.00,276
"geven",165.00,245.00,5,1665.00,277
"beleid",157.00,244.00,6,151.00,278
"cached",8.00,244.00,6,187.00,278
"stad",124.00,244.00,4,3860.00,278
"kb",67.00,243.00,2,2905.00,279
"webpagina",225.00,242.00,9,8449.00,280
"htm",41.00,242.00,3,886.00,280
"eens",128.00,242.00,4,8901.00,280
"musea",90.00,241.00,5,1326.00,281
"bond",75.00,236.00,4,6959.00,282
"deel",138.00,236.00,4,9042.00,282
"thuis",145.00,236.00,5,5110.00,282
"alles",143.00,235.00,5,2844.00,283
"steeds",148.00,235.00,6,3811.00,283
"mei",114.00,234.00,3,1817.00,284
"willen",149.00,233.00,6,8051.00,285
"hem",69.00,232.00,3,2322.00,286
"ben",113.00,230.00,3,3458.00,288
"zonder",147.00,228.00,6,5592.00,289
"fietsen",87.00,228.00,7,5844.00,289
"pdf",95.00,228.00,3,5422.00,289
"zou",118.00,227.00,3,3525.00,290
"gebruik",131.00,226.00,7,4510.00,291
"algemeen",156.00,226.00,8,6842.00,291
"vereniging",128.00,226.00,10,2349.00,291
"december",123.00,225.00,8,9124.00,292
"voeg",221.00,224.00,4,9926.00,293
"ter",152.00,223.00,3,6324.00,294
"daar",99.00,221.00,4,4323.00,296
"thema",160.00,219.00,5,1883.00,297
"administratie",95.00,218.00,13,6041.00,298
"werden",116.00,217.00,6,2639.00,299
"vind",135.00,217.00,4,4685.00,299
"rvi",66.00,217.00,3,851.00,299
"juni",118.00,216.00,4,9475.00,300
"drie",126.00,216.00,4,5986.00,300
"zeer",96.00,215.00,4,4687.00,301
"gemeenschap",139.00,215.00,11,5858.00,301
"iets",111.00,215.00,4,1934.00,301
"ouders",60.00,215.00,6,1901.00,301
"datum",99.00,215.00,5,1939.00,301
"welke",124.00,214.00,5,7988.00,302
"doorzoeken",211.00,213.00,10,9214.00,303
"groot",133.00,212.00,5,9136.00,304
"steun",128.00,212.00,5,709.00,304
"redacteur",211.00,211.00,9,4837.00,305
"vinden",148.00,210.00,6,5314.00,306
"samenwerking",155.00,210.00,12,920.00,306
"raad",113.00,210.00,4,8955.00,306
"af",128.00,210.00,2,6352.00,306
"vogels",56.00,209.00,6,9416.00,307
"gesorteerd",207.00,209.00,10,5294.00,307
"geschiedenis",135.00,208.00,12,3636.00,308
"handmatig",208.00,208.00,9,3883.00,308
"kalender",162.00,208.00,8,4182.00,308
"bijgehouden",208.00,208.00,11,7471.00,308
"sorteer",207.00,207.00,7,3426.00,309
"altijd",111.00,206.00,6,969.00,310
"berichten",78.00,205.00,9,4803.00,311
"elke",136.00,205.00,4,515.00,311
"kunst",110.00,204.00,5,3493.00,312
"alfabet",204.00,204.00,7,1075.00,312
"les",48.00,203.00,3,7738.00,313
"pagerank",202.00,202.00,8,9898.00,314
"bbl",44.00,202.00,3,2865.00,314
"toerisme",113.00,202.00,8,81.00,314
"rijbewijs",14.00,201.00,9,2976.00,315
"biografie",38.00,200.00,9,4573.00,316
"vervoer",74.00,199.00,7,9896.00,317
"indien",124.00,199.00,6,3571.00,317
"jongeren",123.00,199.00,8,8235.00,317
"regio",110.00,199.00,5,3485.00,317
"internationale",120.00,198.00,14,3931.00,318
"pax",27.00,198.00,3,7574.00,318
"jan",106.00,197.00,3,3694.00,319
"bedrijf",131.00,197.00,7,8644.00,319
"zondag",95.00,196.00,6,2955.00,320
"christi",26.00,196.00,7,8406.00,320
"manier",133.00,195.00,6,7719.00,321
"meest",122.00,194.00,5,8894.00,322
"omdat",109.00,194.00,5,1302.00,322
"vooral",103.00,192.00,6,4256.00,323
"kleine",109.00,192.00,6,2027.00,323
"krijgen",139.00,192.00,7,7942.00,323
"torhout",56.00,192.00,7,506.00,323
"jaren",123.00,191.00,5,9690.00,324
"april",98.00,191.00,5,3562.00,324
"europa",119.00,188.00,6,4745.00,326
"producten",92.00,188.00,9,8690.00,326
"vaak",96.00,188.00,4,8509.00,326
"harelbeke",29.00,187.00,9,3682.00,327
"peter",59.00,187.00,5,8393.00,327
"okv",40.00,186.00,3,1518.00,328
"zullen",116.00,185.00,6,7814.00,329
"it",86.00,184.00,2,8254.00,330
"leden",107.00,184.00,5,8956.00,330
"goede",111.00,183.00,5,5911.00,331
"minder",113.00,183.00,6,2374.00,331
"regering",96.00,183.00,8,4105.00,331
"adres",120.00,183.00,5,4157.00,331
"beleggen",45.00,183.00,8,435.00,331
"energie",103.00,183.00,7,4472.00,331
"brabant",103.00,183.00,7,1678.00,331
"categorie",72.00,183.00,9,7612.00,331
"oostende",88.00,182.00,8,91.00,332
"nemen",123.00,181.00,5,2784.00,333
"sparen",49.00,181.00,6,4258.00,333
"laten",129.00,180.00,5,2790.00,334
"besturen",47.00,180.00,8,8742.00,334
"zaterdag",90.00,179.00,8,3621.00,335
"sociale",92.00,179.00,7,598.00,335
"wanneer",92.00,177.00,7,982.00,336
"org",54.00,177.00,3,2387.00,336
"opmerkingen",143.00,177.00,11,2683.00,336
"bent",139.00,177.00,4,1153.00,336
"at",41.00,177.00,2,3529.00,336
"donderdag",125.00,177.00,9,2224.00,336
"graag",96.00,176.00,5,3954.00,337
"zuid",93.00,175.00,4,7110.00,338
"hoogbegaafd",30.00,175.00,11,8001.00,338
"koninklijk",72.00,175.00,10,5101.00,338
"dienst",75.00,175.00,6,434.00,338
"werkt",103.00,173.00,5,6349.00,339
"juli",93.00,172.00,4,1434.00,340
"mechelen",98.00,172.00,8,7978.00,340
"snel",120.00,171.00,4,6268.00,341
"erfgoed",73.00,170.00,7,86.00,342
"januari",98.00,170.00,7,8492.00,342
"centrum",99.00,170.00,7,658.00,342
"dagen",98.00,170.00,5,2754.00,342
"tmf",33.00,170.00,3,3284.00,342
"startpagina",123.00,170.00,11,2410.00,342
"steunpunt",46.00,170.00,9,1864.00,342
"gegevens",118.00,169.00,8,6156.00,343
"georganiseerd",44.00,169.00,13,3371.00,343
"mij",56.00,168.00,3,2452.00,344
"maart",91.00,167.00,5,8284.00,345
"du",32.00,167.00,2,730.00,345
"geeft",120.00,166.00,5,2030.00,346
"houden",131.00,166.00,6,5676.00,346
"oude",92.00,165.00,4,358.00,347
"man",76.00,165.00,3,7879.00,347
"scholen",89.00,165.00,7,603.00,347
"reeds",89.00,164.00,5,4028.00,348
"water",113.00,163.00,5,2150.00,349
"staan",124.00,163.00,5,4918.00,349
"gesteld",44.00,162.00,7,4927.00,350
"rode",68.00,162.00,4,3239.00,350
"des",51.00,162.00,3,3373.00,350
"color",9.00,162.00,5,6870.00,350
"hebt",102.00,161.00,4,4307.00,351
"krijgt",108.00,161.00,6,8948.00,351
"nodig",112.00,161.00,5,7130.00,351
"hb",27.00,160.00,2,62.00,352
"maakt",125.00,160.00,5,3614.00,352
"sites",107.00,160.00,5,4133.00,352
"bestuur",111.00,160.00,7,1198.00,352
"terecht",114.00,160.00,7,4783.00,352
"wandelen",68.00,159.00,8,5431.00,353
"zien",103.00,159.00,4,4023.00,353
"iedereen",112.00,159.00,8,2515.00,353
"mobiel",63.00,159.00,6,8167.00,353
"inhoud",124.00,158.00,6,2070.00,354
"besluit",41.00,158.00,7,9877.00,354
"ii",41.00,157.00,2,1077.00,355
"archiefbank",32.00,157.00,11,7492.00,355
"aanbod",121.00,157.00,6,772.00,355
"film",56.00,156.00,4,7468.00,356
"contacteer",129.00,155.00,10,9609.00,357
"stellen",119.00,154.00,7,9502.00,358
"zie",89.00,153.00,3,2826.00,359
"sociaal",109.00,153.00,7,8821.00,359
"augustus",88.00,153.00,8,6755.00,359
"elk",108.00,152.00,3,6904.00,360
"zeker",87.00,151.00,5,3348.00,361
"hulpdienstenforum",17.00,151.00,17,1376.00,361
"anders",96.00,151.00,6,1826.00,361
"jouw",105.00,150.00,4,3302.00,362
"marketing",62.00,150.00,9,9707.00,362
"vanuit",104.00,150.00,6,2523.00,362
"werkgelegenheid",31.00,149.00,15,7426.00,363
"wetgeving",106.00,149.00,9,4931.00,363
"opleidingen",89.00,149.00,11,4925.00,363
"mx",18.00,149.00,2,1496.00,363
"betreffende",54.00,149.00,11,7918.00,363
"aalst",44.00,149.00,5,8850.00,363
"websites",107.00,148.00,8,3068.00,364
"faq",107.00,148.00,3,1686.00,364
"sinds",107.00,148.00,5,2447.00,364
"boeken",87.00,148.00,6,6273.00,364
"gemaakt",117.00,147.00,7,51.00,365
"internationaal",104.00,147.00,14,2637.00,365
"land",105.00,147.00,4,5319.00,365
"prijs",68.00,147.00,5,197.00,365
"doet",113.00,147.00,4,7909.00,365
"frames",92.00,146.00,6,2228.00,366
"lab",17.00,146.00,3,3016.00,366
"reizen",77.00,146.00,6,4025.00,366
"beste",88.00,146.00,5,5818.00,366
"bus",76.00,146.00,3,7871.00,366
"brengen",116.00,146.00,7,1722.00,366
"werking",110.00,145.00,7,3752.00,367
"lezen",99.00,145.00,5,5651.00,367
"lijn",42.00,145.00,4,3768.00,367
"pleegzorg",18.00,145.00,9,617.00,367
"zorg",61.00,144.00,4,7140.00,368
"blijven",109.00,143.00,7,6065.00,369
"waren",63.00,142.00,5,5186.00,370
"evenementen",112.00,142.00,11,5029.00,370
"lopen",52.00,142.00,5,8484.00,370
"plaatsen",100.00,142.00,8,5420.00,370
"tento",42.00,142.00,5,6118.00,370
"stap",104.00,142.00,4,2563.00,370
"tp",2.00,142.00,2,8851.00,370
"frankrijk",86.00,141.00,9,6216.00,371
"vele",86.00,141.00,4,7037.00,371
"waarom",88.00,140.00,6,4835.00,372
"gavers",10.00,140.00,6,8086.00,372
"maanden",79.00,140.00,7,8370.00,372
"onderwerp",48.00,140.00,9,6860.00,372
"zaken",82.00,139.00,5,8950.00,373
"zit",87.00,139.00,3,2675.00,373
"landen",82.00,139.00,6,8430.00,373
"pas",86.00,139.00,3,7395.00,373
"openbare",85.00,139.00,8,1424.00,373
"afrika",50.00,139.00,6,2774.00,373
"win",55.00,138.00,3,5227.00,374
"financiering",74.00,138.00,12,9059.00,374
"extra",97.00,138.00,5,5748.00,374
"huis",91.00,138.00,4,5212.00,374
"kom",73.00,138.00,3,8121.00,374
"rubriek",105.00,138.00,7,9554.00,374
"ag",9.00,138.00,2,9247.00,374
"had",51.00,137.00,3,5137.00,375
"langs",71.00,137.00,5,4269.00,375
"tv",101.00,136.00,2,3389.00,376
"toen",55.00,136.00,4,5117.00,376
"fuif",9.00,135.00,4,8722.00,377
"ministerie",108.00,135.00,10,9739.00,377
"echt",62.00,135.00,4,2086.00,377
"flanders",65.00,134.00,8,5590.00,378
"februari",81.00,133.00,8,3149.00,379
"hen",76.00,133.00,3,8551.00,379
"naast",95.00,133.00,5,4103.00,379
"biedt",104.00,133.00,5,2984.00,379
"europees",79.00,132.00,8,7116.00,380
"gezondheid",86.00,132.00,10,9029.00,380
"prijzen",105.00,132.00,7,8945.00,380
"tweede",88.00,132.00,6,4413.00,380
"transport",74.00,132.00,9,9878.00,380
"voetbal",64.00,131.00,7,1873.00,381
"vrijwilligers",61.00,131.00,13,2032.00,381
"registreer",101.00,131.00,10,7863.00,381
"actief",99.00,131.00,6,5122.00,381
"aandacht",76.00,131.00,8,5647.00,381
"der",68.00,130.00,3,7003.00,382
"winkel",96.00,129.00,6,6939.00,383
"richting",48.00,129.00,8,9502.00,383
"ruimte",79.00,129.00,6,1009.00,383
"acties",99.00,129.00,6,3297.00,383
"boven",75.00,129.00,5,5131.00,383
"bos",40.00,129.00,3,5255.00,383
"parcours",46.00,128.00,8,5247.00,384
"archieven",62.00,128.00,9,2512.00,384
"details",29.00,128.00,7,4418.00,384
"verenigingen",100.00,128.00,12,8734.00,384
"jci",9.00,127.00,3,1460.00,385
"lijst",95.00,127.00,5,5338.00,385
"soms",60.00,127.00,4,7322.00,385
"zowel",95.00,126.00,5,871.00,386
"leren",71.00,126.00,5,6776.00,386
"oberon",27.00,126.00,6,5530.00,386
"omgeving",79.00,126.00,8,6281.00,386
"deelnemers",75.00,126.00,10,8312.00,386
"woord",79.00,125.00,5,4674.00,387
"tentoonstellingsagenda",41.00,125.00,22,7869.00,387
"kennis",99.00,124.00,6,9521.00,388
"personen",75.00,124.00,8,3989.00,388
"elkaar",91.00,124.00,6,7093.00,388
"stichting",67.00,124.00,9,1639.00,388
"vier",84.00,123.00,4,6790.00,389
"leeftijd",28.00,123.00,8,1183.00,389
"misschien",60.00,123.00,9,6312.00,389
"peeters",67.00,123.00,7,4383.00,389
"studie",78.00,123.00,6,3735.00,389
"daarom",93.00,122.00,6,7136.00,390
"god",30.00,121.00,3,4498.00,391
"gewoon",63.00,121.00,6,6100.00,391
"formaten",18.00,121.00,8,84.00,391
"kunsten",77.00,121.00,7,8454.00,391
"economische",62.00,121.00,11,5852.00,391
"you",55.00,120.00,3,4157.00,392
"lang",75.00,120.00,4,7735.00,392
"lid",69.00,120.00,3,1071.00,392
"nummer",64.00,120.00,6,3142.00,392
"voet",75.00,119.00,4,7098.00,393
"zelfs",77.00,119.00,5,3879.00,393
"yellow",2.00,119.00,6,8773.00,393
"initiatief",87.00,119.00,10,4962.00,393
"jullie",35.00,119.00,6,659.00,393
"media",91.00,119.00,5,8053.00,393
"politiek",89.00,119.00,8,3028.00,393
"doe",84.00,119.00,3,447.00,393
"wachtwoord",63.00,118.00,10,3293.00,394
"handicap",63.00,118.00,8,7675.00,394
"geplaatst",51.00,118.00,9,5111.00,394
"muziek",80.00,118.00,6,332.00,394
"publicatiedatum",15.00,118.00,15,7694.00,394
"anti",30.00,118.00,4,4770.00,394
"club",60.00,118.00,4,2155.00,394
"squo",26.00,118.00,4,5102.00,394
"werkgroep",56.00,117.00,9,1895.00,395
"volgens",80.00,117.00,7,4908.00,395
"resultaten",80.00,117.00,10,8891.00,395
"eerst",83.00,117.00,5,3867.00,395
"den",69.00,117.00,3,7944.00,395
"un",22.00,117.00,2,6874.00,395
"technische",79.00,117.00,10,8597.00,395
"zeven",65.00,116.00,5,2753.00,396
"zodat",80.00,116.00,5,5709.00,396
"versie",93.00,116.00,6,6312.00,396
"federale",56.00,116.00,8,5357.00,396
"kies",75.00,116.00,4,6620.00,396
"medewerkers",75.00,116.00,11,4985.00,396
"plan",60.00,116.00,4,366.00,396
"us",82.00,116.00,2,3845.00,396
"vorming",82.00,115.00,7,4271.00,397
"groep",72.00,115.00,5,8105.00,397
"kunstbezit",43.00,115.00,10,2023.00,397
"kijk",78.00,115.00,4,9629.00,397
"kluisbergen",15.00,115.00,11,1183.00,397
"organisaties",77.00,115.00,12,6552.00,397
"or",55.00,115.00,2,426.00,397
"belgium",75.00,115.00,7,1938.00,397
"werknemers",44.00,114.00,10,8758.00,398
"initiatieven",71.00,114.00,12,321.00,398
"bel",42.00,114.00,3,4544.00,398
"noord",69.00,113.00,5,7812.00,399
"bepaalde",76.00,113.00,8,3451.00,399
"categorieën",94.00,113.00,11,8321.00,399
"vraagt",67.00,112.00,6,1174.00,400
"geef",85.00,112.00,4,2541.00,400
"hotel",53.00,112.00,5,4322.00,400
"investeren",49.00,112.00,10,7045.00,400
"nationale",77.00,112.00,9,5069.00,400
"restaurant",54.00,112.00,10,4309.00,400
"bekijkt",16.00,112.00,7,2314.00,400
"blijft",84.00,112.00,6,8954.00,400
"vrouw",40.00,111.00,5,2109.00,401
"vrijdag",90.00,111.00,7,5466.00,401
"vrij",78.00,111.00,4,61.00,401
"opnieuw",82.00,111.00,7,6771.00,401
"bijvoorbeeld",82.00,111.00,12,163.00,401
"commissie",63.00,111.00,9,1363.00,401
"communicatie",80.00,111.00,12,432.00,401
"tickets",49.00,111.00,7,9535.00,401
"ver",93.00,111.00,3,9577.00,401
"st",58.00,111.00,2,7967.00,401
"volledige",79.00,110.00,9,6009.00,402
"european",53.00,110.00,8,1797.00,402
"museumgids",42.00,110.00,10,8616.00,402
"bezoek",80.00,110.00,6,7279.00,402
"campagne",51.00,110.00,8,7523.00,402
"diverse",77.00,110.00,7,4502.00,402
"telewerken",29.00,110.00,10,742.00,402
"stedelijk",44.00,110.00,9,9860.00,402
"gestelde",75.00,109.00,8,6241.00,403
"instellingen",74.00,109.00,12,4109.00,403
"kapucijnen",11.00,109.00,10,7597.00,403
"keer",76.00,109.00,4,6660.00,403
"recreatie",60.00,109.00,9,1583.00,403
"bv",53.00,109.00,2,6458.00,403
"instituut",63.00,108.00,9,1377.00,404
"later",57.00,108.00,5,8685.00,404
"me",47.00,108.00,2,1772.00,404
"plus",45.00,108.00,4,9568.00,404
"apache",3.00,108.00,6,237.00,404
"tram",47.00,108.00,4,3619.00,404
"helpen",84.00,107.00,6,7427.00,405
"maand",81.00,107.00,5,1511.00,405
"publiek",80.00,107.00,7,7017.00,405
"register",46.00,107.00,8,697.00,405
"computer",49.00,107.00,8,1910.00,405
"dieren",60.00,107.00,6,8975.00,405
"cultuurnet",31.00,107.00,10,1001.00,405
"trein",48.00,107.00,5,4940.00,405
"virus",41.00,106.00,5,2182.00,406
"hoogstraten",48.00,106.00,11,3375.00,406
"inschrijven",67.00,106.00,11,7940.00,406
"management",80.00,106.00,10,9788.00,406
"universiteit",60.00,106.00,12,5050.00,406
"webmaster",91.00,105.00,9,3986.00,407
"opname",63.00,105.00,6,4034.00,407
"motor",45.00,105.00,5,6276.00,407
"nooit",62.00,105.00,5,1249.00,407
"mens",78.00,105.00,4,7392.00,407
"adverteren",50.00,105.00,10,5976.00,407
"volledig",76.00,104.00,8,8114.00,408
"geldig",32.00,104.00,6,2125.00,408
"homepage",33.00,104.00,8,7166.00,408
"fietsers",49.00,104.00,8,5141.00,408
"gewest",59.00,104.00,6,3304.00,408
"kon",50.00,104.00,3,2389.00,408
