"word","urlcount","totalcount","wordLen","Random Number"
"Uppsala",724.00,2195.00,7,9454.00
"kl",439.00,2188.00,2,6257.00
"vad",978.00,2148.00,3,5904.00
"Kth",442.00,2134.00,3,1180.00
"år",865.00,2125.00,2,2236.00
"ha",655.00,2104.00,2,8463.00
"även",998.00,2096.00,4,4764.00
"kontakta",1457.00,2085.00,8,4247.00
"kommer",934.00,2069.00,6,8560.00
"nu",946.00,2068.00,2,6629.00
"ut",1064.00,2032.00,2,2167.00
"system",709.00,2020.00,6,2973.00
"också",992.00,2013.00,5,8744.00
"utbildning",1058.00,2006.00,10,7241.00
"systems",621.00,1932.00,7,6392.00
"vara",855.00,1912.00,4,2964.00
"efter",907.00,1906.00,5,3498.00
"institutionen",483.00,1888.00,13,6020.00
"över",975.00,1883.00,4,8303.00
"detta",849.00,1875.00,5,2603.00
"länkar",1297.00,1862.00,6,269.00
"samt",944.00,1852.00,4,9144.00
"när",796.00,1843.00,3,2545.00
"var",672.00,1831.00,3,6635.00
"olika",914.00,1782.00,5,7707.00
"New",647.00,1763.00,3,1607.00
"denna",824.00,1757.00,5,5546.00
"genom",852.00,1733.00,5,1008.00
"page",694.00,1732.00,4,6912.00
"font",37.00,1719.00,4,4824.00
"frågor",969.00,1714.00,6,6766.00
"Eu",473.00,1628.00,2,6037.00
"november",641.00,1619.00,8,5986.00
"din",818.00,1618.00,3,6288.00
"där",800.00,1598.00,3,9540.00
"ny",804.00,1573.00,2,2019.00
"våra",887.00,1541.00,4,5419.00
"mot",651.00,1489.00,3,315.00
"enligt",393.00,1440.00,6,7424.00
"Stockholms",592.00,1439.00,10,136.00
"december",722.00,1428.00,8,2634.00
"linköping",620.00,1422.00,9,1928.00
"sin",666.00,1414.00,3,7942.00
"upp",749.00,1397.00,3,9340.00
"få",753.00,1395.00,2,6040.00
"företag",631.00,1387.00,7,9032.00
"text",439.00,1372.00,4,8085.00
"per",692.00,1369.00,3,6791.00
"vår",819.00,1353.00,3,1701.00
"ta",592.00,1330.00,2,7222.00
"la",188.00,1309.00,2,6199.00
"två",628.00,1303.00,3,3192.00
"science",490.00,1295.00,7,1195.00
"första",567.00,1289.00,6,9190.00
"kr",239.00,1265.00,2,4653.00
"mellan",713.00,1227.00,6,5885.00
"rätt",506.00,1224.00,4,1796.00
"än",596.00,1223.00,2,9282.00
"del",694.00,1212.00,3,3478.00
"kurser",565.00,1211.00,6,2319.00
"mil",220.00,1193.00,3,4949.00
"utan",581.00,1181.00,4,7477.00
"mycket",605.00,1169.00,6,8621.00
"bli",681.00,1165.00,3,9507.00
"många",642.00,1164.00,5,1171.00
"gör",690.00,1159.00,3,4190.00
"kontakt",839.00,1146.00,7,9702.00
"data",510.00,1143.00,4,6479.00
"annat",619.00,1137.00,5,8958.00
"program",620.00,1135.00,7,708.00
"personal",763.00,1134.00,8,2481.00
"support",585.00,1130.00,7,5903.00
"press",634.00,1122.00,5,986.00
"ni",295.00,1121.00,2,6710.00
"professor",303.00,1109.00,9,5363.00
"organisation",736.00,1106.00,12,344.00
"access",223.00,1089.00,6,6914.00
"status",168.00,1082.00,6,160.00
"sedan",585.00,1082.00,5,4950.00
"box",938.00,1080.00,3,8332.00
"sidan",786.00,1080.00,5,8763.00
"nr",454.00,1076.00,2,1746.00
"st",192.00,1075.00,2,644.00
"hela",703.00,1068.00,4,9723.00
"international",439.00,1066.00,13,8935.00
"gäller",460.00,1066.00,6,5697.00
"län",235.00,1065.00,3,2861.00
"allt",695.00,1060.00,4,9805.00
"lag",166.00,1054.00,3,6816.00
"han",326.00,1053.00,3,8439.00
"fler",635.00,1043.00,4,6601.00
"aktuellt",648.00,1041.00,8,2408.00
"då",510.00,1024.00,2,5352.00
"dessa",549.00,1007.00,5,3679.00
"någon",464.00,1000.00,5,6228.00
"sida",691.00,996.00,4,2645.00
"via",579.00,994.00,3,9545.00
"går",573.00,991.00,3,8341.00
"bland",629.00,984.00,5,3180.00
"uppdaterad",920.00,978.00,10,6620.00
"hem",701.00,968.00,3,6303.00
"bara",472.00,960.00,4,4947.00
"bra",559.00,960.00,3,3450.00
"Sveriges",567.00,956.00,8,6618.00
"senaste",651.00,955.00,7,8764.00
"barn",377.00,951.00,4,6112.00
"senast",797.00,951.00,6,4847.00
"ger",612.00,948.00,3,9071.00
"svensk",448.00,947.00,6,8787.00
"tjänster",613.00,946.00,8,3191.00
"hos",535.00,946.00,3,6154.00
"nytt",585.00,936.00,4,3491.00
"blir",523.00,935.00,4,3293.00
"just",511.00,930.00,4,8833.00
"tid",491.00,929.00,3,8814.00
"national",370.00,927.00,8,3070.00
"hjälp",664.00,918.00,5,1961.00
"flera",521.00,915.00,5,5445.00
"göra",541.00,914.00,4,6387.00
"kommun",256.00,909.00,6,7894.00
"sätt",504.00,908.00,4,9223.00
"hemsida",551.00,906.00,7,7213.00
"student",373.00,896.00,7,7441.00
"forum",391.00,888.00,5,3413.00
"social",278.00,887.00,6,4915.00
"tre",483.00,881.00,3,2341.00
"varje",520.00,881.00,5,8098.00
"måste",452.00,881.00,5,6715.00
"telefon",556.00,879.00,7,3946.00
"design",472.00,877.00,6,5460.00
"startsida",733.00,874.00,9,6262.00
"direkt",613.00,871.00,6,2268.00
"välkommen",683.00,863.00,9,4732.00
"miljö",448.00,858.00,5,6947.00
"service",453.00,848.00,7,5274.00
"gå",601.00,842.00,2,8514.00
"hus",333.00,834.00,3,6884.00
"linköpings",399.00,834.00,10,4384.00
"kunna",495.00,832.00,5,5302.00
"ditt",470.00,829.00,4,1294.00
"Tv",310.00,826.00,2,5558.00
"utveckling",515.00,823.00,10,6261.00
"jobb",512.00,820.00,4,3996.00
"ansvarig",736.00,808.00,8,8813.00
"so",263.00,808.00,2,1809.00
"normal",98.00,793.00,6,2073.00
"internationellt",455.00,791.00,15,7105.00
"dag",408.00,788.00,3,5488.00
"Umeå",248.00,781.00,4,1395.00
"söker",307.00,778.00,5,4120.00
"ja",189.00,776.00,2,3149.00
"projekt",425.00,776.00,7,4168.00
"sidor",429.00,773.00,5,612.00
"både",525.00,772.00,4,4036.00
"Göteborg",429.00,770.00,8,5943.00
"några",458.00,767.00,5,3296.00
"institutet",279.00,762.00,10,32.00
"center",381.00,761.00,6,9733.00
"fram",482.00,756.00,4,3530.00
"lediga",574.00,753.00,6,7686.00
"oktober",345.00,752.00,7,1432.00
"studies",276.00,749.00,7,5678.00
"hitta",477.00,749.00,5,5360.00
"material",445.00,749.00,8,3223.00
"något",407.00,747.00,5,9538.00
"part",268.00,747.00,4,3586.00
"management",382.00,746.00,10,6476.00
"ex",419.00,743.00,2,4835.00
"september",350.00,742.00,9,3291.00
"produkter",406.00,739.00,9,3460.00
"aftonbladet",77.00,736.00,11,144.00
"klicka",464.00,733.00,6,140.00
"vilka",410.00,728.00,5,4404.00
"like",233.00,724.00,4,4071.00
"Malmö",303.00,721.00,5,8558.00
"logga",548.00,720.00,5,2859.00
"arbete",423.00,718.00,6,6567.00
"samarbete",474.00,716.00,9,4170.00
"person",337.00,714.00,6,3732.00
"stora",457.00,714.00,5,9172.00
"rättigheter",194.00,713.00,11,7280.00
"tidigare",504.00,711.00,8,5813.00
"stöd",424.00,710.00,4,1975.00
"min",348.00,709.00,3,8091.00
"policy",446.00,708.00,6,686.00
"beslut",235.00,708.00,6,91.00
"regler",355.00,705.00,6,1568.00
"form",425.00,701.00,4,3851.00
"stor",480.00,700.00,4,4238.00
"karolinska",202.00,698.00,10,6864.00
"fråga",344.00,696.00,5,8896.00
"exempel",415.00,695.00,7,2690.00
"skulle",270.00,691.00,6,257.00
"april",306.00,689.00,5,8983.00
"antal",404.00,688.00,5,3594.00
"arbetar",452.00,683.00,7,4170.00
"studenter",351.00,682.00,9,7474.00
"verksamhet",466.00,679.00,10,958.00
"centrum",310.00,679.00,7,4386.00
"dina",384.00,678.00,4,95.00
"human",226.00,676.00,5,4481.00
"version",390.00,675.00,7,7280.00
"fall",309.00,669.00,4,8810.00
"forskare",310.00,661.00,8,4918.00
"pris",283.00,660.00,4,6124.00
"regeringen",174.00,659.00,10,904.00
"annan",302.00,656.00,5,1971.00
"teknik",391.00,655.00,6,3645.00
"publikationer",414.00,653.00,13,7308.00
"innehåll",496.00,652.00,8,195.00
"hittar",474.00,652.00,6,8237.00
"er",270.00,651.00,2,8244.00
"bibliotek",448.00,648.00,9,8232.00
"språk",264.00,640.00,5,6087.00
"sina",428.00,639.00,4,3615.00
"Jan",307.00,637.00,3,1424.00
"ansökan",201.00,637.00,7,4940.00
"Saab",116.00,637.00,4,7316.00
"syntax",18.00,635.00,6,2198.00
"vårt",466.00,633.00,4,5182.00
"last",454.00,626.00,4,3124.00
"anders",303.00,625.00,6,3194.00
"idag",411.00,623.00,4,3346.00
"kultur",343.00,623.00,6,5113.00
"media",414.00,622.00,5,3989.00
"dem",388.00,619.00,3,7527.00
"skriv",520.00,618.00,5,1026.00
"back",315.00,617.00,4,1452.00
"internationella",326.00,610.00,15,8166.00
"plats",312.00,610.00,5,6991.00
"bilder",332.00,610.00,6,148.00
"presentation",448.00,608.00,12,2100.00
"samma",368.00,608.00,5,2835.00
"endast",337.00,598.00,6,2534.00
"problem",346.00,597.00,7,5145.00
"tar",412.00,595.00,3,3878.00
"namn",378.00,593.00,4,1395.00
"komma",447.00,591.00,5,3649.00
"bästa",364.00,589.00,5,3294.00
"dock",275.00,589.00,4,7172.00
"Usa",227.00,588.00,3,4639.00
"get",260.00,588.00,3,3435.00
"ner",398.00,588.00,3,105.00
"start",392.00,588.00,5,7577.00
"list",278.00,587.00,4,6207.00
"nyhetsbrev",393.00,584.00,10,5363.00
"kurs",251.00,582.00,4,9351.00
"ekonomi",340.00,578.00,7,4984.00
"sitt",363.00,578.00,4,2137.00
"hälsa",309.00,576.00,5,7014.00
"tillstånd",117.00,570.00,9,8679.00
"behöver",392.00,567.00,7,7389.00
"vissa",293.00,566.00,5,365.00
"hans",313.00,562.00,4,5881.00
"uppgifter",297.00,561.00,9,1313.00
"general",311.00,560.00,7,7350.00
"läsa",370.00,559.00,4,3718.00
"tillbaka",453.00,558.00,8,3698.00
"tekniska",376.00,557.00,8,6136.00
"medlem",278.00,549.00,6,1780.00
"ge",373.00,545.00,2,2992.00
"Lars",254.00,542.00,4,4895.00
"skicka",335.00,538.00,6,2784.00
"statistik",304.00,537.00,9,2027.00
"personer",319.00,536.00,8,5116.00
"välj",313.00,534.00,4,2804.00
"vilket",347.00,534.00,6,3456.00
"själv",323.00,533.00,5,4119.00
"rum",198.00,531.00,3,910.00
"egen",375.00,528.00,4,1204.00
"ur",356.00,527.00,2,6132.00
"report",216.00,525.00,6,8329.00
"juni",278.00,522.00,4,660.00
"Anna",222.00,522.00,4,409.00
"röda",118.00,521.00,4,4504.00
"övriga",366.00,519.00,6,1435.00
"startsidan",473.00,519.00,10,1926.00
"svar",331.00,516.00,4,5643.00
"Peter",280.00,514.00,5,883.00
"januari",320.00,511.00,7,6018.00
"människor",266.00,508.00,9,8990.00
"kronor",257.00,507.00,6,9087.00
"dessutom",346.00,507.00,8,6856.00
"make",235.00,504.00,4,123.00
"lund",249.00,503.00,4,3144.00
"foto",184.00,501.00,4,1383.00
"anmälan",243.00,500.00,7,3014.00
"Johansson",229.00,498.00,9,9200.00
"dokument",281.00,498.00,8,2594.00
"mänskliga",125.00,494.00,9,5328.00
"etc",305.00,494.00,3,4803.00
"använda",330.00,493.00,7,7569.00
"beskrivning",121.00,492.00,11,4629.00
"spel",168.00,492.00,4,8159.00
"radio",295.00,490.00,5,8144.00
"era",85.00,490.00,3,2297.00
"Erik",222.00,490.00,4,9818.00
"ladda",318.00,489.00,5,8427.00
"adress",370.00,489.00,6,8936.00
"di",37.00,489.00,2,3022.00
"innehåller",296.00,488.00,10,878.00
"artikel",151.00,488.00,7,7541.00
"sport",170.00,487.00,5,2885.00
"rör",190.00,486.00,3,7967.00
"Johan",258.00,485.00,5,1781.00
"Andersson",218.00,485.00,9,4995.00
"ser",307.00,485.00,3,1034.00
"innebär",331.00,484.00,7,3365.00
"varit",269.00,483.00,5,9338.00
"aktuella",353.00,482.00,8,4500.00
"poäng",121.00,480.00,5,8285.00
"allmänna",232.00,480.00,8,9031.00
"Ida",85.00,478.00,3,9734.00
"säger",249.00,478.00,5,3119.00
"kom",348.00,477.00,3,4260.00
"ej",258.00,477.00,2,8765.00
"åt",326.00,476.00,2,6225.00
"årets",267.00,475.00,5,5869.00
"bättre",338.00,473.00,6,8004.00
"bör",233.00,473.00,3,3002.00
"tips",323.00,470.00,4,1176.00
"historia",279.00,469.00,8,4925.00
"ingen",269.00,467.00,5,9563.00
"maj",253.00,465.00,3,4142.00
"mål",276.00,465.00,3,878.00
"kap",43.00,463.00,3,2202.00
"copyright",391.00,462.00,9,3509.00
"tillsammans",316.00,461.00,11,2006.00
"helt",299.00,461.00,4,1314.00
"världen",282.00,460.00,7,2845.00
"väg",288.00,457.00,3,975.00
"gratis",247.00,457.00,6,769.00
"hade",184.00,457.00,4,6907.00
"ca",283.00,456.00,2,4897.00
"redan",306.00,453.00,5,8445.00
"näringsliv",297.00,453.00,10,6547.00
"förslag",236.00,451.00,7,3797.00
"studier",260.00,449.00,7,4226.00
"test",183.00,448.00,4,808.00
"råd",254.00,448.00,3,1669.00
"därför",327.00,448.00,6,9100.00
"lite",270.00,447.00,4,8653.00
"full",227.00,446.00,4,3988.00
"tidningen",183.00,445.00,9,5040.00
"carte",99.00,444.00,5,2582.00
"vidare",318.00,443.00,6,4323.00
"bl",277.00,443.00,2,1207.00
"rapporter",239.00,442.00,9,5416.00
"finland",165.00,442.00,7,581.00
"federal",32.00,441.00,7,7207.00
"bu",34.00,440.00,2,6851.00
"möjlighet",323.00,439.00,9,6376.00
"format",243.00,439.00,6,6326.00
"vilken",292.00,438.00,6,903.00
"Thomas",202.00,436.00,6,5118.00
"hon",167.00,436.00,3,8211.00
"alltid",295.00,434.00,6,2994.00
"söka",323.00,433.00,4,5617.00
"postadress",326.00,432.00,10,1972.00
"art",155.00,432.00,3,9229.00
"kista",116.00,431.00,5,3418.00
"kommunikation",250.00,430.00,13,6138.00
"god",228.00,429.00,3,1161.00
"använder",292.00,429.00,8,896.00
"skolan",209.00,429.00,6,7097.00
"mars",203.00,428.00,4,9958.00
"stiftelsen",152.00,428.00,10,8714.00
"integration",131.00,426.00,11,8315.00
"pressmeddelanden",305.00,426.00,16,9989.00
"fysik",119.00,425.00,5,7442.00
"universitetet",245.00,424.00,13,5927.00
"norrköping",161.00,424.00,10,1052.00
"tycker",182.00,423.00,6,3169.00
"city",215.00,423.00,4,2324.00
"övrigt",300.00,422.00,6,4573.00
"sans",23.00,421.00,4,6721.00
"lagen",145.00,420.00,5,4102.00
"stort",304.00,419.00,5,5704.00
"anställd",263.00,418.00,8,7530.00
"samverkan",196.00,418.00,9,4840.00
"seminarier",295.00,418.00,10,6552.00
"ligger",308.00,417.00,6,7793.00
"läkemedel",86.00,417.00,9,9081.00
"föreskrifter",145.00,417.00,12,5496.00
"artiklar",293.00,417.00,8,3038.00
"säkerhet",279.00,417.00,8,3482.00
"liva",1.00,415.00,4,9961.00
"visar",286.00,414.00,5,862.00
"erbjuder",311.00,414.00,8,6869.00
"image",164.00,411.00,5,2565.00
"lösenord",293.00,411.00,8,2115.00
"visa",288.00,410.00,4,6708.00
"fått",285.00,410.00,4,8804.00
"index",228.00,409.00,5,5689.00
"land",192.00,409.00,4,9275.00
"internationell",225.00,407.00,14,1348.00
"anställda",276.00,407.00,9,8891.00
"deras",262.00,407.00,5,259.00
"valla",30.00,406.00,5,6742.00
"besök",288.00,406.00,5,5251.00
"arkiv",298.00,405.00,5,7487.00
"el",127.00,405.00,2,9383.00
"kalendarium",324.00,404.00,11,9369.00
"fick",223.00,404.00,4,666.00
"hand",269.00,403.00,4,6478.00
"must",154.00,402.00,4,8058.00
"miljoner",218.00,402.00,8,261.00
"kvinnor",126.00,402.00,7,5234.00
"area",198.00,397.00,4,1618.00
"största",288.00,397.00,7,5074.00
"utbildningar",263.00,396.00,12,776.00
"varför",282.00,396.00,6,2548.00
"gång",305.00,396.00,4,2921.00
"användare",276.00,396.00,9,9378.00
"står",249.00,396.00,4,748.00
"journal",98.00,393.00,7,6755.00
"resultat",243.00,392.00,8,1262.00
"sista",230.00,392.00,5,1081.00
"mest",273.00,391.00,4,2834.00
"order",203.00,391.00,5,3054.00
"utgivare",368.00,390.00,8,7203.00
"medicinsk",178.00,390.00,9,2846.00
"medlemmar",240.00,390.00,9,6109.00
"engelska",215.00,390.00,8,5292.00
"dess",239.00,390.00,4,7014.00
"beställ",213.00,389.00,7,6367.00
"teknisk",269.00,388.00,7,294.00
"besöksadress",286.00,386.00,12,7563.00
"används",250.00,386.00,7,3636.00
"skapa",252.00,385.00,5,3906.00
"uppdrag",266.00,384.00,7,868.00
"titel",126.00,384.00,5,3164.00
"ingår",275.00,384.00,5,3563.00
"don",161.00,384.00,3,3444.00
"ytterligare",287.00,381.00,11,9603.00
"särskilt",193.00,381.00,8,8827.00
"fyra",263.00,380.00,4,8661.00
"forskarutbildning",230.00,380.00,17,4627.00
"ofta",248.00,380.00,4,7296.00
"behov",264.00,377.00,5,1499.00
"större",282.00,377.00,6,8163.00
"central",240.00,376.00,7,1216.00
"same",177.00,376.00,4,568.00
"special",225.00,375.00,7,5293.00
"studera",287.00,373.00,7,3775.00
"egna",288.00,373.00,4,1852.00
"arbetet",253.00,372.00,7,4356.00
"krav",229.00,370.00,4,9428.00
"Magnus",212.00,370.00,6,512.00
"digital",214.00,370.00,7,8099.00
"hit",104.00,369.00,3,1221.00
"mat",218.00,369.00,3,4179.00
"ges",243.00,369.00,3,8015.00
"skjutvapen",10.00,369.00,10,8787.00
"lärare",211.00,368.00,6,7172.00
"fullständig",32.00,368.00,11,1040.00
"före",200.00,367.00,4,4566.00
"set",160.00,366.00,3,9485.00
"stycket",27.00,365.00,7,6858.00
"vapen",57.00,364.00,5,5934.00
"kort",260.00,364.00,4,8794.00
"mig",157.00,364.00,3,2293.00
"innan",230.00,363.00,5,8651.00
"guide",222.00,362.00,5,5639.00
"blev",215.00,362.00,4,6575.00
"fast",203.00,361.00,4,1868.00
"kartor",240.00,359.00,6,8198.00
"Skåne",137.00,359.00,5,9030.00
"sökning",268.00,359.00,7,3865.00
"flygvapnet",170.00,358.00,10,8422.00
"plan",237.00,358.00,4,5167.00
"djurförsök",51.00,356.00,10,9865.00
"kanske",212.00,354.00,6,4778.00
"hemvärnet",176.00,354.00,9,3356.00
"försvarsmaktens",173.00,354.00,15,8351.00
"lika",212.00,353.00,4,3437.00
"ämnen",176.00,353.00,5,4543.00
"organisationer",235.00,351.00,14,5288.00
"grund",219.00,350.00,5,7231.00
"högvakten",169.00,349.00,9,4470.00
"rapport",197.00,349.00,7,7485.00
"debatt",186.00,349.00,6,9144.00
"ansvar",223.00,348.00,6,965.00
"tipsa",278.00,347.00,5,1320.00
"lösningar",207.00,347.00,9,9860.00
"kunder",208.00,345.00,6,5697.00
"master",147.00,345.00,6,3457.00
"annonsera",173.00,345.00,9,5583.00
"Eriksson",180.00,344.00,8,7438.00
"uppgift",212.00,343.00,7,5473.00
"myndigheter",210.00,343.00,11,1731.00
"böcker",231.00,343.00,6,5897.00
"delar",280.00,343.00,5,2646.00
"senare",222.00,343.00,6,9160.00
"följande",243.00,342.00,8,4402.00
"transport",176.00,341.00,9,653.00
"juli",186.00,341.00,4,7613.00
"linux",153.00,341.00,5,4735.00
"måndag",213.00,341.00,6,597.00
"mitt",226.00,340.00,4,7187.00
"fungerar",221.00,340.00,8,4413.00
"nedan",272.00,340.00,5,7980.00
"högskolan",189.00,339.00,9,7236.00
"Kalmar",194.00,339.00,6,6804.00
"nästa",232.00,339.00,5,3952.00
"försäkringskassan",93.00,338.00,17,348.00
"augusti",182.00,334.00,7,3959.00
"eftersom",224.00,334.00,8,8988.00
"inga",210.00,333.00,4,3539.00
"biblioteket",204.00,333.00,11,9751.00
"hotell",105.00,332.00,6,9188.00
"dagens",225.00,330.00,6,9463.00
"respektive",253.00,330.00,10,3680.00
"tunnel",34.00,329.00,6,38.00
"inför",227.00,329.00,5,8099.00
"års",208.00,329.00,3,9706.00
"tiden",209.00,328.00,5,5605.00
"minst",222.00,328.00,5,7831.00
"regional",213.00,328.00,8,5960.00
"samtliga",248.00,327.00,8,5969.00
"landet",217.00,326.00,6,8760.00
"priser",195.00,326.00,6,5120.00
"administration",229.00,326.00,14,5752.00
"informationen",180.00,325.00,13,4643.00
"Maria",164.00,325.00,5,8135.00
"kemi",101.00,324.00,4,4800.00
"mats",199.00,323.00,4,3883.00
"bo",207.00,322.00,2,9668.00
"film",151.00,322.00,4,4969.00
"såväl",237.00,322.00,5,286.00
"Göran",205.00,321.00,5,3714.00
"krävs",218.00,320.00,5,5354.00
"partners",205.00,320.00,8,1214.00
"story",47.00,320.00,5,686.00
"vem",230.00,319.00,3,3087.00
"institutioner",221.00,319.00,13,8490.00
"länder",205.00,319.00,6,3673.00
"gärna",256.00,319.00,5,796.00
"veta",254.00,318.00,4,4882.00
"integer",14.00,318.00,7,8718.00
"ledare",189.00,318.00,6,6334.00
"Carl",154.00,318.00,4,718.00
"metoder",155.00,317.00,7,9958.00
"särskilda",146.00,316.00,9,8386.00
"nej",149.00,315.00,3,4516.00
"samband",203.00,315.00,7,2532.00
"kring",235.00,314.00,5,7016.00
"nummer",207.00,314.00,6,7032.00
"pressrum",283.00,314.00,8,8274.00
"tekniskt",280.00,313.00,8,7288.00
"karta",204.00,313.00,5,4579.00
"fakta",237.00,313.00,5,4241.00
"väl",196.00,312.00,3,2209.00
"projektet",155.00,312.00,9,1801.00
"länk",197.00,311.00,4,8473.00
"nordiska",152.00,311.00,8,5673.00
"databaser",199.00,311.00,9,4757.00
"bidrag",166.00,310.00,6,8338.00
"fakulteten",118.00,310.00,10,9321.00
"best",168.00,309.00,4,5160.00
"gamla",214.00,308.00,5,5118.00
"sådana",147.00,308.00,6,9191.00
"samtidigt",234.00,308.00,9,5722.00
"id",92.00,307.00,2,9595.00
"områden",217.00,306.00,7,4214.00
"örebro",202.00,306.00,6,4960.00
"äldre",189.00,306.00,5,1565.00
"allmän",195.00,306.00,6,6821.00
"Europa",198.00,306.00,6,5717.00
"disk",86.00,305.00,4,2573.00
"sådan",122.00,305.00,5,4825.00
"mindre",201.00,304.00,6,6374.00
"grundläggande",169.00,304.00,13,3275.00
"högre",201.00,302.00,5,5941.00
"runt",205.00,302.00,4,6802.00
"sker",228.00,302.00,4,7392.00
"avdelningen",130.00,301.00,11,2530.00
"bild",188.00,301.00,4,7122.00
"armén",170.00,299.00,5,8904.00
"användning",164.00,299.00,10,2867.00
"korset",79.00,298.00,6,9969.00
"Persson",153.00,298.00,7,9883.00
"medicine",88.00,297.00,8,7953.00
"talet",156.00,296.00,5,4638.00
"inlägg",65.00,295.00,6,8867.00
"myndighet",125.00,295.00,9,7593.00
"David",143.00,295.00,5,1026.00
"still",130.00,295.00,5,7942.00
"vanliga",260.00,294.00,7,819.00
"kompetens",209.00,294.00,9,9721.00
"Nilsson",190.00,294.00,7,9011.00
"allmänt",194.00,294.00,7,9196.00
"behandling",131.00,294.00,10,1591.00
"enkelt",211.00,294.00,6,2648.00
"tidning",140.00,293.00,7,3494.00
"viktigt",220.00,293.00,7,5680.00
"viktiga",216.00,293.00,7,8532.00
"denmark",120.00,293.00,7,9612.00
"företaget",203.00,292.00,9,3781.00
"medarbetare",209.00,290.00,11,8161.00
"dalarna",145.00,290.00,7,2371.00
"lagar",173.00,289.00,5,5474.00
"samhälle",204.00,289.00,8,1762.00
"museum",90.00,288.00,6,4997.00
"opponent",38.00,288.00,8,6208.00
"blanketter",217.00,287.00,10,4506.00
"pengar",148.00,286.00,6,4408.00
"pressmeddelande",122.00,286.00,15,559.00
"val",183.00,285.00,3,1952.00
"möjligt",217.00,285.00,7,8500.00
"eget",217.00,285.00,4,8838.00
"björn",169.00,284.00,5,883.00
"februari",172.00,284.00,8,492.00
"tall",9.00,283.00,4,4993.00
"modern",207.00,283.00,6,1194.00
"skola",199.00,283.00,5,5547.00
"riktlinjer",154.00,283.00,10,3923.00
"region",136.00,282.00,6,2200.00
"öppna",198.00,282.00,5,1391.00
"total",141.00,281.00,5,6949.00
"hög",220.00,281.00,3,5571.00
"lista",198.00,280.00,5,8172.00
"ull",50.00,279.00,3,7400.00
"utanför",184.00,279.00,7,6506.00
"verksamheten",202.00,279.00,12,73.00
"rätten",76.00,279.00,6,5505.00
"datum",188.00,279.00,5,5082.00
"europeiska",145.00,279.00,10,7193.00
"mobil",154.00,278.00,5,9018.00
"alternativ",139.00,278.00,10,9108.00
"intresse",188.00,277.00,8,2807.00
"Mikael",137.00,277.00,6,6172.00
"bil",154.00,277.00,3,5039.00
"bank",106.00,277.00,4,4523.00
"sex",187.00,277.00,3,3691.00
"vecka",157.00,276.00,5,7040.00
"först",204.00,276.00,5,3489.00
