"word","urlcount","totalcount","wordLen","Random Number","Rank"
"spectacles",778.00,5748.00,10,5637.00,439
"couleurs",1915.00,5736.00,8,8903.00,440
"rencontres",1819.00,5722.00,10,1846.00,441
"mode",3623.00,5692.00,4,3860.00,442
"auto",2244.00,5684.00,4,3238.00,443
"lien",2286.00,5677.00,4,6493.00,444
"moins",2956.00,5676.00,5,9685.00,445
"place",3434.00,5675.00,5,240.00,446
"avez",3548.00,5658.00,4,2064.00,448
"questions",3665.00,5645.00,9,7750.00,449
"techniques",3979.00,5635.00,10,1594.00,450
"archives",2012.00,5612.00,8,6410.00,452
"inscription",4386.00,5593.00,11,4602.00,453
"toujours",3033.00,5577.00,8,9787.00,456
"philosophie",1983.00,5575.00,11,2505.00,457
"elles",3898.00,5574.00,5,4896.00,458
"résultats",3333.00,5572.00,9,7245.00,459
"jones",2439.00,5565.00,5,8901.00,460
"club",2757.00,5562.00,4,3284.00,461
"point",3293.00,5527.00,5,5629.00,464
"donc",2858.00,5512.00,4,5220.00,465
"voyage",1913.00,5511.00,6,110.00,466
"forums",3539.00,5489.00,6,9043.00,470
"peu",2663.00,5487.00,3,9824.00,471
"partenaire",3459.00,5462.00,10,5169.00,473
"tu",1513.00,5436.00,2,2298.00,474
"rubriques",3556.00,5423.00,9,5480.00,475
"sujet",3504.00,5408.00,5,5817.00,476
"mois",2866.00,5329.00,4,3621.00,478
"alors",3044.00,5329.00,5,1996.00,478
"ajoutez",5217.00,5328.00,7,9191.00,479
"quelques",3196.00,5316.00,8,2068.00,480
"joueurs",2694.00,5313.00,7,372.00,481
"cas",2674.00,5310.00,3,4110.00,482
"générale",3710.00,5306.00,8,4318.00,483
"interactive",1380.00,5286.00,11,54.00,485
"puis",3100.00,5275.00,4,9785.00,486
"ville",2879.00,5259.00,5,7185.00,487
"insolite",2671.00,5257.00,8,4724.00,488
"philo",1011.00,5255.00,5,7235.00,489
"vendredi",2620.00,5238.00,8,9172.00,491
"partir",3599.00,5235.00,6,8871.00,492
"passe",2499.00,5229.00,5,339.00,493
"part",2892.00,5228.00,4,8382.00,494
"logos",2930.00,5213.00,5,4238.00,496
"travail",2478.00,5189.00,7,6765.00,497
"cet",2881.00,5169.00,3,7848.00,499
"ma",2399.00,5159.00,2,2548.00,501
"occasion",2691.00,5158.00,8,9482.00,502
"arts",1936.00,5153.00,4,2497.00,503
"mise",3253.00,5150.00,4,868.00,504
"sécurité",2346.00,5147.00,8,6278.00,505
"nombre",3446.00,5129.00,6,4804.00,506
"oui",1969.00,5114.00,3,6835.00,508
"voyages",2640.00,5059.00,7,2709.00,511
"discussion",2042.00,5046.00,10,5179.00,512
"auteur",2188.00,5036.00,6,4634.00,513
"mardi",1732.00,5031.00,5,702.00,514
"lettre",4083.00,5028.00,6,2639.00,515
"milan",2942.00,5027.00,5,6451.00,516
"personnes",2257.00,5024.00,9,3743.00,517
"gratuit",3604.00,5014.00,7,4034.00,518
"jours",2898.00,4970.00,5,1020.00,521
"marketing",1515.00,4954.00,9,9466.00,523
"magazine",3663.00,4950.00,8,7262.00,524
"petit",3050.00,4940.00,5,141.00,525
"publics",1209.00,4937.00,7,9454.00,526
"allemagne",3372.00,4926.00,9,838.00,527
"compagnon",4854.00,4917.00,9,2489.00,528
"pierre",2096.00,4894.00,6,4393.00,529
"index",2612.00,4868.00,5,8486.00,532
"bienvenue",4628.00,4864.00,9,4818.00,534
"commerce",2076.00,4847.00,8,370.00,537
"hui",3838.00,4829.00,3,6541.00,538
"dernière",4116.00,4798.00,8,5221.00,539
"amour",2133.00,4785.00,5,9275.00,541
"football",2118.00,4769.00,8,4398.00,545
"ci",3310.00,4758.00,2,4805.00,546
"plate",1487.00,4753.00,5,6987.00,547
"doit",3165.00,4749.00,4,7949.00,548
"moi",1977.00,4732.00,3,4506.00,550
"chat",3523.00,4727.00,4,5176.00,551
"poésie",2493.00,4721.00,6,5211.00,555
"revue",3218.00,4703.00,5,8381.00,557
"lundi",1564.00,4697.00,5,8182.00,560
"première",2879.00,4671.00,8,9349.00,561
"html",1532.00,4663.00,4,991.00,563
"grande",2842.00,4655.00,6,6822.00,564
"était",1777.00,4647.00,5,8901.00,565
"euro",1477.00,4641.00,4,5648.00,566
"description",1524.00,4639.00,11,1052.00,567
"avait",1860.00,4615.00,5,1938.00,569
"fonds",2068.00,4606.00,5,6316.00,571
"data",976.00,4596.00,4,7329.00,572
"cadre",3353.00,4587.00,5,4770.00,573
"française",3066.00,4583.00,9,4256.00,574
"boursier",2115.00,4581.00,8,6405.00,575
"via",2170.00,4572.00,3,3960.00,576
"self",926.00,4572.00,4,860.00,576
"va",2999.00,4564.00,2,8843.00,578
"film",1764.00,4562.00,4,5992.00,579
"genre",2835.00,4550.00,5,2758.00,581
"offres",2133.00,4545.00,6,7618.00,582
"software",1805.00,4544.00,8,6837.00,583
"nouvelles",2730.00,4541.00,9,5000.00,584
"out",2014.00,4539.00,3,4388.00,585
"forme",2952.00,4532.00,5,712.00,587
"suite",2385.00,4514.00,5,997.00,589
"maison",2274.00,4458.00,6,3055.00,591
"abonnement",2999.00,4453.00,10,424.00,592
"chaque",2820.00,4433.00,6,4934.00,594
"rue",1750.00,4430.00,3,1315.00,595
"exemple",2074.00,4411.00,7,8593.00,598
"plan",3028.00,4406.00,4,2148.00,599
"mer",1732.00,4403.00,3,8936.00,600
"protection",2149.00,4398.00,10,898.00,601
"billet",824.00,4398.00,6,3966.00,601
"sera",2602.00,4386.00,4,9289.00,603
"accord",3337.00,4384.00,6,5026.00,604
"texte",1733.00,4376.00,5,9936.00,605
"ami",3582.00,4363.00,3,3820.00,606
"auprès",3660.00,4362.00,6,2676.00,607
"pris",1343.00,4352.00,4,2762.00,609
"juillet",2073.00,4347.00,7,1089.00,610
"bon",2345.00,4345.00,3,6755.00,611
"ni",1728.00,4339.00,2,1213.00,612
"déjà",2844.00,4331.00,4,1315.00,613
"dernier",2697.00,4320.00,7,6320.00,614
"design",1564.00,4273.00,6,5057.00,617
"graphique",1407.00,4271.00,9,4728.00,618
"publicité",3350.00,4261.00,9,6430.00,619
"catégorie",1652.00,4248.00,9,5939.00,620
"express",3375.00,4248.00,7,1643.00,620
"document",1040.00,4244.00,8,8002.00,621
"car",2291.00,4236.00,3,5647.00,624
"user",1574.00,4215.00,4,3168.00,627
"links",2445.00,4211.00,5,4447.00,628
"manière",3377.00,4209.00,7,4554.00,629
"roman",1762.00,4205.00,5,8977.00,631
"dit",2032.00,4199.00,3,6497.00,632
"lettres",1961.00,4186.00,7,8731.00,633
"produit",2162.00,4185.00,7,4898.00,634
"formes",987.00,4179.00,6,4312.00,637
"commentaires",3388.00,4174.00,12,5809.00,638
"horoscope",2703.00,4173.00,9,8672.00,639
"annuaire",1968.00,4168.00,8,2998.00,640
"tél",568.00,4166.00,3,8887.00,641
"national",2261.00,4162.00,8,5322.00,642
"tour",1918.00,4161.00,4,8595.00,643
"ressources",3126.00,4159.00,10,1388.00,644
"exclusivement",4053.00,4133.00,13,7011.00,647
"solutions",1484.00,4132.00,9,526.00,648
"lieu",1937.00,4132.00,4,6120.00,648
"quand",2133.00,4115.00,5,1091.00,649
"important",3435.00,4115.00,9,4454.00,649
"course",2060.00,4111.00,6,6910.00,650
"etc",2421.00,4094.00,3,4514.00,652
"fin",2474.00,4086.00,3,2754.00,653
"section",1023.00,4046.00,7,7574.00,656
"formation",1910.00,4044.00,9,9159.00,657
"al",1187.00,4038.00,2,7380.00,659
"mars",1684.00,4037.00,4,6058.00,660
"financières",2451.00,4008.00,11,1411.00,662
"format",2212.00,3996.00,6,7356.00,664
"trois",2388.00,3982.00,5,7597.00,665
"max",2597.00,3954.00,3,8942.00,668
"group",1359.00,3948.00,5,6385.00,669
"envoi",1582.00,3945.00,5,9372.00,670
"aller",2267.00,3922.00,5,8719.00,674
"frais",962.00,3921.00,5,6509.00,675
"offre",2439.00,3909.00,5,9403.00,678
"lorsque",2189.00,3906.00,7,9402.00,679
"écran",2007.00,3903.00,5,9149.00,680
"profil",2224.00,3879.00,6,8391.00,682
"faut",2307.00,3873.00,4,9996.00,683
"rares",3091.00,3852.00,5,3082.00,685
"selon",2402.00,3844.00,5,418.00,686
"portail",3098.00,3835.00,7,1897.00,687
"formulaire",3328.00,3832.00,10,2497.00,688
"communication",2047.00,3818.00,13,9220.00,690
"choix",3083.00,3795.00,5,4953.00,694
"personne",1696.00,3792.00,8,862.00,695
"points",1883.00,3791.00,6,4185.00,696
"entreprise",1625.00,3783.00,10,3461.00,697
"permet",2439.00,3769.00,6,1340.00,699
"heures",2386.00,3768.00,6,6919.00,700
"enseignement",2068.00,3762.00,12,1504.00,703
"management",1394.00,3738.00,10,7831.00,705
"fax",1091.00,3724.00,3,7086.00,706
"port",794.00,3723.00,4,6819.00,707
"dire",1828.00,3706.00,4,6638.00,711
"auteurs",1847.00,3706.00,7,6277.00,711
"base",2122.00,3705.00,4,7083.00,712
"jardin",1221.00,3690.00,6,5499.00,716
"enfant",2031.00,3689.00,6,4082.00,717
"titres",3116.00,3672.00,6,5801.00,720
"siècle",1587.00,3664.00,6,3067.00,721
"cela",2095.00,3655.00,4,1385.00,724
"acheter",1682.00,3652.00,7,248.00,725
"quelque",2602.00,3638.00,7,171.00,727
"aucune",2911.00,3634.00,6,1180.00,728
"value",1032.00,3632.00,5,9428.00,729
"collection",1728.00,3630.00,10,7664.00,730
"demande",1752.00,3625.00,7,8604.00,732
"accessoires",916.00,3619.00,11,4956.00,734
"open",1153.00,3617.00,4,7849.00,735
"notamment",1955.00,3611.00,9,6019.00,736
"moyen",2810.00,3589.00,5,1537.00,739
"option",1639.00,3585.00,6,7831.00,740
"nature",1961.00,3582.00,6,8815.00,741
"année",2236.00,3578.00,5,7103.00,742
"annonce",1310.00,3563.00,7,462.00,743
"peuvent",1995.00,3561.00,7,580.00,744
"loisirs",2344.00,3558.00,7,1620.00,746
"suis",1604.00,3557.00,4,6139.00,747
"modifier",1627.00,3546.00,8,1683.00,748
"mots",1984.00,3543.00,4,7161.00,749
"mort",1353.00,3542.00,4,5424.00,750
"options",2103.00,3539.00,7,6460.00,751
"contenu",1700.00,3539.00,7,1286.00,751
"carrefour",448.00,3531.00,9,3410.00,753
"technique",2496.00,3530.00,9,8950.00,754
"connaissance",3022.00,3523.00,12,5925.00,756
"science",1495.00,3520.00,7,6237.00,757
"rien",1933.00,3514.00,4,1165.00,758
"fichiers",1697.00,3514.00,8,2556.00,758
"théâtre",1795.00,3512.00,7,4203.00,760
"partie",1941.00,3507.00,6,3633.00,761
"salon",1426.00,3500.00,5,5002.00,762
"agrandir",1804.00,3485.00,8,5498.00,763
"femme",1592.00,3484.00,5,1440.00,764
"client",1111.00,3473.00,6,7897.00,767
"marchés",2305.00,3460.00,7,867.00,769
"signaler",3358.00,3459.00,8,4602.00,770
"possible",2235.00,3455.00,8,3756.00,771
"là",1650.00,3453.00,2,128.00,772
"avril",1423.00,3443.00,5,6463.00,773
"plusieurs",2328.00,3439.00,9,4345.00,774
"mis",2143.00,3422.00,3,6995.00,777
"usa",1760.00,3412.00,3,2607.00,778
"historiques",2408.00,3412.00,11,8228.00,778
"fiches",1754.00,3403.00,6,8861.00,779
"reproduction",3230.00,3394.00,12,6153.00,782
"pourquoi",2228.00,3389.00,8,6274.00,783
"pro",2236.00,3386.00,3,9997.00,784
"logiciels",1517.00,3373.00,9,5677.00,786
"ensemble",2088.00,3363.00,8,7131.00,788
"personnelle",3030.00,3361.00,11,7164.00,789
"documents",1409.00,3356.00,9,7520.00,791
"lors",2126.00,3340.00,4,1863.00,793
"technologies",1737.00,3338.00,12,7217.00,794
"imprimer",3088.00,3332.00,8,3157.00,795
"générales",2904.00,3300.00,9,9654.00,800
"rapport",1687.00,3286.00,7,5421.00,802
"audio",1639.00,3279.00,5,5189.00,803
"euros",1413.00,3278.00,5,3261.00,804
"mal",2095.00,3270.00,3,9720.00,808
"paul",1504.00,3267.00,4,7008.00,809
"stock",883.00,3266.00,5,1478.00,810
"agenda",2606.00,3252.00,6,899.00,811
"sociétés",2110.00,3247.00,8,6634.00,812
"ceux",2019.00,3243.00,4,6449.00,813
"celui",1930.00,3237.00,5,1958.00,814
"communauté",2104.00,3236.00,10,4279.00,815
"membre",1875.00,3223.00,6,4941.00,817
"librairie",668.00,3217.00,9,6585.00,819
"set",1244.00,3214.00,3,2798.00,820
"jusqu",2065.00,3211.00,5,835.00,821
"prestations",1799.00,3207.00,11,6995.00,822
"dimanche",1071.00,3196.00,8,6792.00,823
"commission",1084.00,3192.00,10,3201.00,824
"disponibles",2740.00,3175.00,11,8751.00,826
"navigation",2743.00,3174.00,10,6297.00,827
"semaine",1924.00,3172.00,7,1951.00,828
"sas",3040.00,3168.00,3,3947.00,829
"samedi",1200.00,3156.00,6,7426.00,831
"minutes",2240.00,3154.00,7,5472.00,832
"claude",959.00,3152.00,6,4749.00,833
"consulter",2436.00,3147.00,9,1210.00,834
"ça",1141.00,3141.00,2,3035.00,836
"disponible",1759.00,3141.00,10,6850.00,836
"traitement",1049.00,3134.00,10,1270.00,838
"suivez",3040.00,3131.00,6,7830.00,840
"afficher",2606.00,3126.00,8,915.00,841
"computer",1239.00,3119.00,8,7493.00,842
"var",1566.00,3118.00,3,9724.00,843
"entreprises",1403.00,3118.00,11,7995.00,843
"adhésion",3033.00,3107.00,8,1474.00,846
"eau",1193.00,3101.00,3,6544.00,847
"portable",1480.00,3092.00,8,9360.00,848
"reste",2142.00,3092.00,5,6832.00,848
"conseil",1436.00,3082.00,7,1818.00,849
"également",2037.00,3073.00,9,506.00,852
"arcade",1152.00,3056.00,6,9643.00,853
"trop",1749.00,3036.00,4,4066.00,855
"diffusion",2080.00,3036.00,9,9513.00,855
"taille",2425.00,3033.00,6,1254.00,856
"ordinateur",1391.00,3028.00,10,655.00,857
"classement",1835.00,3023.00,10,2642.00,859
"heure",2555.00,3023.00,5,3261.00,859
"moment",2131.00,3021.00,6,8644.00,860
"saisir",2844.00,3014.00,6,2644.00,861
"ouverture",2311.00,3004.00,9,63.00,862
"star",1295.00,2994.00,4,3401.00,863
"jacques",1414.00,2993.00,7,3987.00,864
"envoyées",2755.00,2991.00,8,9809.00,865
"ex",1344.00,2979.00,2,5142.00,866
"pouvoir",2025.00,2977.00,7,4911.00,867
"recevoir",2457.00,2977.00,8,2563.00,867
"suppression",2356.00,2970.00,11,109.00,868
"artistes",1489.00,2970.00,8,6193.00,868
"air",1535.00,2959.00,3,7111.00,870
"utiliser",1964.00,2956.00,8,1751.00,871
"fichier",1287.00,2933.00,7,666.00,875
"radio",1394.00,2928.00,5,4533.00,876
"proposées",1550.00,2915.00,9,5304.00,878
"adresses",1896.00,2897.00,8,2330.00,880
"michel",1256.00,2885.00,6,3117.00,882
"général",1972.00,2885.00,7,8673.00,882
"réseau",1728.00,2872.00,6,996.00,886
"objet",1484.00,2856.00,5,3189.00,889
"fournisseurs",2505.00,2856.00,12,9335.00,889
"président",1389.00,2854.00,9,537.00,890
"différents",2369.00,2846.00,10,7191.00,891
"femmes",1381.00,2846.00,6,1383.00,891
"mieux",1968.00,2844.00,5,8964.00,892
"système",1627.00,2839.00,7,9974.00,893
"gestion",1519.00,2839.00,7,8492.00,893
"films",1370.00,2836.00,5,6557.00,894
"para",642.00,2829.00,4,3728.00,896
"celle",1784.00,2823.00,5,2834.00,898
"box",1537.00,2821.00,3,2629.00,899
"jamais",1599.00,2817.00,6,5990.00,900
"numérique",1419.00,2806.00,9,4350.00,901
"cuisine",978.00,2806.00,7,3464.00,901
"créer",2033.00,2805.00,5,9143.00,902
"nouveaux",1954.00,2804.00,8,2380.00,903
"tourisme",2032.00,2799.00,8,8031.00,904
"effet",1808.00,2793.00,5,70.00,905
"sonneries",1251.00,2793.00,9,3661.00,905
"consultez",2624.00,2783.00,9,1968.00,908
"nationale",1442.00,2781.00,9,6819.00,909
"privée",1962.00,2780.00,6,9963.00,910
"bonne",1923.00,2773.00,5,296.00,911
"électronique",1185.00,2773.00,12,7135.00,911
"développement",1440.00,2772.00,13,4208.00,912
"direct",1820.00,2770.00,6,3594.00,913
"êtes",2178.00,2764.00,4,3864.00,915
"envoyez",2583.00,2755.00,7,5414.00,918
"logo",1791.00,2753.00,4,7256.00,919
"office",1659.00,2749.00,6,7408.00,921
