"word","urlcount","totalcount","wordLen","Random Number","Rank"
"rie",15.00,54.00,3,7546.00,1472
"fris",47.00,52.00,4,120.00,1474
"papiers",43.00,52.00,7,9147.00,1474
"curieux",35.00,52.00,7,6284.00,1474
"azur",52.00,52.00,4,639.00,1474
"vibra",50.00,52.00,5,9938.00,1474
"dl",13.00,52.00,2,9446.00,1474
"couveuse",38.00,52.00,8,5813.00,1474
"buis",47.00,52.00,4,3493.00,1474
"bande",24.00,51.00,5,8959.00,1475
"pyramides",51.00,51.00,9,9906.00,1475
"malaga",50.00,50.00,6,8666.00,1476
"maffia",39.00,49.00,6,4537.00,1477
"affaire",38.00,49.00,7,1593.00,1477
"retour",35.00,48.00,6,4595.00,1478
"primeur",42.00,48.00,7,3371.00,1478
"mentale",40.00,48.00,7,5868.00,1478
"nul",37.00,47.00,3,6472.00,1479
"psychologie",35.00,47.00,11,9501.00,1479
"suivre",8.00,47.00,6,3200.00,1479
"Aires",43.00,47.00,5,4867.00,1479
"graphisme",47.00,47.00,9,950.00,1479
"rataplan",41.00,46.00,8,2830.00,1480
"vaisseau",44.00,45.00,8,9717.00,1481
"cor",40.00,45.00,3,8335.00,1481
"mana",43.00,44.00,4,1234.00,1482
"ambassadeur",35.00,44.00,11,9018.00,1482
"assistent",38.00,44.00,9,7887.00,1482
"sel",8.00,44.00,3,1627.00,1482
"magie",28.00,44.00,5,4349.00,1482
"vitesse",23.00,44.00,7,2788.00,1482
"complexe",42.00,44.00,8,3870.00,1482
"pourquoi",34.00,43.00,8,7467.00,1483
"permanente",36.00,43.00,10,1191.00,1483
"mense",10.00,43.00,5,5670.00,1483
"cycliste",42.00,42.00,8,6040.00,1484
"autoradio",31.00,42.00,9,7817.00,1484
"Thierry",19.00,42.00,7,4063.00,1484
"scènes",34.00,42.00,6,9800.00,1484
"fraude",34.00,41.00,6,2924.00,1485
"albatros",41.00,41.00,8,5206.00,1485
"transporteur",36.00,40.00,12,4773.00,1486
"lande",11.00,40.00,5,2875.00,1486
"olifant",27.00,40.00,7,8724.00,1486
"rade",18.00,39.00,4,6336.00,1487
"soja",18.00,39.00,4,5646.00,1487
"ses",15.00,39.00,3,6537.00,1487
"comme",19.00,38.00,5,3466.00,1488
"quo",21.00,38.00,3,8321.00,1488
"dimanche",12.00,38.00,8,4291.00,1488
"autochtone",25.00,38.00,10,8059.00,1488
"sérigraphie",3.00,38.00,11,6759.00,1488
"vals",34.00,38.00,4,6667.00,1488
"blonde",31.00,38.00,6,2959.00,1488
"examen",23.00,37.00,6,4541.00,1489
"enquêtes",35.00,37.00,8,1312.00,1489
"dessinée",16.00,37.00,8,1954.00,1489
"litho",17.00,37.00,5,5452.00,1489
"modus",25.00,37.00,5,2344.00,1489
"exacte",34.00,37.00,6,3431.00,1489
"recensent",35.00,37.00,9,3651.00,1489
"liturgie",30.00,37.00,8,364.00,1489
"autres",20.00,36.00,6,3158.00,1490
"fier",24.00,35.00,4,4419.00,1491
"texte",6.00,35.00,5,5960.00,1491
"enfin",31.00,35.00,5,1751.00,1491
"naja",28.00,35.00,4,1210.00,1491
"sobre",13.00,34.00,5,8519.00,1492
"Sont",18.00,34.00,4,3749.00,1492
"indices",12.00,34.00,7,7328.00,1492
"dominante",27.00,34.00,9,1882.00,1492
"Brabants",28.00,34.00,8,9134.00,1492
"visite",22.00,34.00,6,7651.00,1492
"enfant",28.00,33.00,6,8137.00,1493
"appels",23.00,33.00,6,5755.00,1493
"cocaïne",22.00,32.00,7,5217.00,1494
"votre",9.00,32.00,5,8078.00,1494
"halte",18.00,31.00,5,4022.00,1495
"restant",30.00,31.00,7,6369.00,1495
"culinaire",22.00,31.00,9,7460.00,1495
"manne",13.00,31.00,5,4181.00,1495
"bouvet",30.00,30.00,6,3500.00,1496
"ria",18.00,30.00,3,9437.00,1496
"clichés",25.00,30.00,7,9628.00,1496
"deux",19.00,30.00,4,3966.00,1496
"bleue",17.00,30.00,5,6706.00,1496
"clou",28.00,30.00,4,4830.00,1496
"humanitaire",25.00,30.00,11,7471.00,1496
"ironie",28.00,30.00,6,7194.00,1496
"roc",21.00,30.00,3,5914.00,1496
"mythe",24.00,30.00,5,7750.00,1496
"primaire",28.00,29.00,8,4898.00,1497
"Tcp",28.00,29.00,3,6347.00,1497
"cruciale",28.00,29.00,8,8995.00,1497
"platina",14.00,29.00,7,7461.00,1497
"transnationale",19.00,29.00,14,2618.00,1497
"massas",29.00,29.00,6,1648.00,1497
"sala",22.00,29.00,4,9561.00,1497
"mur",29.00,29.00,3,1946.00,1497
"Morissette",15.00,28.00,10,7570.00,1498
"terminale",14.00,28.00,9,2688.00,1498
"cette",13.00,28.00,5,1063.00,1498
"bien",19.00,28.00,4,216.00,1498
"vaillant",14.00,28.00,8,615.00,1498
"hachette",28.00,28.00,8,3409.00,1498
"blanc",16.00,28.00,5,900.00,1498
"mascotte",23.00,28.00,8,1467.00,1498
"comité",21.00,27.00,6,5415.00,1499
"truc",15.00,27.00,4,2423.00,1499
"brutale",23.00,27.00,7,8688.00,1499
"ivoire",27.00,27.00,6,3730.00,1499
"vitale",23.00,27.00,6,6743.00,1499
"selve",9.00,27.00,5,4562.00,1499
"chaque",7.00,26.00,6,8707.00,1500
"tata",16.00,26.00,4,861.00,1500
"édition",8.00,26.00,7,9950.00,1500
"continentale",18.00,26.00,12,3467.00,1500
"Lisse",24.00,26.00,5,1584.00,1500
"provinciale",20.00,26.00,11,7001.00,1500
"nouveau",19.00,25.00,7,7954.00,1501
"analyses",22.00,25.00,8,9605.00,1501
"mayen",25.00,25.00,5,5290.00,1501
"biologie",24.00,25.00,8,5889.00,1501
"constante",23.00,24.00,9,7528.00,1502
"charmant",24.00,24.00,8,8112.00,1502
"horloges",9.00,24.00,8,2993.00,1502
"Rien",20.00,24.00,4,6326.00,1502
"gros",22.00,24.00,4,1898.00,1502
"myosotis",13.00,24.00,8,3018.00,1502
"programmeur",19.00,24.00,11,524.00,1502
"verte",21.00,24.00,5,7242.00,1502
"alu",6.00,23.00,3,4841.00,1503
"ras",18.00,23.00,3,5749.00,1503
"pipi",19.00,23.00,4,8880.00,1503
"pilote",21.00,23.00,6,9287.00,1503
"marges",23.00,23.00,6,9182.00,1503
"premières",14.00,23.00,9,1998.00,1503
"revanche",22.00,23.00,8,2761.00,1503
"cas",19.00,23.00,3,4170.00,1503
"germa",17.00,23.00,5,8990.00,1503
"hommage",19.00,22.00,7,879.00,1504
"bombardement",13.00,22.00,12,8239.00,1504
"parfum",16.00,22.00,6,9081.00,1504
"voir",5.00,22.00,4,7024.00,1504
"affiches",18.00,22.00,8,6448.00,1504
"sus",6.00,22.00,3,1560.00,1504
"charmante",18.00,22.00,9,7658.00,1504
"rapportage",19.00,22.00,10,6659.00,1504
"charme",21.00,22.00,6,5525.00,1504
"être",10.00,22.00,4,6527.00,1504
"bibelot",12.00,21.00,7,261.00,1505
"homme",12.00,21.00,5,4773.00,1505
"sylvain",12.00,21.00,7,4608.00,1505
"notre",7.00,21.00,5,291.00,1505
"soleil",14.00,21.00,6,2893.00,1505
"Vespa",9.00,21.00,5,772.00,1505
"faire",17.00,21.00,5,9296.00,1505
"liste",15.00,21.00,5,4573.00,1505
"vil",8.00,21.00,3,59.00,1505
"couleurs",7.00,21.00,8,6944.00,1505
"universitaire",16.00,21.00,13,2198.00,1505
"données",4.00,20.00,7,8446.00,1506
"notoire",18.00,20.00,7,5074.00,1506
"minima",16.00,20.00,6,4229.00,1506
"tirage",5.00,20.00,6,7391.00,1506
"Stéphane",14.00,20.00,8,2215.00,1506
"radicalisme",9.00,20.00,11,6852.00,1506
"indirecte",18.00,20.00,9,3970.00,1506
"classiques",1.00,20.00,10,9035.00,1506
"vernissage",3.00,20.00,10,5519.00,1506
"organise",18.00,19.00,8,7732.00,1507
"dolce",13.00,19.00,5,8830.00,1507
"ouverture",8.00,19.00,9,6420.00,1507
"palma",12.00,19.00,5,6519.00,1507
"tes",9.00,19.00,3,6890.00,1507
"anarchisme",18.00,19.00,10,5613.00,1507
"heures",5.00,19.00,6,1357.00,1507
"adresse",10.00,19.00,7,5748.00,1507
"gilde",14.00,19.00,5,698.00,1507
"femmes",12.00,19.00,6,1230.00,1507
"distributeur",17.00,19.00,12,8874.00,1507
"dt",10.00,19.00,2,963.00,1507
"fait",15.00,19.00,4,948.00,1507
"biotechnologie",7.00,19.00,14,3765.00,1507
"guldens",18.00,19.00,7,9238.00,1507
"rurale",7.00,18.00,6,2800.00,1508
"royale",12.00,18.00,6,2823.00,1508
"stagiaire",12.00,18.00,9,5877.00,1508
"hennie",14.00,18.00,6,7303.00,1508
"rende",14.00,18.00,5,2589.00,1508
"européen",5.00,18.00,8,1719.00,1508
"exemplaires",2.00,18.00,11,9492.00,1508
"selfs",6.00,17.00,5,2980.00,1509
"trafic",7.00,17.00,6,7836.00,1509
"bof",3.00,17.00,3,5409.00,1509
"douane",11.00,17.00,6,3374.00,1509
"rendez",13.00,17.00,6,731.00,1509
"inspecteur",17.00,17.00,10,197.00,1509
"paganisme",1.00,17.00,9,6743.00,1509
"sera",11.00,17.00,4,8735.00,1509
"julien",12.00,17.00,6,2220.00,1509
"lier",12.00,16.00,4,1288.00,1510
"samedi",4.00,16.00,6,8749.00,1510
"dédicace",5.00,16.00,8,8474.00,1510
"histoire",10.00,16.00,8,4352.00,1510
"aquarelles",4.00,16.00,10,1989.00,1510
"institut",11.00,16.00,8,2367.00,1510
"rapporteur",7.00,16.00,10,9764.00,1510
"également",4.00,16.00,9,4769.00,1510
"lux",14.00,16.00,3,9450.00,1510
"ces",8.00,16.00,3,4884.00,1510
"dette",4.00,16.00,5,7969.00,1510
"couleur",10.00,16.00,7,8449.00,1510
"vendredi",8.00,16.00,8,8897.00,1510
"peut",9.00,15.00,4,7507.00,1511
"forma",11.00,15.00,5,3513.00,1511
"fatale",13.00,15.00,6,9388.00,1511
"pré",10.00,15.00,3,7478.00,1511
"couverture",8.00,15.00,10,8326.00,1511
"série",9.00,15.00,5,8677.00,1511
"envoyer",6.00,15.00,7,3112.00,1511
"discours",10.00,15.00,8,4613.00,1511
"allergie",9.00,15.00,8,6850.00,1511
"distributeurs",14.00,15.00,13,7050.00,1511
"Napels",13.00,15.00,6,7359.00,1511
"dessinateurs",6.00,15.00,12,3934.00,1511
"reste",13.00,15.00,5,4489.00,1511
"dessin",8.00,15.00,6,7921.00,1511
"cafta",9.00,15.00,5,4010.00,1511
"venturi",15.00,15.00,7,2306.00,1511
"sérigraphies",8.00,15.00,12,5916.00,1511
"moto",10.00,15.00,4,4481.00,1511
"cliché",13.00,15.00,6,8440.00,1511
"silex",15.00,15.00,5,6787.00,1511
"banda",11.00,15.00,5,4484.00,1511
"aussi",10.00,14.00,5,7261.00,1512
"hors",8.00,14.00,4,9833.00,1512
"ove",14.00,14.00,3,2102.00,1512
"ordinaire",13.00,14.00,9,729.00,1512
"vedette",10.00,14.00,7,8864.00,1512
"spitte",1.00,14.00,6,1671.00,1512
"autre",10.00,14.00,5,1796.00,1512
"bora",6.00,14.00,4,748.00,1512
"renée",11.00,14.00,5,150.00,1512
"chausson",14.00,14.00,8,375.00,1512
"noire",13.00,14.00,5,8811.00,1512
"stentor",12.00,14.00,7,5397.00,1512
"nom",8.00,14.00,3,5139.00,1512
"conte",8.00,14.00,5,8049.00,1512
"fader",14.00,14.00,5,1556.00,1512
"ballon",14.00,14.00,6,8144.00,1512
"femme",7.00,14.00,5,6792.00,1512
"vandalisme",14.00,14.00,10,5014.00,1512
"rebella",7.00,14.00,7,7092.00,1512
"tous",6.00,14.00,4,5421.00,1512
"solide",12.00,13.00,6,6806.00,1513
"toupet",4.00,13.00,6,7559.00,1513
"voulez",1.00,13.00,6,7430.00,1513
"compagnie",11.00,13.00,9,9012.00,1513
"cosy",8.00,13.00,4,3884.00,1513
"onde",7.00,13.00,4,934.00,1513
"civilisation",13.00,13.00,12,271.00,1513
"ciné",9.00,13.00,4,7051.00,1513
"affaires",11.00,13.00,8,8524.00,1513
"petits",6.00,13.00,6,664.00,1513
"programmas",11.00,13.00,10,4296.00,1513
"calendrier",3.00,13.00,10,3437.00,1513
"dualisme",8.00,13.00,8,8247.00,1513
"archipel",12.00,13.00,8,6751.00,1513
"Halle",12.00,13.00,5,776.00,1513
"antennes",8.00,13.00,8,7149.00,1513
"constructeur",2.00,12.00,12,2829.00,1514
"mita",12.00,12.00,4,938.00,1514
"safran",5.00,12.00,6,6789.00,1514
"gogo",12.00,12.00,4,7707.00,1514
"basale",10.00,12.00,6,7170.00,1514
"dessinées",7.00,12.00,9,1767.00,1514
"harkis",3.00,12.00,6,6835.00,1514
"blinde",11.00,12.00,6,1438.00,1514
"pela",3.00,12.00,4,4189.00,1514
"jonc",5.00,12.00,4,2436.00,1514
"humeur",12.00,12.00,6,5742.00,1514
"blessure",12.00,12.00,8,1782.00,1514
"sanitaire",10.00,12.00,9,5571.00,1514
"bolide",10.00,12.00,6,3951.00,1514
"hybride",12.00,12.00,7,6511.00,1514
"soir",5.00,12.00,4,1991.00,1514
"exils",9.00,12.00,5,3417.00,1514
"échafaud",4.00,12.00,8,3372.00,1514
"verbale",12.00,12.00,7,5631.00,1514
"esse",5.00,12.00,4,3375.00,1514
"frères",7.00,12.00,6,8141.00,1514
"européenne",5.00,12.00,10,3671.00,1514
"kil",8.00,11.00,3,4462.00,1515
"rangs",6.00,11.00,5,2362.00,1515
"jaune",3.00,11.00,5,8165.00,1515
"uyuşturucu",1.00,11.00,10,8550.00,1515
"signée",1.00,11.00,6,5964.00,1515
"signé",4.00,11.00,5,5863.00,1515
"eldorado",3.00,11.00,8,8965.00,1515
"cramer",7.00,11.00,6,1119.00,1515
"espace",6.00,11.00,6,4326.00,1515
"meccano",7.00,11.00,7,4560.00,1515
"seront",5.00,11.00,6,7489.00,1515
"foi",4.00,11.00,3,6084.00,1515
"vue",8.00,11.00,3,1926.00,1515
"fado",6.00,11.00,4,4375.00,1515
"galeries",11.00,11.00,8,4878.00,1515
"chronologie",9.00,11.00,11,8122.00,1515
"activités",2.00,11.00,9,4689.00,1515
"dg",8.00,11.00,2,5034.00,1515
"projets",3.00,11.00,7,7490.00,1515
"axa",6.00,11.00,3,8209.00,1515
"dressoirs",7.00,11.00,9,5648.00,1515
"martien",10.00,11.00,7,8564.00,1515
"varia",9.00,11.00,5,8002.00,1515
"chauvin",4.00,11.00,7,8154.00,1515
"dessinateur",4.00,11.00,11,3498.00,1515
"dernier",8.00,11.00,7,1863.00,1515
"fia",9.00,11.00,3,1068.00,1515
"korrigans",11.00,11.00,9,381.00,1515
"consulaire",8.00,11.00,10,8765.00,1515
"professeur",4.00,11.00,10,8034.00,1515
"cafés",10.00,11.00,5,9313.00,1515
"sociologie",11.00,11.00,10,748.00,1515
"éditions",9.00,11.00,8,9517.00,1515
"là",10.00,11.00,2,7010.00,1515
"ça",7.00,11.00,2,6648.00,1515
"assister",1.00,10.00,8,9700.00,1516
"vente",4.00,10.00,5,405.00,1516
"conducteur",6.00,10.00,10,1432.00,1516
"janvier",4.00,10.00,7,6192.00,1516
"cet",8.00,10.00,3,3534.00,1516
"nord",8.00,10.00,4,297.00,1516
"courrier",8.00,10.00,8,5498.00,1516
"baba",8.00,10.00,4,1619.00,1516
"politiques",4.00,10.00,10,9396.00,1516
"vide",2.00,10.00,4,1643.00,1516
"carre",10.00,10.00,5,2182.00,1516
"stagiaires",10.00,10.00,10,4059.00,1516
"tek",7.00,10.00,3,4980.00,1516
"moulin",7.00,10.00,6,7707.00,1516
"vitamines",9.00,10.00,9,4479.00,1516
"novembre",5.00,10.00,8,9370.00,1516
"oc",9.00,10.00,2,6876.00,1516
"survie",6.00,10.00,6,5791.00,1516
"réactions",1.00,10.00,9,3878.00,1516
"sise",3.00,10.00,4,6629.00,1516
"mise",6.00,10.00,4,9521.00,1516
"chez",6.00,10.00,4,6149.00,1516
"imposante",10.00,10.00,9,6286.00,1516
"zig",4.00,10.00,3,8535.00,1516
"mariniers",7.00,10.00,9,7841.00,1516
"leste",6.00,10.00,5,1223.00,1516
"paulien",8.00,10.00,7,1901.00,1516
"leurs",4.00,10.00,5,7457.00,1516
"sortir",5.00,10.00,6,1622.00,1516
"futur",8.00,10.00,5,6081.00,1516
"uns",9.00,10.00,3,9777.00,1516
"quelques",7.00,10.00,8,1739.00,1516
"lieue",2.00,10.00,5,7189.00,1516
"activiste",10.00,10.00,9,2260.00,1516
"marche",7.00,10.00,6,288.00,1516
"arrogante",10.00,10.00,9,3385.00,1516
"reçu",7.00,10.00,4,2771.00,1516
"très",8.00,10.00,4,8980.00,1516
"soutenir",3.00,10.00,8,2902.00,1516
"librairie",3.00,10.00,9,3620.00,1516
"associés",4.00,10.00,8,95.00,1516
"raclette",5.00,10.00,8,2380.00,1516
"acte",9.00,9.00,4,5920.00,1517
"revoir",3.00,9.00,6,7329.00,1517
"nouvelle",8.00,9.00,8,6543.00,1517
"journaliste",9.00,9.00,11,2257.00,1517
"filet",4.00,9.00,5,8819.00,1517
"rondes",8.00,9.00,6,3515.00,1517
"arien",1.00,9.00,5,3191.00,1517
"nonne",2.00,9.00,5,9493.00,1517
"turbulente",9.00,9.00,10,5311.00,1517
"proprio",3.00,9.00,7,9271.00,1517
"université",4.00,9.00,10,1879.00,1517
"ramones",6.00,9.00,7,644.00,1517
"uyuşturucular",1.00,9.00,13,7161.00,1517
"parti",4.00,9.00,5,708.00,1517
"ils",7.00,9.00,3,8776.00,1517
"parcours",9.00,9.00,8,6569.00,1517
"personne",6.00,9.00,8,4440.00,1517
"botte",9.00,9.00,5,7967.00,1517
"ure",6.00,9.00,3,4064.00,1517
"marlou",6.00,9.00,6,1237.00,1517
"littérature",3.00,9.00,11,8495.00,1517
"orangerie",3.00,9.00,9,4150.00,1517
"extravagante",9.00,9.00,12,6084.00,1517
"corsa",7.00,9.00,5,2285.00,1517
"cinéma",8.00,9.00,6,5406.00,1517
"trulli",6.00,9.00,6,2668.00,1517
"renseignements",3.00,9.00,14,4821.00,1517
"anima",6.00,9.00,5,989.00,1517
"fou",7.00,9.00,3,363.00,1517
"côté",6.00,9.00,4,990.00,1517
"cota",1.00,9.00,4,30.00,1517
"fiançailles",2.00,9.00,11,1425.00,1517
"Française",9.00,9.00,9,6149.00,1517
"offertes",8.00,9.00,8,3178.00,1517
"collecte",8.00,9.00,8,2282.00,1517
"fois",8.00,9.00,4,4161.00,1517
"globale",8.00,9.00,7,5468.00,1517
"sonde",3.00,9.00,5,8995.00,1517
"soutien",3.00,9.00,7,4677.00,1517
"savanes",5.00,9.00,7,5622.00,1517
"abonde",1.00,9.00,6,3860.00,1517
"controverse",8.00,9.00,11,5394.00,1517
"aventures",4.00,9.00,9,256.00,1517
"mythologie",9.00,9.00,10,3581.00,1517
"Félix",7.00,9.00,5,5716.00,1517
"galette",4.00,9.00,7,927.00,1517
"carnets",6.00,9.00,7,1605.00,1517
"complexer",9.00,9.00,9,3721.00,1517
"fromental",5.00,8.00,9,6296.00,1518
"musique",5.00,8.00,7,4925.00,1518
"isolement",8.00,8.00,9,8027.00,1518
"orale",8.00,8.00,5,9437.00,1518
"même",6.00,8.00,4,1221.00,1518
"peu",5.00,8.00,3,8698.00,1518
"contant",7.00,8.00,7,8491.00,1518
"amusant",7.00,8.00,7,1275.00,1518
"glane",3.00,8.00,5,5126.00,1518
"honoré",2.00,8.00,6,3236.00,1518
"favorites",6.00,8.00,9,4014.00,1518
"gastronomie",7.00,8.00,11,1942.00,1518
"olympiade",7.00,8.00,9,5540.00,1518
"contre",5.00,8.00,6,3117.00,1518
"witloof",2.00,8.00,7,7893.00,1518
